ra,dec,redshift,brightness,LR,N(0.5),total_N,gal_id,cluster_id
150.30615713,2.51570868,0.508,-22.17,29.49,7,25.0,802314.0,1526.0
150.14039392,2.60213354,0.5126,-21.02,29.17,13,37.0,859586.0,44.0
149.72197445,1.6890198,0.5178,-22.18,29.58,7,25.0,268090.0,1543.0
150.21038747,1.81648749,0.5305,-22.46,29.59,19,63.0,348419.0,290.0
149.80189761,1.75612528,0.5318,-20.66,29.06,8,31.0,309146.0,209.0
150.46449749,2.05995909,0.5417,-23.52,30.03,24,46.0,497616.0,276.0
150.57636025,2.46779348,0.554,-22.5,29.61,6,28.0,771790.0,1377.0
149.52361555,1.75897202,0.5609,-23.43,29.99,17,56.0,309192.0,415.0
150.72936734,1.99521755,0.5616,-21.19,29.09,10,26.0,460318.0,1207.0
149.81346813,1.74704842,0.5692,-21.75,29.5,8,26.0,304477.0,1394.0
150.6043536,2.18688346,0.5708,-22.15,29.77,10,29.0,585061.0,859.0
149.47845141,1.89535765,0.5786,-22.36,29.96,8,32.0,398779.0,1383.0
149.61938099,1.73543421,0.59,-23.16,29.88,11,50.0,292852.0,648.0
150.15653218,2.39313537,0.59,-22.4,29.56,10,35.0,723916.0,1340.0
149.74937339,1.90120678,0.5901,-22.35,29.66,8,28.0,402777.0,880.0
150.15488653,2.49463434,0.5942,-21.36,29.45,9,27.0,788313.0,1309.0
150.45007052,2.57125404,0.5965,-21.48,29.34,8,29.0,839303.0,1405.0
149.93613159,2.64745305,0.6006,-20.75,29.29,7,27.0,888238.0,1595.0
149.6266063,1.90726563,0.6014,-22.19,30.02,8,35.0,406527.0,1376.0
150.49067257,2.74789994,0.6067,-22.69,29.69,15,37.0,953345.0,399.0
150.72873594,2.53821329,0.6089,-22.21,29.81,10,30.0,818020.0,587.0
150.56773412,2.61361566,0.61,-23.58,30.15,12,47.0,868440.0,347.0
150.32183681,2.55230002,0.6116,-22.84,29.98,11,28.0,827881.0,96.0
149.91389837,2.544249,0.6127,-21.24,29.53,8,25.0,820695.0,1360.0
150.32484045,2.73512311,0.6131,-21.84,29.76,8,25.0,945092.0,230.0
150.64772399,2.72774745,0.6143,-22.63,30.09,12,49.0,941406.0,606.0
149.60750603,1.89513017,0.6437,-22.28,29.53,12,28.0,397860.0,944.0
150.14812325,2.51784537,0.6516,-23.11,29.87,20,76.0,804406.0,270.0
150.36048229,1.97020447,0.6538,-21.89,29.59,8,25.0,444733.0,1450.0
150.62610027,2.70880839,0.6547,-21.88,29.37,14,32.0,929645.0,21.0
149.63358838,1.90317999,0.6551,-22.75,29.72,15,56.0,403885.0,338.0
150.31729226,2.32273703,0.66,-21.96,29.83,9,56.0,674895.0,421.0
149.76667507,1.75572328,0.6605,-21.28,29.45,13,73.0,310355.0,374.0
150.47129622,2.36610851,0.6662,-21.66,29.6,9,35.0,705120.0,1167.0
150.00381587,2.11456673,0.6664,-22.28,29.65,11,66.0,536438.0,409.0
150.25256255,1.97188679,0.6671,-22.03,29.54,10,45.0,446696.0,538.0
150.49971995,2.45529736,0.6678,-21.9,29.37,9,37.0,762935.0,1121.0
149.94669346,2.31718531,0.6678,-20.73,29.87,8,47.0,671274.0,918.0
150.18997485,2.15533785,0.6686,-22.91,29.78,22,82.0,564353.0,299.0
150.18366855,2.76394284,0.669,-22.05,29.98,11,27.0,963192.0,1166.0
149.72485989,1.87606749,0.6695,-22.07,29.77,16,58.0,386871.0,331.0
150.58775573,2.30865424,0.6696,-22.06,29.45,8,25.0,665705.0,1579.0
149.58656808,1.69678347,0.67,-22.57,29.65,8,40.0,273468.0,1460.0
150.52849474,2.12395284,0.6701,-23.37,30.11,12,26.0,541223.0,866.0
149.65054509,1.77783038,0.6701,-23.01,29.82,8,36.0,323873.0,1234.0
149.76534039,2.00047647,0.6703,-22.34,29.57,12,53.0,464121.0,375.0
150.07237587,1.92541481,0.6703,-22.83,30.06,8,25.0,417284.0,249.0
150.43288487,2.0601704,0.6708,-22.11,29.77,12,36.0,502044.0,781.0
150.54421179,2.61302183,0.6724,-22.75,29.7,8,32.0,867996.0,1159.0
149.51687717,2.03091733,0.6727,-22.42,29.58,9,45.0,482605.0,1120.0
150.5344898,1.97743505,0.6742,-23.34,29.95,9,45.0,446301.0,1228.0
149.89363397,2.56300425,0.6762,-21.66,29.29,12,69.0,833286.0,362.0
149.81856625,2.44687311,0.6768,-21.72,29.44,9,36.0,757838.0,1536.0
150.47321183,1.90414115,0.6774,-23.14,30.02,9,34.0,401203.0,1232.0
149.99407478,2.44853834,0.6775,-22.6,29.97,10,44.0,756728.0,560.0
149.66774979,2.27366808,0.68,-23.31,29.94,18,45.0,643306.0,315.0
150.05775592,2.61029904,0.68,-23.01,29.83,23,77.0,866167.0,269.0
150.09239921,2.19362661,0.6801,-22.95,29.81,16,53.0,590057.0,334.0
150.04931372,2.75019105,0.6903,-22.83,29.76,10,36.0,954415.0,1101.0
150.32820645,2.39667926,0.6917,-22.16,30.21,9,50.0,725512.0,514.0
150.37036367,2.76146877,0.6921,-22.4,29.58,12,32.0,961517.0,766.0
