ra,dec,redshift,brightness,richness,total_N,gal_id,cluster_id
150.43680623,2.06921894,0.9544,-22.56,14.0,56.0,506789.0,1250.0
149.97314119,2.33800111,0.9552,-23.36,14.0,58.0,686241.0,158.0
150.21055867,2.13524765,0.9552,-23.3,8.0,74.0,550139.0,2315.0
150.00436304,2.14784287,0.9558,-22.83,16.0,81.0,557625.0,16.0
150.36040261,2.06203261,0.956,-22.15,11.0,54.0,501602.0,272.0
149.85517715,2.14281594,0.9561,-22.71,8.0,61.0,556019.0,1969.0
149.67386727,2.35560729,0.9563,-22.1,8.0,72.0,697574.0,2134.0
149.64464454,2.19012157,0.9570000000000001,-21.9,10.0,52.0,585556.0,293.0
149.64625080000002,2.43801641,0.9570000000000001,-21.83,13.0,73.0,750737.0,2288.0
149.65780414,2.22242446,0.9572,-22.08,8.0,77.0,608909.0,55.0
149.62721741,2.21944616,0.9573,-22.7,14.0,58.0,605952.0,289.0
149.72444428,2.07854294,0.9573,-21.83,8.0,55.0,513001.0,2426.0
149.70095871,2.26755724,0.9574,-22.32,9.0,85.0,638492.0,835.0
149.78207884,2.22451592,0.9575,-22.03,8.0,77.0,609890.0,2692.0
150.44534965,2.09673845,0.9585,-21.93,8.0,68.0,524141.0,2259.0
150.02224631,2.19986102,0.9585,-21.99,11.0,54.0,592254.0,1083.0
150.09079871,2.14465013,0.9586,-22.69,8.0,74.0,557063.0,1967.0
149.61761683,2.11578398,0.9586,-23.66,19.0,113.0,537719.0,46.0
149.44892312,2.5079742,0.9593,-23.7,11.0,51.0,798826.0,408.0
150.13440459,2.12521953,0.9594,-23.31,15.0,61.0,543799.0,1162.0
149.66468637,2.3243633999999997,0.9597,-23.05,8.0,85.0,676659.0,1167.0
149.63850648,2.15282701,0.9597,-22.77,12.0,88.0,562024.0,1128.0
149.51443498,2.60036067,0.9601,-22.09,11.0,52.0,857617.0,1439.0
149.78336056,2.03262054,0.9603,-22.69,9.0,70.0,483691.0,2133.0
149.62395082,2.40614867,0.9604,-21.76,9.0,79.0,729927.0,664.0
149.7803853,2.3517581,0.9606,-22.17,8.0,51.0,694921.0,2693.0
149.69216686,2.0514234,0.961,-23.08,9.0,67.0,495974.0,2595.0
150.15689417,1.94027157,0.9611,-21.98,13.0,56.0,425332.0,179.0
149.64996132,2.28322781,0.9614,-21.85,8.0,88.0,648327.0,660.0
149.72871586,2.18544643,0.9617,-22.15,14.0,73.0,583211.0,2267.0
149.9378436,2.28473948,0.9625,-22.01,10.0,76.0,648988.0,403.0
150.71080642,2.41178692,0.9627,-21.92,9.0,66.0,733732.0,288.0
149.64156452,2.33341567,0.9628,-23.44,16.0,84.0,682941.0,15.0
149.55463376,1.96316635,0.9632,-21.63,8.0,68.0,439356.0,2127.0
150.10523744,2.69967701,0.9633,-21.66,10.0,57.0,923539.0,946.0
149.877696,2.13595594,0.9635,-21.81,9.0,63.0,549976.0,2323.0
150.67076994,2.20928478,0.9635,-22.38,8.0,74.0,598949.0,142.0
149.55759779,2.26431623,0.9637,-22.42,8.0,70.0,635786.0,1050.0
149.64346274,2.20735479,0.9640000000000001,-22.05,14.0,65.0,597819.0,1180.0
150.05611745,2.27126945,0.9640000000000001,-22.18,8.0,62.0,641245.0,690.0
150.19628696,2.10988837,0.9644,-21.82,13.0,65.0,533366.0,2265.0
149.65079521,2.21077102,0.9646,-22.08,16.0,100.0,599854.0,1080.0
150.68555619,2.12427649,0.9647,-22.17,9.0,71.0,542159.0,1703.0
150.67351814,2.32336169,0.9647,-21.26,9.0,56.0,674514.0,692.0
149.77023835,2.31089101,0.965,-21.26,8.0,67.0,666293.0,1983.0
149.57327671,2.15438762,0.9652,-22.15,11.0,101.0,562204.0,2269.0
150.00428645,2.15186436,0.9653,-22.05,8.0,53.0,560172.0,1467.0
150.4525449,2.15099049,0.9656,-21.91,8.0,59.0,560303.0,1977.0
150.39164842,2.72178663,0.9664,-21.19,10.0,64.0,935919.0,1699.0
149.60329706,2.28086934,0.9665,-23.18,10.0,77.0,647607.0,228.0
149.50955242,2.26230084,0.9666,-22.3,9.0,55.0,635357.0,108.0
149.66511966,2.3477796000000004,0.9670000000000001,-22.47,13.0,64.0,692069.0,377.0
150.03514933,2.13665164,0.9671,-22.27,9.0,74.0,550077.0,2319.0
149.63511967,2.30271008,0.9677,-22.38,11.0,100.0,661583.0,138.0
149.95102817,2.39118037,0.9690000000000001,-20.72,8.0,59.0,720835.0,2598.0
149.56677435,2.16228538,0.9698,-22.31,12.0,71.0,568019.0,1591.0
149.669803,1.90169778,0.9704,-22.36,12.0,60.0,401880.0,275.0
150.28263738,2.54561164,0.9706,-23.28,9.0,52.0,823637.0,1933.0
149.48146525,2.00626635,0.9713,-23.58,15.0,59.0,468056.0,28.0
149.67238129,2.40441369,0.9713,-22.1,8.0,61.0,729854.0,2258.0
150.6632509,2.20074148,0.9729,-22.41,8.0,55.0,593228.0,854.0
149.65927256,2.21951087,0.9734,-21.65,15.0,112.0,605677.0,99.0
149.56622342,2.47360984,0.9740000000000001,-21.25,8.0,64.0,773877.0,2428.0
149.68367103,2.19100644,0.9741,-21.86,13.0,109.0,586726.0,254.0
149.96437116,2.22013765,0.9745,-21.31,8.0,53.0,605924.0,2309.0
150.5428889,2.27407025,0.9748,-22.11,9.0,66.0,642516.0,1707.0
149.83212245,2.56953815,0.9748,-22.93,18.0,83.0,838905.0,1059.0
149.62972727,2.11161642,0.9751,-22.37,10.0,58.0,533313.0,81.0
149.77965774,2.30467688,0.9756,-21.39,9.0,67.0,661936.0,1372.0
150.50941426,1.94749501,0.976,-22.63,8.0,68.0,430936.0,1465.0
150.23349194,1.7398615000000002,0.9761,-22.76,15.0,58.0,299532.0,1305.0
150.29564681,2.0349543000000003,0.9761,-22.96,8.0,64.0,484128.0,156.0
149.65758972,2.43178252,0.977,-21.44,8.0,53.0,747214.0,2300.0
150.08029079,2.68001648,0.9774,-22.36,8.0,74.0,909449.0,2263.0
150.41282493,1.67770763,0.9781,-23.62,9.0,57.0,261495.0,2128.0
150.10288797,2.29271928,0.9782,-22.11,9.0,52.0,655097.0,2321.0
149.58307659999997,2.12750527,0.9784,-22.5,11.0,96.0,544038.0,1453.0
149.6747938,2.13050586,0.9785,-21.38,10.0,56.0,545501.0,1455.0
150.08609377,2.60038177,0.9790000000000001,-23.51,9.0,54.0,859691.0,2686.0
150.67641067,2.32454084,0.9801,-22.3,9.0,61.0,676191.0,2604.0
149.71561474,1.79553199,0.9801,-22.25,10.0,63.0,334594.0,1984.0
149.67648394,2.4084708999999997,0.9806,-22.59,10.0,62.0,733238.0,2147.0
150.03218374,2.10508243,0.9806,-22.65,8.0,57.0,529414.0,1641.0
150.67960883,2.22264058,0.981,-23.13,15.0,63.0,609702.0,1448.0
149.61201637,2.05464687,0.981,-21.96,8.0,81.0,497376.0,1937.0
150.71009182,2.41230756,0.9811,-21.65,9.0,60.0,734350.0,2603.0
149.6152521,2.17170322,0.9815,-20.34,9.0,53.0,574055.0,858.0
150.66569632,2.37600762,0.9819,-22.19,13.0,82.0,711302.0,167.0
149.57934994,2.42100694,0.9821,-23.26,13.0,60.0,741453.0,1400.0
150.68732579,2.26505091,0.9824,-22.9,8.0,52.0,637442.0,646.0
150.30239806,1.73081303,0.9833,-22.8,11.0,68.0,294430.0,290.0
149.56667419,2.3207165,0.9833,-23.8,8.0,57.0,674331.0,2299.0
150.69375722,2.36411557,0.9833,-22.1,10.0,88.0,702844.0,653.0
150.45348544,2.49107807,0.9843,-22.38,11.0,81.0,787616.0,1393.0
150.62268871,2.37084872,0.9848,-21.52,9.0,52.0,706994.0,2151.0
149.56912522,2.15069706,0.985,-22.9,12.0,78.0,560589.0,1186.0
150.69909647,2.35389219,0.9851,-23.1,11.0,50.0,696930.0,1587.0
149.498164,2.00417323,0.9853,-22.32,21.0,101.0,465608.0,1062.0
149.48916822,2.03419075,0.9853,-23.46,10.0,74.0,483843.0,135.0
149.85360769,2.5854975,0.9861,-23.57,9.0,55.0,848867.0,1451.0
150.42616783,1.85492009,0.9863,-23.67,24.0,63.0,370883.0,1067.0
150.00826535,2.19707803,0.9868,-22.54,9.0,69.0,590559.0,989.0
149.56167153,2.170952,0.987,-23.24,9.0,87.0,575624.0,1251.0
150.66242081,2.38039387,0.9876,-22.27,11.0,75.0,713613.0,226.0
149.59388696,2.06263828,0.9884,-22.17,9.0,73.0,501847.0,2330.0
150.02549664,2.21737062,0.9885,-22.67,11.0,66.0,604966.0,461.0
150.6357634,2.42191377,0.9888,-23.05,9.0,63.0,741352.0,2161.0
150.07110918,2.26315459,0.9889,-22.83,11.0,72.0,635972.0,1717.0
149.52650409,2.11179957,0.9890000000000001,-24.13,9.0,64.0,534927.0,1719.0
149.98056908,2.66650884,0.9892,-22.21,8.0,67.0,900715.0,1263.0
149.5838315,2.13197134,0.9893,-23.1,8.0,55.0,547742.0,639.0
149.76130293,2.29547381,0.9897,-23.03,11.0,63.0,657346.0,283.0
150.32390027,2.28228667,0.9897,-23.8,13.0,52.0,649380.0,1418.0
150.12502609999999,2.71547326,0.99,-22.7,9.0,72.0,932982.0,641.0
150.10721139,2.68145641,0.9906,-22.32,8.0,51.0,910627.0,851.0
149.59920446,2.4949516,0.9908,-23.01,12.0,56.0,790005.0,2336.0
149.64131594,2.21342008,0.991,-23.15,10.0,68.0,602274.0,1179.0
150.61696169,2.47082978,0.9912,-22.44,13.0,52.0,772781.0,1386.0
149.64833739,2.34140604,0.9919,-23.9,18.0,53.0,690316.0,1160.0
149.6562981,2.23585913,0.992,-22.38,8.0,65.0,617181.0,1711.0
149.69928315,2.19221456,0.9921,-22.97,12.0,50.0,588984.0,1436.0
149.68140605,2.23069841,0.9923,-22.69,9.0,86.0,609623.0,936.0
149.62793934,2.18170031,0.9938,-21.69,13.0,103.0,580086.0,2158.0
150.60541453,2.373685,0.9945,-22.57,8.0,63.0,709619.0,2590.0
149.50709636,2.21272752,0.9948,-23.3,8.0,59.0,603296.0,1652.0
149.51945816,1.83067324,0.9949,-21.45,9.0,64.0,355938.0,2160.0
149.47133416,2.06945526,0.9965,-21.63,8.0,57.0,506548.0,2597.0
149.60551569,2.11348643,0.997,-21.93,9.0,69.0,534336.0,2596.0
149.48699467,2.21214268,0.998,-20.54,13.0,63.0,600658.0,1684.0
150.29853590000002,2.03219107,0.9983,-22.85,15.0,63.0,482694.0,1362.0
149.75947061,2.28511195,1.0002,-23.17,9.0,72.0,650734.0,703.0
150.1054399,2.60060998,1.0008,-22.2,9.0,50.0,858077.0,2689.0
149.55980287,2.09353104,1.0008,-23.19,8.0,55.0,522932.0,1444.0
149.76866548,2.01364886,1.0017,-22.29,9.0,63.0,471425.0,2264.0
149.74243504,2.21467615,1.0019,-22.26,10.0,59.0,602594.0,67.0
149.54956812,2.10173629,1.002,-20.99,8.0,56.0,526815.0,284.0
149.4917715,2.2266242000000003,1.0021,-21.41,9.0,53.0,610447.0,704.0
149.82019525,2.35363951,1.0027,-22.81,10.0,66.0,696230.0,1446.0
149.85048435,2.14280913,1.0031,-22.68,9.0,52.0,555344.0,1260.0
149.7525381,2.21403636,1.0038,-23.59,9.0,72.0,603983.0,1151.0
149.89922325,2.32828583,1.0049,-22.51,9.0,61.0,679197.0,1632.0
149.78002124,2.30235775,1.0068,-23.59,10.0,82.0,663215.0,712.0
149.64210613,2.2639978,1.0079,-21.3,10.0,65.0,635433.0,176.0
149.81608266,2.36426649,1.0085,-22.68,8.0,70.0,703270.0,713.0
149.82855104,2.36352312,1.0087,-22.65,8.0,66.0,698255.0,2386.0
149.51220138,2.21932083,1.0097,-22.96,8.0,57.0,606605.0,1731.0
149.77988784,2.31270989,1.0101,-21.5,12.0,73.0,667403.0,287.0
150.13192909,2.72522302,1.0104,-22.64,8.0,58.0,938826.0,1468.0
149.65213008,2.25324088,1.0114,-23.08,10.0,69.0,629403.0,708.0
149.73946076,2.34135099,1.0115,-22.48,9.0,57.0,687914.0,1437.0
149.76610194,2.32149599,1.014,-21.29,9.0,69.0,673093.0,1442.0
149.78033882,2.63228077,1.0144,-23.25,9.0,54.0,875108.0,1651.0
149.89350378,2.33295788,1.0145,-22.41,9.0,60.0,682126.0,711.0
149.75467716,2.27858871,1.0161,-22.65,11.0,69.0,646955.0,1354.0
149.63532969999997,2.20240724,1.0165,-22.83,11.0,60.0,594775.0,1441.0
149.73270313,2.23195265,1.0174,-22.95,14.0,50.0,615472.0,201.0
149.69586959,2.26710978,1.0176,-23.28,9.0,68.0,639429.0,699.0
149.74958928,2.28356765,1.0179,-21.02,13.0,75.0,648197.0,205.0
149.75332729,2.2392074,1.0194,-23.41,9.0,73.0,620726.0,1122.0
149.68086475,2.3716287,1.0206,-23.72,9.0,54.0,709835.0,2575.0
150.7288409,2.1735931,1.05,-23.07,11.0,54.0,575706.0,1674.0
150.64460482,2.67797101,1.05,-23.41,13.0,52.0,910452.0,1996.0
150.11952799,2.72503131,1.0502,-22.63,13.0,60.0,939057.0,2003.0
150.70313028,1.99029144,1.0523,-22.69,8.0,52.0,456382.0,2257.0
149.71280132,2.75912314,1.06,-22.72,9.0,50.0,959824.0,2091.0
150.64779237,2.37722592,1.07,-21.85,10.0,57.0,711108.0,2688.0
150.70812052,2.30452246,1.0709,-21.49,10.0,75.0,662301.0,2684.0
150.74671116,2.3251279,1.0804,-23.58,17.0,65.0,676723.0,1135.0
150.69737598,2.29202601,1.0805,-22.17,8.0,56.0,653571.0,1450.0
150.47208289,2.16101292,1.0841,-22.6,11.0,57.0,568325.0,450.0
149.88914452,2.23964066,1.0847,-23.28,8.0,51.0,619819.0,2262.0
150.70164648,2.34853899,1.0959,-23.17,10.0,52.0,694181.0,153.0
149.49053987,2.74714819,1.0964,-22.51,13.0,50.0,951642.0,1659.0
150.5564556,2.53966732,1.0987,-21.73,12.0,70.0,816736.0,2355.0
149.6458945,2.19963051,1.0991,-21.83,9.0,54.0,592055.0,2261.0
149.46339848,2.27448174,1.0993,-22.61,13.0,54.0,643020.0,1192.0
149.48487287,2.2396511,1.0995,-21.67,10.0,52.0,619251.0,559.0
150.11209755,2.43399627,1.1014,-22.58,9.0,56.0,749530.0,2118.0
149.62151592,2.6898914,1.1037,-21.37,10.0,52.0,915709.0,1817.0
149.61098415,1.85965597,1.1062,-22.99,12.0,51.0,375390.0,1311.0
150.10038214,1.68423394,1.1066,-21.53,9.0,58.0,263868.0,793.0
150.64443109,2.37079552,1.1067,-23.2,8.0,66.0,707774.0,2395.0
150.39168179,2.19446697,1.1079,-23.26,10.0,51.0,589101.0,1662.0
150.14286219,2.13428466,1.1085,-24.73,11.0,65.0,539518.0,1657.0
150.38170381,1.93751886,1.1086,-22.63,8.0,55.0,423884.0,2260.0
150.56591995,2.50424442,1.1106,-21.92,15.0,85.0,793701.0,795.0
149.80472477,2.19665204,1.1113,-22.9,11.0,76.0,590954.0,1316.0
150.02142609999999,1.78035136,1.1113,-23.4,10.0,56.0,325086.0,1566.0
150.46173515,2.57848898,1.1118,-21.99,8.0,52.0,843581.0,2583.0
150.4538938,2.09820198,1.1125,-23.37,10.0,50.0,525940.0,2119.0
150.21072168,2.11728879,1.1142,-22.99,9.0,52.0,537810.0,563.0
150.68865963,1.96711421,1.1149,-21.16,8.0,54.0,441533.0,902.0
149.91674508,2.65600717,1.115,-22.94,11.0,69.0,894005.0,1163.0
150.09982543,2.20328144,1.1155,-22.68,8.0,57.0,594200.0,1290.0
149.85875753,2.28792215,1.1166,-21.89,10.0,71.0,651275.0,2094.0
149.91347301,2.69453088,1.1181,-22.06,9.0,73.0,919843.0,276.0
150.28788246,1.84617788,1.1185,-22.05,10.0,66.0,365804.0,2122.0
149.90963199,2.66517436,1.1195,-22.41,13.0,64.0,899579.0,1189.0
150.70660632,2.33544504,1.1204,-22.48,10.0,63.0,683862.0,792.0
149.86709999,2.60922106,1.1247,-22.17,8.0,58.0,863087.0,2694.0
150.33966074,2.74395155,1.1256,-22.36,14.0,65.0,949753.0,1287.0
149.89539998,2.68711893,1.1271,-22.47,10.0,71.0,913807.0,1119.0
150.27682280000002,2.27564387,1.1279,-22.68,9.0,66.0,643589.0,1318.0
150.38460257,1.92209975,1.1282,-21.47,8.0,54.0,413951.0,553.0
150.23363889,2.77096628,1.1289,-21.55,12.0,55.0,965758.0,365.0
150.36059518,2.69844871,1.1294,-22.61,8.0,50.0,921835.0,2453.0
150.36973829,1.96624796,1.1305,-21.74,8.0,53.0,441367.0,91.0
150.7134711,2.26850091,1.1307,-22.08,8.0,58.0,638890.0,2462.0
149.6632303,2.02690168,1.1325,-22.06,11.0,70.0,478978.0,1158.0
149.81299202,2.27411571,1.1327,-22.02,9.0,100.0,642394.0,814.0
150.33277832,2.75013133,1.1336,-23.13,12.0,71.0,954095.0,1308.0
150.48428549,2.36285877,1.1348,-22.7,13.0,74.0,702995.0,1203.0
150.56896535,2.48833764,1.137,-23.1,9.0,61.0,784418.0,84.0
150.3128489,1.95293366,1.1374,-21.93,9.0,55.0,433309.0,575.0
150.14758446,2.13101214,1.1376,-23.45,11.0,55.0,548814.0,2268.0
149.61812566,1.95207384,1.1386,-22.2,8.0,50.0,432726.0,578.0
149.64623722,2.23354661,1.1389,-22.24,10.0,50.0,615130.0,577.0
150.56917409,2.44643145,1.1399,-23.35,9.0,55.0,757823.0,1816.0
149.64735502,2.44418236,1.1399,-23.39,8.0,54.0,755927.0,2110.0
150.56589042,2.49644973,1.1427,-23.89,8.0,77.0,790959.0,208.0
149.73990225,2.67908624,1.1432,-22.24,11.0,51.0,908772.0,1818.0
150.35420918,2.73763914,1.1435,-21.85,9.0,54.0,946255.0,819.0
150.38435612,1.94293712,1.1458,-22.66,10.0,77.0,427587.0,448.0
150.6829626,2.01576623,1.1461,-22.59,11.0,50.0,472551.0,1675.0
150.51761504,2.56556127,1.1465,-24.36,14.0,51.0,836995.0,87.0
150.55373576,2.53873654,1.1471,-24.11,10.0,92.0,818440.0,810.0
150.34986612,1.9954631999999999,1.1482,-22.1,8.0,64.0,459188.0,812.0
150.34445094,1.96479821,1.1488,-21.22,8.0,68.0,440206.0,188.0
150.35170416,2.5337776,1.149,-20.82,9.0,53.0,812943.0,1791.0
150.27655297,1.99101913,1.1492,-22.58,8.0,75.0,457640.0,2112.0
150.47118081,2.57529375,1.1501,-22.84,9.0,66.0,842227.0,986.0
150.52226772,2.56208311,1.1512,-20.98,9.0,75.0,832073.0,164.0
149.85892204,2.2262568,1.1514,-22.39,9.0,53.0,610805.0,2378.0
149.63994819,1.91578884,1.1516,-21.74,8.0,64.0,409950.0,2690.0
150.49198344,2.46719743,1.1524,-22.22,9.0,55.0,769959.0,2109.0
150.15827193,2.13636502,1.153,-22.84,12.0,54.0,552157.0,2582.0
150.28285417,2.04789493,1.1531,-22.41,8.0,50.0,491950.0,1678.0
150.59466576,2.5376327,1.1533,-23.26,8.0,63.0,818063.0,1671.0
149.82843633,2.72362092,1.1542,-22.53,9.0,54.0,937926.0,2454.0
150.18813807,2.48272648,1.1551,-23.49,8.0,53.0,780993.0,2102.0
150.31384266,1.97158753,1.1553,-22.1,9.0,52.0,444636.0,1334.0
150.53863137,2.55700406,1.1568,-22.0,8.0,57.0,829742.0,935.0
150.35276322,1.97946351,1.1568,-21.94,11.0,73.0,449455.0,190.0
150.52135889,2.53366725,1.157,-23.24,9.0,75.0,814872.0,2587.0
149.64484652,2.13555768,1.1571,-24.04,9.0,75.0,550467.0,2301.0
149.94078078,1.98434777,1.1584,-22.7,10.0,52.0,452656.0,2270.0
149.55362365,2.43383247,1.159,-22.7,10.0,64.0,748747.0,1677.0
150.35733968,2.0881503,1.1599,-23.89,14.0,70.0,519857.0,1076.0
150.52622278,2.1105392000000003,1.1599,-22.18,10.0,57.0,532406.0,1806.0
150.25043421,2.04966659,1.1602,-23.37,8.0,69.0,494056.0,2104.0
150.53879824,2.25063179,1.1616,-22.38,20.0,60.0,626985.0,1084.0
149.61811388,2.60688004,1.1624,-22.1,10.0,50.0,861509.0,1895.0
149.60342206,2.46613198,1.1638,-22.69,8.0,53.0,769982.0,2676.0
150.04847899,2.07685001,1.1644,-21.85,13.0,70.0,511030.0,193.0
150.34755287,1.92347037,1.1657,-21.59,8.0,75.0,414765.0,2580.0
150.36097761,1.95433704,1.1662,-23.58,15.0,64.0,435503.0,128.0
150.18335394,2.02662151,1.1667,-22.48,8.0,50.0,479596.0,813.0
150.35115761,1.9613238999999998,1.1678,-22.8,17.0,75.0,438656.0,57.0
150.37291764,2.20343068,1.1682,-23.3,11.0,57.0,595994.0,1679.0
150.20720324,1.75658866,1.1694,-21.91,9.0,53.0,309092.0,1831.0
149.64674839,2.12939025,1.1707,-21.54,10.0,78.0,545404.0,1891.0
149.62371875,1.99590586,1.1728,-20.45,9.0,68.0,458894.0,2513.0
150.38433374,1.9346806,1.1733,-22.33,8.0,80.0,421842.0,2206.0
150.04815097,2.46761249,1.1735,-22.59,9.0,52.0,771412.0,2103.0
150.11709287,2.00371869,1.1741,-22.31,18.0,54.0,465260.0,1277.0
150.35648534,1.93852025,1.1771,-21.29,10.0,83.0,424013.0,2195.0
150.12823932,1.85002039,1.1773,-21.42,8.0,72.0,368260.0,546.0
150.1038455,1.69117148,1.1784,-22.65,8.0,53.0,268988.0,2266.0
149.87392548,2.06088601,1.1803,-23.67,12.0,61.0,502608.0,1342.0
149.65025924,2.42982998,1.1808,-21.87,8.0,66.0,745874.0,2115.0
150.44765317,1.95054345,1.1821,-22.15,8.0,50.0,431912.0,2466.0
150.44547333,2.03352228,1.1829,-23.27,10.0,50.0,484285.0,349.0
150.07644226,1.87572395,1.1832,-22.56,12.0,55.0,385922.0,350.0
150.33046528,1.90208569,1.1833,-21.81,8.0,89.0,401588.0,2465.0
150.53496558,2.51766605,1.1840000000000002,-22.09,8.0,69.0,802579.0,2588.0
150.14924048,2.04534722,1.1843,-22.08,10.0,71.0,490901.0,1191.0
149.88871395,2.24433145,1.1844,-22.99,11.0,63.0,622927.0,1345.0
149.82073595,2.49632018,1.1849,-21.89,11.0,57.0,788622.0,428.0
149.83508263,2.67767531,1.1853,-22.83,8.0,53.0,909132.0,1332.0
150.11933263,2.02360229,1.1869,-21.66,8.0,64.0,476845.0,2116.0
150.34077244,1.96526989,1.1869,-22.66,14.0,56.0,440786.0,19.0
149.59498529,2.43892471,1.1872,-22.53,9.0,76.0,751329.0,430.0
149.85679795,2.20943195,1.1874,-20.79,8.0,73.0,598064.0,2616.0
150.19426403,1.78633665,1.1876,-23.21,10.0,69.0,328345.0,1327.0
150.57865027,1.95481158,1.1887,-22.36,9.0,68.0,434416.0,2114.0
150.45128444,1.91018654,1.1895,-23.87,13.0,50.0,407699.0,147.0
149.98610649,2.68575053,1.1897,-22.98,12.0,64.0,913748.0,1541.0
149.65277309,2.00377391,1.1899,-23.18,8.0,52.0,464952.0,2354.0
150.12317301,1.99741022,1.1903,-24.51,14.0,55.0,462521.0,77.0
150.37728999,1.91937144,1.1903,-22.5,8.0,53.0,412604.0,1542.0
149.59654198,1.95075771,1.1904,-22.08,13.0,68.0,431505.0,1335.0
149.63668527,2.34184113,1.1907,-22.79,9.0,75.0,687614.0,1537.0
150.31508737,1.97189479,1.1909999999999998,-22.0,10.0,79.0,444830.0,204.0
150.35326072,1.91879387,1.1917,-23.7,9.0,84.0,412858.0,1249.0
150.1058164,1.93927806,1.1928,-22.51,11.0,72.0,426143.0,1635.0
149.95653978,2.11220754,1.1937,-21.67,9.0,53.0,533161.0,2325.0
150.33318558,2.52871858,1.1946,-21.65,9.0,50.0,810095.0,602.0
149.64537651,2.11862141,1.1948,-22.58,12.0,65.0,537755.0,1315.0
150.07777001,2.03705546,1.1953,-23.69,16.0,62.0,486637.0,203.0
149.88993861,2.23740683,1.1955,-23.24,11.0,60.0,618604.0,1193.0
150.46909342,1.75849524,1.1955,-22.28,11.0,65.0,310210.0,1278.0
150.35713523,1.97334695,1.1957,-23.65,9.0,70.0,447792.0,1148.0
150.16685794,1.99139057,1.1961,-22.17,11.0,54.0,458400.0,1347.0
150.15047414,1.99640668,1.1962,-22.37,11.0,68.0,459712.0,174.0
149.89265042,2.26904484,1.1962,-23.34,8.0,71.0,639828.0,2250.0
150.25277768,2.07205035,1.1985,-22.05,9.0,82.0,507916.0,2168.0
150.31459489,2.28891826,1.2,-23.03,12.0,65.0,652572.0,1634.0
149.85154326,2.00131576,1.2014,-22.37,8.0,50.0,464297.0,2306.0
149.621163,2.09199185,1.2029,-24.17,9.0,60.0,522790.0,985.0
150.62402395,2.36385043,1.2036,-23.53,8.0,51.0,703914.0,1796.0
149.62123001,2.06608136,1.2044,-22.47,9.0,85.0,503869.0,1079.0
149.80622531,2.32174603,1.2048,-22.14,8.0,51.0,674905.0,1242.0
149.65450027,2.08071889,1.2048,-22.84,12.0,95.0,513886.0,366.0
150.00575778,2.65489865,1.2061,-23.0,10.0,57.0,894598.0,604.0
149.76657078,2.01945367,1.2062,-22.25,8.0,58.0,474460.0,1865.0
150.59895131,1.94147468,1.2066,-23.52,8.0,62.0,426303.0,2305.0
149.91909191,2.0597646000000003,1.2087,-22.91,10.0,61.0,500465.0,1205.0
150.41784831,2.55851659,1.2097,-23.26,8.0,56.0,831023.0,1491.0
149.75001255,2.00722503,1.2102,-23.07,14.0,78.0,467994.0,143.0
150.15708603,2.06684089,1.2116,-23.55,8.0,61.0,506684.0,2514.0
149.70603008,2.03974026,1.2128,-22.67,8.0,93.0,485557.0,1410.0
149.86439325,2.07374539,1.214,-22.74,13.0,52.0,509671.0,2427.0
150.26712049,2.46198845,1.2144,-23.34,10.0,58.0,767347.0,1257.0
150.44605913,1.80504436,1.2144,-22.29,8.0,81.0,340667.0,2174.0
149.82345028,2.02823822,1.2159,-23.3,8.0,70.0,480952.0,2180.0
149.71325443,1.93126871,1.216,-23.39,11.0,75.0,420570.0,1640.0
150.14135691,2.04561555,1.2166,-22.45,8.0,62.0,490835.0,2166.0
150.31241325,1.97430514,1.2167,-22.86,8.0,70.0,446854.0,1264.0
150.36086711,1.93151807,1.2167,-22.86,12.0,92.0,420536.0,1237.0
149.64414065,2.12539738,1.2167,-22.28,12.0,54.0,542677.0,1317.0
150.06544411,1.74596078,1.2168,-23.57,11.0,60.0,304234.0,1166.0
150.0155073,2.62142997,1.2174,-23.22,8.0,52.0,871413.0,1030.0
149.84662986,2.06557754,1.2178,-21.93,10.0,64.0,503969.0,1654.0
149.86927632,2.06560208,1.2181,-23.63,12.0,81.0,505112.0,1117.0
149.82242281,2.07152419,1.2184,-21.72,9.0,66.0,508933.0,2307.0
149.91036862,2.06716528,1.2187,-22.67,10.0,50.0,505180.0,1154.0
150.33450034,2.57300209,1.2189,-22.33,12.0,69.0,839620.0,1721.0
149.86617880000003,2.03687714,1.219,-21.0,10.0,66.0,484626.0,1118.0
149.81391946,2.10875263,1.2194,-21.29,11.0,59.0,530952.0,2674.0
149.6343312,2.07648002,1.2213,-22.26,11.0,94.0,510768.0,61.0
150.22630317,2.11318949,1.222,-23.56,12.0,67.0,535907.0,1266.0
149.75271004,1.9712116000000002,1.2222,-21.43,8.0,59.0,445296.0,2344.0
149.85279745,2.1247748,1.2222,-23.13,8.0,56.0,542444.0,436.0
149.74428825,1.99949307,1.2223,-22.71,10.0,90.0,462543.0,1206.0
150.05510635,1.73412444,1.2228,-22.67,14.0,65.0,295522.0,68.0
150.45984281,2.07169389,1.2229999999999999,-21.39,9.0,52.0,507972.0,1929.0
150.25159311,2.75425457,1.2232,-22.9,8.0,56.0,956039.0,2347.0
149.81664628,2.10034794,1.2233,-21.74,11.0,53.0,525849.0,437.0
149.73854505,2.02789779,1.2236,-22.26,8.0,69.0,479426.0,2518.0
149.69832141,2.0195228,1.2238,-21.9,12.0,77.0,474371.0,2302.0
