ra,dec,redshift,brightness,gal_id,cluster_id
150.06122326064738,2.459066457845285,0.2276,-20.533,765532.0,0.0
150.10764509650056,2.5259385284093634,0.2159,-13.356,807115.0,0.0
150.11812285763898,2.3524624333582977,0.2222,-18.546,695757.0,0.0
150.22143584486926,2.3898624185771973,0.2178,-15.7,719208.0,0.0
149.9962835692073,2.4359130540092395,0.2189,-18.916,745955.0,0.0
150.12260502786629,2.3501014069899875,0.218,-19.009,695775.0,0.0
150.20142926857514,2.391268679970925,0.223,-17.951,721470.0,0.0
150.0330121139764,2.4221700860469793,0.2309,-17.086,740632.0,0.0
150.03779219238362,2.570395006931354,0.2204,-16.59,837442.0,0.0
150.04276185399962,2.4590938193938547,0.2299,-18.410999999999998,764893.0,0.0
150.08158432608792,2.4447149203190977,0.2239,-15.852,754585.0,0.0
150.09556080729843,2.358031099595609,0.2191,-18.403,699986.0,0.0
150.10105208032067,2.624240619312267,0.2215,-14.327,871475.0,0.0
150.10854282994916,2.4605583178778287,0.2181,-17.971,765466.0,0.0
150.13342685593534,2.352287171701376,0.2164,-19.28,696150.0,0.0
150.2315457411299,2.536976606613403,0.2199,-19.616,816708.0,0.0
150.06377898335282,2.619284018664918,0.226,-14.175999999999998,868478.0,0.0
150.0876759645921,2.490566749331651,0.2308,-17.597,785545.0,0.0
150.1059509000777,2.443430113255564,0.2299,-18.772000000000002,754918.0,0.0
150.03031631656955,2.59381983042285,0.2168,-14.008,852432.0,0.0
150.03500098870703,2.4436543793999554,0.2299,-17.852,754366.0,0.0
150.05082665186873,2.486103665747259,0.2206,-18.486,782899.0,0.0
150.05523809526431,2.5984025183737085,0.2285,-13.602,855359.0,0.0
150.11902195265796,2.3816489804315917,0.221,-16.517,713753.0,0.0
150.16805768855752,2.558656804625034,0.2281,-15.669,829497.0,0.0
150.18964959926026,2.441939915861365,0.2232,-16.167,752922.0,0.0
150.23082629313012,2.416335017750511,0.2185,-14.783,735947.0,0.0
150.03240474402463,2.481207798776208,0.2282,-15.103,777966.0,0.0
150.03336435291763,2.448929249307228,0.2156,-21.241999999999997,756793.0,0.0
150.0935595147334,2.3606097972223203,0.22,-20.924,701184.0,0.0
150.1060356574894,2.5157719753585823,0.2204,-14.035,800329.0,0.0
150.13735023459117,2.6072552359657157,0.2181,-16.293,861621.0,0.0
150.15112874718625,2.483123490451244,0.2307,-15.2,779352.0,0.0
150.23604557705391,2.4741071989721517,0.2228,-16.233,774071.0,0.0
150.27479873928291,2.4640348794936147,0.2293,-13.944,766841.0,0.0
149.9935739240032,2.4980319597661413,0.2281,-15.020999999999999,788892.0,0.0
150.00617728252752,2.430994818910492,0.2251,-20.333,748063.0,0.0
150.02435018926442,2.609670374084021,0.2238,-14.56,862362.0,0.0
150.05769326429225,2.469591689925812,0.23,-17.656,771695.0,0.0
150.06799537006995,2.4125543632134256,0.2188,-19.947,735184.0,0.0
150.08087489158916,2.4933480685626472,0.2148,-16.938,788493.0,0.0
150.16826533132763,2.624942461991729,0.2187,-13.649000000000001,871877.0,0.0
150.16861306503574,2.4912604636710496,0.2283,-15.977,785093.0,0.0
150.17290960333202,2.474930186688536,0.23,-21.615,772385.0,0.0
150.17630054528627,2.485266326107606,0.2166,-14.559000000000001,780488.0,0.0
150.2130626198229,2.45778313525124,0.2262,-15.571,762709.0,0.0
149.99057791325097,2.4748924538445056,0.2284,-17.222,774681.0,0.0
150.01622594629112,2.4061327232267256,0.2168,-14.71,729037.0,0.0
150.03218574668801,2.4497347158635105,0.2289,-18.344,759160.0,0.0
150.04876565019626,2.5064304893233547,0.2168,-13.505999999999998,793912.0,0.0
150.05412373196756,2.4384979566251466,0.23,-19.697,752391.0,0.0
150.08561294260875,2.4009443763061387,0.2159,-18.741,727930.0,0.0
150.09221883388798,2.604121919593799,0.2306,-17.374000000000002,859865.0,0.0
150.10014629202146,2.440971543644203,0.2221,-13.950999999999999,751702.0,0.0
150.11694614168326,2.44137324812691,0.2299,-19.367,754912.0,0.0
150.1170405067626,2.5130811551975567,0.2305,-19.761,801263.0,0.0
150.12195082836396,2.349052699487164,0.22,-19.94,693164.0,0.0
150.1262489366511,2.3578491018170995,0.2151,-18.083,699238.0,0.0
150.1397409102822,2.492626474807735,0.2183,-17.334,786329.0,0.0
150.14898230113042,2.3940676373259704,0.2201,-16.570999999999998,724367.0,0.0
150.02692259845,2.465340086775584,0.2293,-18.574,768967.0,0.0
150.0382987675547,2.5558920329629777,0.226,-14.648,827210.0,0.0
150.0876909288949,2.3670962283448715,0.2192,-19.983,706407.0,0.0
150.0961147161673,2.561374725913244,0.2191,-14.693,830986.0,0.0
150.09722153656648,2.3802036328528944,0.2212,-15.34,712479.0,0.0
150.12380967074287,2.352732706884162,0.2168,-17.22,694967.0,0.0
150.23024092550574,2.5533063723363907,0.225,-14.582,825381.0,0.0
150.0294928575421,2.425810697769568,0.2177,-17.035999999999998,744731.0,0.0
150.0453122217991,2.4556635353834744,0.2191,-16.963,762254.0,0.0
150.06159471112895,2.4574470898948726,0.2156,-19.144000000000002,764098.0,0.0
150.07255354135012,2.4508011534391767,0.2181,-13.888,758327.0,0.0
150.0817130218256,2.3937004145977685,0.2201,-18.733,723557.0,0.0
150.08565453628637,2.413144713379692,0.22,-19.410999999999998,736074.0,0.0
150.10970491576666,2.440190212967377,0.2173,-16.455,752274.0,0.0
150.12353860855688,2.4242651375266804,0.2296,-21.796,740767.0,0.0
150.2007880518553,2.5289575653603107,0.218,-21.568,811558.0,0.0
150.2404048999309,2.4578991211951142,0.2258,-13.802999999999999,762757.0,0.0
150.25327329126978,2.4580947254273835,0.2264,-14.356,762995.0,0.0
150.04366974346502,2.511298522868928,0.2202,-15.564,798044.0,0.0
150.06716695700356,2.4626148239346835,0.2159,-15.543,766202.0,0.0
150.07767040962784,2.3713358134665317,0.2295,-19.805999999999997,709246.0,0.0
150.09439660043466,2.3829717522108083,0.2204,-18.095,716519.0,0.0
150.14035484346937,2.4189635263337834,0.2204,-20.53,740668.0,0.0
150.18276221611222,2.5837756677980392,0.2224,-14.36,845978.0,0.0
150.27591920182869,2.4519650839663742,0.22,-20.65,762134.0,0.0
150.00268770241252,2.476320878248864,0.2218,-15.714,775230.0,0.0
150.02424459811354,2.591898510311554,0.2249,-16.363,853130.0,0.0
150.02853088266545,2.4422060163164763,0.2298,-18.055,753552.0,0.0
150.03422464037212,2.5479739186049497,0.2158,-14.198,821932.0,0.0
150.03728153850045,2.445414747507911,0.2245,-20.698,757087.0,0.0
150.0521854418981,2.4637432677180047,0.2195,-14.626,766655.0,0.0
150.0526629897808,2.475861358151497,0.2248,-15.296,774894.0,0.0
150.09765670393344,2.532196355910088,0.23,-18.116,812831.0,0.0
150.11144487658268,2.4983180722061973,0.2177,-16.761,789669.0,0.0
150.1120062839095,2.3654323617893587,0.2299,-18.45,704484.0,0.0
150.12663522387746,2.3865928588278247,0.2287,-17.105,717559.0,0.0
150.12877687232663,2.6120890934264827,0.2153,-18.045,864981.0,0.0
150.18455149824004,2.5355132758371983,0.2156,-15.214,813816.0,0.0
150.21280771676027,2.4514714146503067,0.2286,-18.922,760693.0,0.0
150.23748590793562,2.5720055788962486,0.2179,-14.255999999999998,837953.0,0.0
149.99563287572053,2.4642184767098962,0.2231,-14.642000000000001,766976.0,0.0
150.0334809314572,2.43247620708701,0.2275,-14.158,746346.0,0.0
150.04115284298513,2.4302866259943103,0.218,-14.423,744885.0,0.0
150.06601280825217,2.3899289181323042,0.2181,-16.059,719572.0,0.0
150.08502187460815,2.6399261566702403,0.2264,-17.787,883346.0,0.0
150.09370389208402,2.5451625818800587,0.23,-19.828,822818.0,0.0
150.09437151948498,2.5415102170820387,0.2245,-13.604000000000001,817650.0,0.0
150.1004725017324,2.3948745507437783,0.2189,-17.268,723123.0,0.0
150.16339096840838,2.40661531390153,0.2291,-15.322000000000001,729782.0,0.0
150.22438088919813,2.3943019090109554,0.2229,-17.305,724478.0,0.0
150.02008832161454,2.535494888552185,0.2187,-17.044,814692.0,0.0
150.02451790520598,2.421082092830945,0.2296,-19.215999999999998,740455.0,0.0
150.05915896091884,2.3789436263056563,0.22,-17.863,713916.0,0.0
150.0818818183607,2.4155143508755845,0.2182,-16.654,735958.0,0.0
150.10840212812852,2.3891349489741875,0.2178,-13.995999999999999,718282.0,0.0
150.207058920364,2.4610507480929926,0.2212,-14.244000000000002,764822.0,0.0
150.25732236330754,2.5516484265876898,0.2184,-15.259,824533.0,0.0
150.01442013456068,2.4647259903739247,0.2269,-17.119,767890.0,0.0
150.0812258221491,2.3820132800972207,0.2246,-13.474,713472.0,0.0
150.0849354332837,2.3607420639202146,0.2147,-16.928,700347.0,0.0
150.10205809353403,2.3524993071985554,0.2155,-21.445,691819.0,0.0
150.14260419116866,2.4057482135839496,0.2298,-14.63,728802.0,0.0
149.98261059570015,2.5352623758148782,0.2196,-13.698,813465.0,0.0
150.0034994380732,2.5228478093099884,0.21899999999999997,-15.536,805302.0,0.0
150.07321376948454,2.4125744402513054,0.2175,-16.474,733693.0,0.0
150.09028278623518,2.3719206524018057,0.2197,-21.095,709844.0,0.0
150.09511974933588,2.4017688727233324,0.2281,-14.269,726276.0,0.0
150.10088142127267,2.391008974604212,0.228,-14.591,719479.0,0.0
150.11961981815452,2.3959417084047474,0.2228,-17.542,723294.0,0.0
150.12469100945512,2.3740978527394323,0.2164,-13.827,708202.0,0.0
150.140658522685,2.576636852065878,0.2287,-14.847000000000001,841329.0,0.0
150.25815306803128,2.569009631613693,0.21600000000000003,-14.79,836047.0,0.0
150.07741867856907,2.406092254355875,0.23,-18.212,730228.0,0.0
150.1120753185515,2.423841642190661,0.2299,-14.155999999999999,740589.0,0.0
149.99804530932448,2.464592819416523,0.22,-18.636,768924.0,0.0
149.9982129931562,2.488968926378185,0.2257,-16.482,783704.0,0.0
150.0313295328854,2.4488789826845134,0.2276,-15.408,757181.0,0.0
150.08446092724844,2.3879601757993907,0.2201,-20.311,718184.0,0.0
150.4865206289577,2.4525346256464657,0.2218,-14.792,759592.0,1.0
150.43822976129988,2.542955470859436,0.2158,-14.025,818697.0,1.0
150.55143504102776,2.4574833388068225,0.2138,-14.270999999999999,762565.0,1.0
150.36153512332226,2.5294838837013875,0.2153,-16.518,810353.0,1.0
150.37412312911738,2.574975076195031,0.2293,-17.953,841188.0,1.0
150.40198888093306,2.613433718534374,0.2178,-14.856,864792.0,1.0
150.50612961561782,2.5303771881764243,0.2192,-13.727,810144.0,1.0
150.52376940278901,2.486473425543152,0.2293,-19.226,784020.0,1.0
150.52566820981545,2.351994618307794,0.2134,-14.595,693471.0,1.0
150.31569920734552,2.453407274586817,0.2183,-13.859000000000002,759829.0,1.0
150.38316358699822,2.4601797058239296,0.228,-15.815999999999999,764670.0,1.0
150.39792689338452,2.470674066307006,0.23,-17.409000000000002,771904.0,1.0
150.40380976406655,2.5751225033177545,0.2295,-15.682,840630.0,1.0
150.44387464744082,2.4763974981360177,0.2295,-14.927999999999999,775015.0,1.0
150.53145699164142,2.4626703671963592,0.2303,-15.065999999999999,766209.0,1.0
150.35515202491268,2.4463058671307385,0.2147,-14.526,755208.0,1.0
150.47588966066527,2.323198977817645,0.228,-18.457,674760.0,1.0
150.5298961383004,2.4195232411377243,0.2293,-13.995999999999999,737683.0,1.0
150.53201414929612,2.4895044754030637,0.221,-19.007,784893.0,1.0
150.29533859025997,2.3791950272151565,0.2156,-15.168,711860.0,1.0
150.2955339157652,2.4003544617306556,0.2299,-18.23,726715.0,1.0
150.36577655325274,2.48093936579486,0.2243,-15.714,778023.0,1.0
150.44025650236603,2.507121822631604,0.2242,-14.401,794406.0,1.0
150.4838157668244,2.382864396542629,0.221,-17.169,714766.0,1.0
150.5496743983163,2.471902111427436,0.2208,-17.249000000000002,773787.0,1.0
150.27597839833078,2.447751272022881,0.22,-19.855999999999998,759327.0,1.0
150.30775766229823,2.5344466589601966,0.2174,-16.793,813871.0,1.0
150.35986044566184,2.352238023356481,0.2281,-17.362000000000002,694850.0,1.0
150.38014041935014,2.4847341831684613,0.2143,-13.954,780167.0,1.0
150.47837290114484,2.5530504942303343,0.2248,-14.092,825197.0,1.0
150.48275745676585,2.5998864490063065,0.22,-19.896,852870.0,1.0
150.48872993494575,2.491528311709605,0.2179,-14.367,784571.0,1.0
150.30305668544918,2.473020350824209,0.2245,-14.395999999999999,772718.0,1.0
150.38416329416847,2.4626933139590146,0.2295,-18.593,767404.0,1.0
150.38721597021126,2.363816316225065,0.2216,-16.673,701976.0,1.0
150.39638094697938,2.5152639307300966,0.22,-18.903,801600.0,1.0
150.41836035494413,2.5645769260067626,0.2246,-17.493,834513.0,1.0
150.41993566324678,2.4402529535481983,0.2296,-18.713,753524.0,1.0
150.4349091474691,2.4763114752295183,0.2266,-14.91,774791.0,1.0
150.46771863487166,2.437902870225675,0.23,-19.247,752266.0,1.0
150.49798216731185,2.566734825823612,0.2256,-18.003,835694.0,1.0
150.52836562435033,2.4763799483859708,0.2264,-14.759,775113.0,1.0
150.53816769947866,2.4299971347966363,0.2217,-15.425999999999998,744957.0,1.0
150.3021175657399,2.5159041017002477,0.2299,-18.736,801553.0,1.0
150.32528847462558,2.4673083416975525,0.2268,-15.145999999999999,769367.0,1.0
150.33716016162953,2.449926050552353,0.2239,-19.746,759895.0,1.0
150.3628166607151,2.4366932197393845,0.2177,-14.265,749183.0,1.0
150.36850427882268,2.4277434542772163,0.2183,-15.720999999999998,743879.0,1.0
150.39747839812873,2.419793403618576,0.2163,-16.002,738528.0,1.0
150.45465591810049,2.574024893715772,0.2178,-14.335,839374.0,1.0
150.53714864698912,2.4633636534516024,0.21899999999999997,-17.918,767829.0,1.0
150.53930827371406,2.437359788412265,0.2198,-17.043,749525.0,1.0
150.56622513882678,2.4726006895993957,0.2184,-16.269000000000002,773866.0,1.0
150.30154105735537,2.3968870180562254,0.2228,-17.748,724379.0,1.0
150.31172449708941,2.4965202747865307,0.2171,-17.062,788362.0,1.0
150.33800114674298,2.4320388999292746,0.2136,-15.706,746514.0,1.0
150.37425563339443,2.455064550006899,0.22,-17.276,762315.0,1.0
150.39683471568534,2.519101763969967,0.23,-21.686999999999998,805512.0,1.0
150.3972075575223,2.3963225849368683,0.2171,-14.610999999999999,722817.0,1.0
150.41045086191642,2.5384712825220017,0.2173,-14.55,815644.0,1.0
150.41447589149197,2.564304237863916,0.2295,-20.516,835661.0,1.0
150.45629801291898,2.5308067225499618,0.223,-14.363,810427.0,1.0
150.4628129292138,2.543421076277569,0.2164,-14.604000000000001,819329.0,1.0
150.49328320317494,2.5450917144313063,0.214,-14.905,820480.0,1.0
150.53120171115273,2.4084824230670265,0.2208,-15.442,730790.0,1.0
150.2872732589616,2.409741596262996,0.218,-16.277,731701.0,1.0
150.33136555215998,2.466204120195818,0.2192,-16.343,769236.0,1.0
150.34868192059966,2.5144572219898085,0.2299,-17.977,800451.0,1.0
150.3700755803376,2.4173073550829383,0.23,-19.848,739344.0,1.0
150.38267790679086,2.4527193244401277,0.215,-14.073,759400.0,1.0
150.39186221117149,2.593587786372656,0.2238,-14.527000000000001,852287.0,1.0
150.48167717271582,2.5091124648286933,0.2289,-13.854000000000001,795655.0,1.0
150.52592037688748,2.3877444340632112,0.2135,-15.905999999999999,717785.0,1.0
150.53059159708118,2.3614490221725544,0.2237,-14.007,699723.0,1.0
150.30217515536253,2.4462542619262795,0.2225,-16.292,756690.0,1.0
150.30687390161012,2.5469246701260246,0.2193,-15.203,821486.0,1.0
150.38835049145578,2.438859224985364,0.2236,-17.669,752002.0,1.0
150.44318024740974,2.3506874417530237,0.2167,-14.706,692834.0,1.0
150.49148613835104,2.395521241038409,0.22,-17.977,723540.0,1.0
150.33402920930388,2.4988505977044304,0.2272,-14.558,789216.0,1.0
150.34542418125218,2.384885962364601,0.2272,-17.393,716354.0,1.0
150.3677823762311,2.5692519331448858,0.2273,-16.18,836604.0,1.0
150.4264191760191,2.5632360058293497,0.2265,-21.575,831923.0,1.0
150.44402165777612,2.5916734543530953,0.2279,-14.478,851018.0,1.0
150.45031551946406,2.5130773915096896,0.2135,-16.03,799100.0,1.0
150.4922694029582,2.5812277844904257,0.23,-16.622,844917.0,1.0
150.30016749877228,2.535461303440887,0.2194,-14.259,813618.0,1.0
150.31457306123815,2.4626150827235938,0.2176,-14.220999999999998,765905.0,1.0
150.3464630073946,2.3690136380090743,0.22899999999999998,-14.145999999999999,704899.0,1.0
150.35937195275542,2.520340301458148,0.2136,-14.585999999999999,803693.0,1.0
150.38675601046876,2.4309979935428463,0.218,-14.418,745381.0,1.0
150.3948095594823,2.503618990198106,0.2175,-17.067,793029.0,1.0
150.40140130836784,2.439747045649821,0.23,-19.123,753408.0,1.0
150.41665686167,2.576083571260072,0.2163,-18.608,842877.0,1.0
150.42271209519092,2.53253647443653,0.23,-21.397,813160.0,1.0
150.45648837037982,2.4350143193562555,0.23,-18.57,749874.0,1.0
150.4607121216725,2.3786539970792213,0.23,-14.82,711346.0,1.0
150.46932250513564,2.3884894818131364,0.226,-15.049000000000001,718041.0,1.0
150.47704653974998,2.3295348500140887,0.22,-16.677,678651.0,1.0
150.31538440771573,2.4581285275026734,0.2283,-14.815,762938.0,1.0
150.3165249078846,2.4649350688720046,0.2283,-15.659,767698.0,1.0
150.32655784546517,2.5262924067389574,0.2151,-15.446,807675.0,1.0
150.32827532409274,2.45994717158103,0.2183,-14.842,764307.0,1.0
150.34689597693784,2.516436846930828,0.23,-19.430999999999997,803500.0,1.0
150.37028975442962,2.4656454152429075,0.2274,-17.067999999999998,768692.0,1.0
150.37213502762594,2.549010699915621,0.23,-19.668,825358.0,1.0
150.39099931051862,2.504778434636852,0.2151,-17.918,794040.0,1.0
150.40433471492105,2.541893553029824,0.2197,-16.192999999999998,818956.0,1.0
150.4421208998457,2.570530674097149,0.2293,-15.538,837396.0,1.0
150.3205750280901,2.429632676400906,0.2226,-15.217,744692.0,1.0
150.34454901056733,2.595663242188296,0.2299,-19.209,855954.0,1.0
150.35148586298675,2.37697817365287,0.2143,-14.189,710147.0,1.0
150.37622955425726,2.3157765309825757,0.2196,-14.677999999999999,668334.0,1.0
150.39087155031402,2.384526031551089,0.228,-15.179,715584.0,1.0
150.3917785780784,2.5096748611435427,0.23,-19.302,798318.0,1.0
150.40276393685232,2.594345127263144,0.2145,-16.003,853653.0,1.0
150.45898051551416,2.535129087038267,0.2138,-15.613,813774.0,1.0
150.4668121596176,2.4147838780046853,0.2173,-16.851,735656.0,1.0
150.4971307717023,2.3949578808737977,0.2149,-18.557000000000002,723315.0,1.0
150.5317996098954,2.4986029215171994,0.2249,-14.51,789132.0,1.0
150.53343529236278,2.5471952203795376,0.2199,-14.465,821483.0,1.0
150.31910687435132,2.505889744338343,0.2294,-18.514,794948.0,1.0
150.3793671394643,2.4336964216122605,0.2165,-15.505,747282.0,1.0
150.40849717731624,2.5713426200787155,0.23,-20.136,840550.0,1.0
150.43700878484302,2.437237969551408,0.2267,-14.634,749454.0,1.0
150.44434358681386,2.46312499432066,0.2185,-17.057000000000002,767557.0,1.0
150.44601215139392,2.419435612950232,0.2135,-18.767,739135.0,1.0
150.45869270128549,2.5607275858021183,0.23,-18.406,832133.0,1.0
150.46273666027088,2.580461865833416,0.2278,-16.27,844249.0,1.0
150.46794878765468,2.459836610988652,0.2284,-14.719000000000001,764399.0,1.0
150.50132783984301,2.4577299452698456,0.2261,-14.982000000000001,763640.0,1.0
150.51545880644028,2.365113535113334,0.2284,-17.202,703632.0,1.0
150.51998241142573,2.479502800664299,0.22,-19.098,779845.0,1.0
150.52704892765502,2.4889349213732888,0.2202,-19.95,786100.0,1.0
150.28422988935742,2.4672929947309683,0.2261,-16.986,769600.0,1.0
150.293581699954,2.544750668561692,0.23,-19.55,821848.0,1.0
150.33330295390513,2.56913484679383,0.2226,-16.105999999999998,836680.0,1.0
150.34934582264987,2.4748584004735203,0.217,-14.599,773890.0,1.0
150.3569101326888,2.5203150790727173,0.2134,-17.493,804678.0,1.0
150.3855788827418,2.540120017898213,0.22,-19.655,817702.0,1.0
150.38968640993613,2.5633838034498884,0.2166,-15.639000000000001,832682.0,1.0
150.39487830941607,2.497404723201333,0.2157,-15.227,788650.0,1.0
150.39833072474082,2.4792822509894705,0.2138,-15.115,777018.0,1.0
150.4133685626231,2.404804050797832,0.23,-20.695,730774.0,1.0
150.4177670633341,2.3949342530012547,0.22,-21.123,725044.0,1.0
150.42480389444282,2.5277211371146167,0.22,-17.683,809610.0,1.0
150.42663853950575,2.5949765752286567,0.23,-18.93,855595.0,1.0
150.4361857954103,2.605899696695573,0.2219,-14.394,859941.0,1.0
150.46710968902076,2.4399682554520576,0.23,-19.226,753529.0,1.0
150.47546210836182,2.5641215999227533,0.2147,-17.578,834695.0,1.0
150.52365123268444,2.452954942193709,0.2201,-17.035999999999998,760741.0,1.0
150.53497588451543,2.490996504333069,0.2225,-19.965,786780.0,1.0
150.55272960115468,2.5042109729000988,0.2285,-13.61,792618.0,1.0
150.3025724451671,2.5255033831086666,0.2256,-13.918,806819.0,1.0
150.32924710713237,2.4524322814637545,0.22699999999999998,-14.182,759159.0,1.0
150.33140811820533,2.5771987776172933,0.2178,-14.591,841584.0,1.0
150.365103722831,2.5356775118384145,0.2216,-17.717,816186.0,1.0
150.373170330132,2.5079317306046947,0.2162,-15.790999999999999,795259.0,1.0
150.39032788834967,2.5282126179229367,0.23,-20.487,811953.0,1.0
150.39188938925014,2.4202750507514055,0.2153,-14.754000000000001,738300.0,1.0
150.3957932774461,2.5202115923712363,0.2202,-16.866,804345.0,1.0
150.3998295300536,2.4792595065352785,0.2295,-17.577,777642.0,1.0
150.40002530668298,2.5067393324252443,0.23,-20.027,797198.0,1.0
150.4554708344701,2.37446136474876,0.2168,-14.065999999999999,708551.0,1.0
