ra,dec,redshift,brightness,richness,total_N,gal_id,cluster_id,cluster_redshift
150.34764542630828,2.0052743137720057,1.1054,-21.526999999999997,10.0,115.0,467420.0,37.0,1.1072
150.2873687737386,2.376204891356287,1.1056,-21.679000000000002,11.0,97.0,710349.0,38.0,1.1039
150.5391136137466,2.439956508727413,1.1059,-21.576999999999998,10.0,131.0,752283.0,39.0,1.1059
149.9503527242916,1.669822739560818,1.1062,-18.955,10.0,71.0,254049.0,929.0,1.0822
149.4430210092,2.3382140461390897,1.1064,-22.293000000000003,10.0,97.0,685657.0,40.0,1.1064
149.9368159870192,2.7713943761023656,1.1065,-19.354,8.0,57.0,965963.0,868.0,1.0847
149.66746769977863,1.9212201124383583,1.1066,-18.108,8.0,117.0,412428.0,940.0,1.0944
150.1056780450212,1.9297400559853504,1.1069,-20.811,13.0,95.0,418346.0,41.0,1.1069
150.06389093826934,2.6246099852564804,1.1073,-21.838,13.0,80.0,872988.0,42.0,1.096
149.87421900657338,2.5224554587339267,1.1083,-20.706,9.0,71.0,805278.0,43.0,1.1098
150.3925989461287,2.801790483785628,1.1083,-21.675,11.0,78.0,985379.0,44.0,1.11055
149.51295148161662,2.4067433761436345,1.1085,-20.64,11.0,98.0,730168.0,45.0,1.1092499999999998
149.6915009917731,2.3626914117121567,1.1091,-22.401,8.0,79.0,702978.0,46.0,1.1102
149.70334462202845,2.2301619827657144,1.1096,-18.529,10.0,124.0,611926.0,876.0,1.1179999999999999
149.49180264136714,2.66524748315581,1.1098,-20.904,9.0,81.0,899207.0,47.0,1.1128
150.50685045166568,2.4274509461594023,1.1099,-20.924,10.0,138.0,743958.0,48.0,1.1094
149.7032278642529,1.8804367896307173,1.1119,-21.265,10.0,104.0,388022.0,50.0,1.1116
149.45617263650925,1.7359759759046252,1.1119,-20.803,10.0,73.0,295880.0,49.0,1.1149
150.45507281266424,2.151926989358212,1.1121,-22.076,13.0,118.0,560029.0,52.0,1.1122
150.58139200934798,2.0995451939709917,1.1121,-21.118000000000002,9.0,94.0,525167.0,51.0,1.1144
150.49311423360075,2.366990015813664,1.1122,-19.17,10.0,108.0,703842.0,873.0,1.1165500000000002
149.87667479994502,2.7222027235076816,1.1127,-22.642,13.0,155.0,937062.0,53.0,1.1138
150.44700486651274,1.988992815419884,1.1129,-20.543000000000003,10.0,100.0,454841.0,54.0,1.1115499999999998
149.96818807321458,1.9574284935184911,1.113,-23.105,8.0,100.0,436675.0,55.0,1.1129
149.50796714627174,1.9284407109085309,1.1131,-23.2,9.0,106.0,418922.0,56.0,1.10935
150.35722399430242,2.5974977695342405,1.1133,-21.24,8.0,91.0,855428.0,58.0,1.1126
150.48540813194847,2.141496122187772,1.1133,-20.603,10.0,119.0,553898.0,57.0,1.1168
149.718759742251,2.0496443705322216,1.1134,-21.111,9.0,106.0,493303.0,59.0,1.1165500000000002
149.95530748026712,1.9171904762724208,1.1137,-20.677,9.0,87.0,410584.0,60.0,1.1151
150.2226779001333,1.7432792498919718,1.1138,-20.686,8.0,99.0,300996.0,61.0,1.1133
149.84945557310385,2.3166501999407174,1.1142,-18.837,12.0,169.0,669103.0,883.0,1.1342
149.52420194549296,1.9435030922502432,1.1145,-21.031999999999996,8.0,101.0,426797.0,62.0,1.1095
149.67987911550313,2.2041286122100328,1.1146,-21.576,9.0,138.0,594800.0,63.0,1.1133
149.48334154899644,2.4548244999011475,1.1147,-22.139,8.0,117.0,762143.0,64.0,1.1165
150.6665905875742,2.1741346436436797,1.1149,-21.305,10.0,93.0,575497.0,65.0,1.1179999999999999
150.00353891996238,2.2025545924159107,1.115,-20.662,8.0,105.0,593540.0,66.0,1.1145
150.7116353261755,2.4476946474511783,1.115,-20.671,8.0,73.0,756695.0,67.0,1.1119
149.9901071694666,1.7608146069520831,1.1154,-21.415,10.0,89.0,311363.0,68.0,1.1161
149.82295224833572,2.7305479982896506,1.1154,-20.658,12.0,123.0,941767.0,69.0,1.1134
149.7944444078663,2.287379202728772,1.1154,-21.901,17.0,175.0,651276.0,70.0,1.1169
150.64723718894297,2.281336076358202,1.1157,-21.165,10.0,95.0,646340.0,71.0,1.1156
150.32022472027427,1.8719984184447416,1.1158,-20.857,8.0,104.0,382114.0,72.0,1.119
149.58753867575368,2.6120393497575844,1.1159999999999999,-22.593000000000004,9.0,79.0,865361.0,73.0,1.1195
150.46297911688615,2.5948565351130317,1.1163,-22.755,9.0,102.0,854518.0,74.0,1.1179999999999999
149.8781217101193,2.7389345656442847,1.1165,-21.116999999999997,8.0,141.0,946323.0,75.0,1.1154
150.5341128072551,2.3269475068731507,1.1166,-20.659000000000002,11.0,137.0,677395.0,76.0,1.1142
150.6263979139409,2.339963623518526,1.1174,-20.844,9.0,121.0,685666.0,77.0,1.1172
149.69438291413627,2.3347432815851517,1.1175,-21.505,8.0,96.0,682899.0,78.0,1.11965
150.1396127239516,1.8226173709353155,1.1179,-20.585,9.0,116.0,352066.0,79.0,1.1178
149.86881838617774,2.2640673131837232,1.1181,-20.891,14.0,162.0,635180.0,80.0,1.1213
149.7533693939387,2.040313867164796,1.1181,-20.781999999999996,10.0,108.0,488085.0,81.0,1.1188
149.70302862964311,2.792084419521073,1.1185,-21.773000000000003,11.0,76.0,979633.0,82.0,1.1195
149.48733647794668,2.790262782217618,1.1185,-20.631,10.0,91.0,977919.0,83.0,1.124
150.20078524036504,1.9121735599085,1.1186,-21.209,8.0,105.0,407376.0,84.0,1.1178
150.5904389882941,2.6785008270625363,1.1189,-21.058000000000003,8.0,121.0,907988.0,85.0,1.1189
150.73979730899256,1.9393561704189768,1.119,-20.868000000000002,10.0,123.0,424260.0,86.0,1.119
150.72622483283916,2.312695626314868,1.1191,-20.849,10.0,137.0,667128.0,87.0,1.1205
149.58871241659108,2.649981827957189,1.1195,-21.756999999999998,8.0,91.0,889880.0,89.0,1.1234
149.45929180829043,2.5601830128395195,1.1195,-20.743000000000002,8.0,99.0,830865.0,88.0,1.119
149.488512025607,2.572648590546871,1.1198,-19.128,9.0,110.0,838707.0,948.0,1.09575
150.45449411812712,1.8597365120309857,1.1198,-21.18,8.0,82.0,373933.0,90.0,1.1189
150.34946844593168,1.9370744730385776,1.1203,-21.563000000000002,10.0,143.0,423073.0,91.0,1.1247
150.34394059994102,2.4360991159442604,1.1206,-21.62,12.0,85.0,750326.0,92.0,1.1206
149.87485497760738,2.410756332788108,1.121,-21.684,12.0,88.0,732875.0,93.0,1.12795
150.16196558600402,2.031692172714753,1.1217,-20.713,9.0,118.0,481934.0,94.0,1.12225
150.45385581937808,2.553947774703368,1.122,-22.058000000000003,8.0,116.0,827793.0,95.0,1.122
149.9060848556797,2.310963465021325,1.1221,-21.48,8.0,148.0,666185.0,96.0,1.12615
150.53489832859628,2.4009618784951443,1.1221,-23.281999999999996,9.0,145.0,728186.0,97.0,1.1225
150.07199316987715,2.1107751840489013,1.1223,-20.975,11.0,102.0,532099.0,98.0,1.1254
150.51208019263373,2.0337232925484083,1.1225,-22.191999999999997,9.0,96.0,483425.0,99.0,1.12645
150.11604706907127,2.6987544555083325,1.1226,-20.77,11.0,109.0,921373.0,100.0,1.1233
149.7090437542785,2.198676968083784,1.1228,-22.246,13.0,110.0,591818.0,101.0,1.1184500000000002
149.9936956733984,2.451978213168435,1.1232,-20.891,8.0,87.0,759541.0,102.0,1.1228
149.94308909179188,2.61327482528625,1.1236,-20.503,8.0,116.0,865146.0,103.0,1.12405
150.5555343060027,2.331705063923148,1.1238,-20.651,15.0,106.0,680857.0,104.0,1.1222500000000002
150.55510290905002,2.1794043287915064,1.1239,-21.995,8.0,117.0,578805.0,105.0,1.1265
150.56002159915968,1.9803310123392752,1.1241,-22.97,9.0,110.0,450872.0,106.0,1.12725
150.37408403688258,2.52077596958896,1.1242,-21.963,9.0,90.0,804198.0,107.0,1.11775
150.0825540843276,2.200263928099618,1.1249,-21.747,8.0,121.0,592671.0,108.0,1.1249
150.26868664540712,2.3427736734862523,1.1251,-22.404,11.0,115.0,688831.0,109.0,1.125
150.54189314790727,2.6717804951619017,1.1252,-20.502,10.0,115.0,903439.0,110.0,1.1252
150.19246247698518,2.168026599112331,1.1253,-21.184,12.0,132.0,570649.0,111.0,1.12865
150.73000475020245,1.963288348272557,1.1255,-21.701,8.0,118.0,439384.0,112.0,1.12615
150.4749459148718,1.8532135072043063,1.1256,-20.166,8.0,64.0,369478.0,879.0,1.126
150.14863284978537,2.528563696255372,1.1265,-20.590999999999998,8.0,104.0,809171.0,113.0,1.1276
149.49181612868333,2.059625548757213,1.1265,-20.596999999999998,10.0,104.0,499574.0,114.0,1.1313499999999999
150.59257452957158,2.6845517316429937,1.1267,-20.791,8.0,123.0,912272.0,115.0,1.1257
150.2359182415907,2.0926002082168287,1.127,-21.609,8.0,128.0,521200.0,116.0,1.1277499999999998
150.2768227986414,2.2756438720828576,1.1279,-22.679000000000002,13.0,119.0,643589.0,117.0,1.1306
150.2526081074385,2.7721455209393016,1.1284,-22.064,8.0,112.0,967197.0,118.0,1.12865
149.98200724595296,1.8921130865825648,1.1285,-20.523000000000003,8.0,81.0,394400.0,119.0,1.1304
150.3024072742876,2.290576176732523,1.1289,-21.233,12.0,132.0,652666.0,120.0,1.13145
150.7674583016705,1.9132046722443088,1.1292,-21.088,12.0,71.0,408721.0,121.0,1.1242
150.0812486083509,1.677752439837204,1.1295,-21.151,9.0,113.0,259279.0,122.0,1.1249
150.04761877388242,1.7994978961160606,1.1296,-21.116999999999997,9.0,102.0,336742.0,123.0,1.1327500000000001
150.52830035319917,2.3110853919745,1.1299,-22.487,11.0,144.0,666888.0,124.0,1.13525
150.17784710580818,2.0802308551130246,1.13,-21.061999999999998,8.0,134.0,514860.0,125.0,1.13095
150.15696602446042,1.6386421108811826,1.13,-20.711,9.0,83.0,235544.0,126.0,1.1279
150.6724779599818,2.2934244988170023,1.1302,-21.038,14.0,132.0,654167.0,127.0,1.13055
150.6098279819575,2.5245053357499416,1.1307,-21.105999999999998,9.0,132.0,807341.0,128.0,1.1313499999999999
150.27901232968776,2.1606642213591494,1.1308,-20.598000000000003,10.0,91.0,565496.0,129.0,1.1313
149.99022036395945,2.216784468283437,1.131,-20.811999999999998,10.0,109.0,603186.0,130.0,1.1321
149.50319764411037,2.5209941877388307,1.1314,-21.954,8.0,125.0,805108.0,131.0,1.1327
149.6813143109105,2.7880442954244327,1.1314,-20.543000000000003,8.0,84.0,976738.0,132.0,1.1311
150.5772237059392,2.1239415750492943,1.1316,-21.929000000000002,11.0,106.0,541263.0,133.0,1.133
149.42127249152833,2.1588246511079485,1.1318,-21.499000000000002,10.0,78.0,565192.0,134.0,1.1320000000000001
150.11617275135714,2.1611652855971517,1.1327,-21.565,16.0,145.0,566169.0,135.0,1.1326
150.70060147295325,2.7608208471009994,1.1327,-21.149,10.0,104.0,959739.0,136.0,1.134
149.53761913900718,2.078524767611805,1.1328,-20.884,16.0,113.0,512276.0,138.0,1.1332
149.49420367726998,2.5377290784018283,1.1328,-21.982,13.0,123.0,816255.0,137.0,1.1334
149.91366507322098,2.2224038251504377,1.1329,-21.228,8.0,112.0,607108.0,139.0,1.1323500000000002
150.3847614542615,1.8811539303277744,1.133,-20.849,9.0,92.0,387829.0,140.0,1.12935
150.11185292035773,2.0654011307236866,1.1334,-21.101,9.0,112.0,503354.0,141.0,1.13705
150.39110822494837,2.7443954879134798,1.1342,-20.785999999999998,8.0,138.0,949366.0,142.0,1.13475
150.22187634195515,2.14024543745074,1.1345,-20.863000000000003,9.0,108.0,551856.0,143.0,1.13395
150.09815873088468,1.6508659084351307,1.1349,-20.666999999999998,9.0,93.0,243196.0,144.0,1.13
150.48676168430447,2.5615215311870494,1.135,-20.515,11.0,160.0,831692.0,146.0,1.13625
150.57638563285317,2.426507694649028,1.135,-20.644000000000002,9.0,121.0,743009.0,147.0,1.1361
150.31766768786449,2.8122901121507904,1.135,-21.905,8.0,79.0,992113.0,145.0,1.1362
150.31474986560673,2.0730764706392493,1.1351,-21.915,8.0,105.0,509082.0,148.0,1.1383
150.5936818315042,1.9185986065179768,1.1352,-21.980999999999998,9.0,76.0,411891.0,149.0,1.13405
150.48251793497906,2.3963631699224868,1.1353,-20.741,8.0,120.0,723533.0,150.0,1.1348500000000001
149.97631211549134,2.095750920333168,1.1356,-21.793000000000003,9.0,102.0,522678.0,152.0,1.1359499999999998
150.03557455777604,1.7374774257929422,1.1356,-21.17,8.0,116.0,297055.0,151.0,1.1341
150.04832498274246,2.7603526922417,1.1357,-20.776999999999997,8.0,83.0,959234.0,153.0,1.1377
149.54160110955587,2.376866697666374,1.136,-21.881999999999998,8.0,90.0,711015.0,154.0,1.1388500000000001
150.29717901596638,2.2795618229050203,1.1361,-22.333000000000002,16.0,134.0,645832.0,155.0,1.1351499999999999
149.87983023746318,2.0793730937953208,1.1364,-20.548000000000002,9.0,112.0,512658.0,156.0,1.1389
150.30392523294984,1.8946619612569304,1.1365,-21.938000000000002,12.0,149.0,396399.0,157.0,1.1354
149.55709070385885,2.402543125045124,1.137,-21.303,10.0,88.0,727638.0,158.0,1.1387
149.4785495221051,1.8553614057571155,1.1371,-21.734,8.0,80.0,371957.0,159.0,1.13925
150.61496304441357,2.486352792157254,1.1372,-20.969,8.0,118.0,781954.0,160.0,1.1379000000000001
149.9866431891981,2.072555575843129,1.1372,-21.576999999999998,9.0,109.0,508739.0,161.0,1.1387
150.31284890244612,1.9529336550111425,1.1374,-21.935,12.0,169.0,433309.0,162.0,1.1392
149.44889710254049,2.415541236303215,1.1374,-20.605999999999998,8.0,105.0,736054.0,163.0,1.1365
149.6869688309533,1.9269500125612775,1.1375,-20.851999999999997,8.0,129.0,416823.0,164.0,1.1406
149.88632586803723,2.320672653374384,1.1376,-21.03,12.0,159.0,673271.0,165.0,1.1382
150.5278281033816,2.2795167680433015,1.1377,-21.266,9.0,130.0,645335.0,166.0,1.1398
150.281064913525,2.305210061875267,1.1381,-21.081999999999997,13.0,137.0,662525.0,167.0,1.1383
150.18781982269584,2.0176462534083885,1.1383,-20.65,12.0,107.0,472759.0,168.0,1.1394
150.60243491780912,2.159170149553576,1.1383,-21.024,11.0,106.0,565262.0,169.0,1.1367
149.5277244837902,1.7849844185240644,1.1384,-21.445,8.0,64.0,326850.0,170.0,1.1381999999999999
150.4238368159068,2.588707720985921,1.1385,-20.824,8.0,111.0,849734.0,171.0,1.1405
149.7002252776355,1.98029325237928,1.1392,-21.919,9.0,160.0,450265.0,172.0,1.1419000000000001
149.47864192155913,2.757857942084734,1.1394,-21.561999999999998,15.0,106.0,958434.0,173.0,1.13775
150.3724957307722,2.7154167376027947,1.1396,-20.67,9.0,130.0,932007.0,174.0,1.13825
150.46063045266231,1.7412488321920665,1.1397,-20.705,8.0,71.0,299070.0,175.0,1.1431
150.13615764757373,1.896520923159652,1.1404,-23.228,8.0,115.0,399113.0,176.0,1.1403
149.7589144940701,2.1532320435286625,1.1405,-21.035,10.0,107.0,561126.0,177.0,1.141
150.15018053228286,1.7264029683796722,1.1407,-20.851999999999997,10.0,117.0,290040.0,178.0,1.1401
149.7510896181517,2.080339565683831,1.1411,-21.56,11.0,105.0,514242.0,179.0,1.1425
150.47551527655918,2.3805716954315637,1.1411,-20.820999999999998,10.0,110.0,714763.0,180.0,1.1390500000000001
150.35290173884854,2.388966465876575,1.1411,-22.27,8.0,93.0,719719.0,181.0,1.1415
149.77435400051343,2.0978250900598256,1.1412,-21.458000000000002,9.0,106.0,524219.0,182.0,1.14115
150.3462845734527,2.690050668996176,1.1412,-20.565,9.0,123.0,915278.0,183.0,1.1416
149.99352452381538,2.2229656944311733,1.1414,-21.346999999999998,11.0,99.0,608003.0,184.0,1.1425
150.68034463170022,2.362766940215832,1.1416,-21.945999999999998,14.0,113.0,701663.0,185.0,1.1387
149.51075979270018,2.458365425535591,1.1417,-21.509,8.0,101.0,764110.0,186.0,1.1417
150.64196518989812,2.693392487049541,1.1419,-20.581,8.0,82.0,917818.0,187.0,1.1378499999999998
150.60590388926528,2.6063314578516934,1.1420000000000001,-20.721,8.0,115.0,860932.0,188.0,1.1407
149.66594354783447,2.7273994830572463,1.1422,-21.785999999999998,9.0,114.0,939790.0,189.0,1.1415000000000002
150.25528755530186,2.07308510396798,1.1424,-20.573,8.0,122.0,508140.0,190.0,1.14115
149.9761129549198,1.6755729545772642,1.1427,-21.78,10.0,86.0,258097.0,191.0,1.14205
150.13518955128612,2.446974292173428,1.1427,-20.969,8.0,92.0,756581.0,192.0,1.1422
149.85222361238263,2.7818596608787303,1.1428,-21.994,9.0,91.0,972958.0,193.0,1.1424
150.63798738459914,2.36114964568025,1.1429,-22.916,9.0,87.0,701050.0,194.0,1.1401
149.5622879409782,1.9582507410962502,1.1429,-21.23,9.0,108.0,436096.0,195.0,1.14425
149.52854603526356,1.6510894193641523,1.143,-21.4,8.0,83.0,243611.0,196.0,1.1398
150.21012935929926,1.7552332139562468,1.1434,-20.607,12.0,113.0,307484.0,197.0,1.1455
149.59714043532668,1.9680814045431496,1.1434,-20.78,11.0,111.0,442337.0,198.0,1.1441
149.55725393313108,2.531791013419559,1.1436,-21.252,9.0,92.0,812083.0,199.0,1.1417000000000002
149.89807711328623,2.386111166455002,1.1439,-20.697,8.0,114.0,716735.0,201.0,1.14115
150.35015354197475,2.0537512304591616,1.1439,-20.581999999999997,9.0,110.0,495213.0,200.0,1.1477
149.65338166665094,2.665613006851209,1.1441,-22.112,9.0,91.0,899602.0,202.0,1.1441
150.35881707136113,2.7621546188516275,1.1442,-20.818,11.0,145.0,960524.0,203.0,1.1429
149.98252332095444,1.7460154926579383,1.1444,-21.026999999999997,10.0,97.0,302038.0,204.0,1.1411
