,cluster_id,ra,dec,redshift,group,Ngal,type
0,243325,150.041038,1.679104,0.22,74,3,central
1,244682,149.468224,1.660186,0.6036,1656,5,central
5,248923,149.431513,1.660398,0.9849,5302,2,central
8,248984,149.596887,1.660786,0.8669,3845,3,central
11,249229,149.466702,1.660667,0.6359,1830,3,central
14,249412,149.633649,1.660999,0.6832,2237,2,central
36,250538,150.333574,1.663059,1.1175,6147,3,central
58,251829,150.003856,1.664961,1.0211,5661,3,central
59,251848,149.861656,1.663684,0.845,3577,2,central
64,252033,149.600935,1.665355,0.6715,2127,2,central
67,252138,150.222322,1.665346,1.1837,7094,3,central
80,253009,150.030615,1.663943,0.8702,3890,2,central
82,253047,149.416978,1.665116,0.6587,1891,2,central
119,254764,150.166316,1.666815,0.8012,3033,3,central
125,254996,149.980609,1.669272,0.8613,3780,3,central
126,255028,150.033201,1.667166,0.4298,682,5,central
140,255724,150.377376,1.668889,0.7,1940,19,central
143,255841,149.425995,1.668995,0.509,1135,5,central
145,255883,149.494737,1.671244,0.8694,3781,2,central
166,256698,149.697183,1.669657,0.79,2929,2,central
175,257188,149.614873,1.672223,0.5198,1206,4,central
176,257229,149.875597,1.671506,0.43,786,2,central
178,257311,149.820745,1.670895,0.8268,3219,6,central
191,257900,149.932486,1.674773,1.1655,6849,3,central
194,258097,149.976113,1.675573,1.1427,6439,4,central
195,258135,149.427052,1.672622,0.6376,1755,9,central
197,258266,150.273903,1.675361,0.7535,2775,2,central
199,258298,149.812809,1.674865,0.38,575,2,central
200,258299,149.628216,1.675709,1.139,6442,2,central
203,258335,149.494006,1.674534,0.6619,2000,2,central
210,258506,149.642702,1.674416,0.4785,1018,2,central
212,258541,149.804901,1.674825,0.9302,4517,2,central
218,258662,149.547135,1.674443,0.7634,2776,3,central
227,258881,149.672475,1.674679,0.5202,1208,3,central
240,259270,150.040629,1.674914,0.5209,1209,4,central
248,259565,149.460155,1.677265,1.1682,6877,2,central
253,259767,149.953293,1.67749,0.8497,3633,2,central
265,260308,149.662132,1.678425,1.1605,6741,2,central
273,260653,150.164905,1.677953,0.7136,2370,5,central
281,260858,149.952807,1.679283,0.8325,3220,3,central
291,261167,149.602772,1.679899,0.5894,1493,2,central
302,261465,150.267721,1.680161,0.2502,133,3,central
310,261628,150.006411,1.681174,1.0773,5990,2,central
324,261937,149.953316,1.682623,1.1951,7095,2,central
328,262004,149.428487,1.678099,0.3964,620,3,central
334,262085,150.314341,1.678838,0.5626,1352,4,central
345,262725,150.277007,1.682111,0.9833,5105,3,central
360,263121,150.026049,1.681372,0.3604,504,5,central
379,263972,149.570948,1.684319,0.4756,999,2,central
380,264015,149.92098,1.683865,0.7076,2465,2,central
412,265145,150.225756,1.686399,0.8257,3159,2,central
417,265325,150.286263,1.686933,1.1764,6963,2,central
418,265345,150.209903,1.684633,0.3092,284,3,central
419,265461,149.798859,1.685665,0.9536,4630,7,central
424,265583,149.781666,1.687283,0.6291,1806,2,central
425,265624,149.532287,1.687697,1.1113,6292,3,central
433,266004,149.513049,1.686939,0.8885,3961,2,central
442,266353,149.805867,1.687848,0.7471,2695,3,central
443,266391,150.011457,1.688004,0.8336,3430,2,central
450,266737,149.618741,1.688671,1.0907,6056,3,central
454,266825,149.531609,1.688799,1.1641,6742,2,central
455,266924,150.37013,1.687321,0.57,1378,3,central
463,267110,149.790127,1.688091,0.9814,5230,3,central
484,268161,149.888202,1.690174,0.622,1560,5,central
485,268210,149.716694,1.691027,0.9415,4688,3,central
492,268514,149.782016,1.69203,1.0939,6149,2,central
497,268701,150.345954,1.690846,0.5829,1492,2,central
504,268973,149.484231,1.691708,0.9638,5025,2,central
506,268995,150.121766,1.693122,1.1431,6682,2,central
510,269249,149.549239,1.704298,0.8955,4108,2,central
523,269633,149.928481,1.694011,0.9838,5231,3,central
537,270223,149.565937,1.692411,1.1502,6743,2,central
543,270428,149.885826,1.692551,0.6393,1831,6,central
545,270530,150.273832,1.693615,0.6053,1608,2,central
565,271142,150.140223,1.694782,0.5402,1290,2,central
583,271863,150.322583,1.696734,0.8869,3962,2,central
589,272100,150.22123,1.696498,1.1298,6497,2,central
594,272446,150.277084,1.697458,0.8904,4046,2,central
605,272714,149.746397,1.696983,0.5652,1379,2,central
625,273468,149.586568,1.696783,0.67,2001,5,central
628,273676,149.815287,1.697619,0.79,2930,2,central
636,274072,149.687662,1.698311,0.6804,2202,2,central
659,274840,149.507355,1.700619,0.7589,2777,2,central
662,274967,150.275655,1.699683,0.858,3713,3,central
672,275434,149.734285,1.702894,0.6632,2002,3,central
676,275692,149.996841,1.702558,1.1861,7029,2,central
697,276494,149.51169,1.704484,1.1904,6965,2,central
699,276582,149.531806,1.703967,0.5315,1239,2,central
703,276699,149.651616,1.705296,0.8019,3034,2,central
705,276732,149.673971,1.70398,0.24,134,2,central
715,276852,150.166388,1.704229,0.8955,4002,2,central
734,277680,150.248523,1.706667,1.1116,6293,2,central
735,277807,150.156767,1.704169,0.5139,1179,2,central
740,278056,149.672838,1.705123,0.3728,527,3,central
748,278297,149.71502,1.706414,0.6005,1562,2,central
751,278380,150.166583,1.706901,0.7549,2696,2,central
754,278488,149.578684,1.7077,1.1348,6443,2,central
759,278604,149.78375,1.705218,0.7275,2534,2,central
775,279240,150.259442,1.709394,0.9854,5303,2,central
782,279405,150.278223,1.70761,0.82,3109,2,central
788,279629,149.727811,1.708909,0.7483,2741,4,central
808,280649,149.780241,1.710506,0.7542,2742,2,central
818,280985,150.318871,1.7119,0.9481,4822,2,central
823,281193,149.500779,1.736199,0.9723,5107,2,central
833,281506,150.342753,1.712247,0.6813,2203,2,central
834,281531,149.724502,1.71155,0.6934,2319,2,central
838,281657,150.470368,1.712619,0.9489,4823,4,central
864,282831,149.906583,1.718944,0.4334,788,2,central
868,283079,150.276859,1.71604,0.9686,4960,2,central
872,283196,149.623947,1.72093,0.44,832,2,central
878,283365,150.425277,1.713035,0.9296,4453,2,central
880,283405,150.232055,1.712898,0.5034,1100,2,central
884,283456,149.625377,1.714357,0.7269,2574,3,central
887,283550,150.255214,1.714537,0.9237,4384,8,central
888,283652,150.059527,1.716424,0.931,4519,3,central
904,284382,150.407859,1.716177,0.845,3431,2,central
906,284424,149.641734,1.717111,0.67,2129,2,central
912,284659,150.084258,1.717761,1.1209,6335,4,central
913,284729,150.405047,1.716439,0.8235,3224,2,central
925,284940,150.147409,1.715066,0.7133,2501,23,central
931,285405,149.857325,1.719097,0.9349,4454,2,central
932,285437,150.083805,1.718418,1.152,6744,2,central
936,285647,149.804881,1.719373,0.8619,3783,2,central
938,285668,149.916784,1.719183,0.5702,1424,2,central
939,285680,149.818062,1.719186,0.7295,2573,3,central
943,285797,149.462225,1.718049,0.9035,4110,3,central
947,285915,149.884751,1.718072,0.6738,2101,3,central
949,285954,149.431086,1.717367,0.6399,1850,2,central
953,286194,150.042303,1.719096,0.596,1564,2,central
956,286414,150.054643,1.717601,0.5795,1467,4,central
973,287089,149.65774,1.719496,0.6387,1849,2,central
975,287114,150.385463,1.721009,0.9239,4455,4,central
976,287177,149.539076,1.722414,0.5003,1062,7,central
977,287257,149.814554,1.725327,0.5217,1212,4,central
978,287306,149.496025,1.719778,0.7612,2801,2,central
986,287592,150.111794,1.722657,1.0963,6113,2,central
992,287772,150.041637,1.721185,1.0546,5847,3,central
995,287941,149.958982,1.721542,0.54,1264,6,central
1002,288264,149.857213,1.722345,0.4252,768,2,central
1005,288434,150.431709,1.727005,0.6179,1702,2,central
1018,288928,149.431963,1.723835,0.6546,1941,9,central
1023,289195,150.236235,1.72391,1.1855,6966,2,central
1029,289670,150.002532,1.723653,0.6764,2102,6,central
1032,289790,149.730403,1.725533,0.954,4757,2,central
1048,290389,150.445973,1.725884,0.8573,3714,2,central
1055,290639,149.626136,1.726495,1.1146,6057,4,central
1059,290766,149.802047,1.725961,0.6675,1872,11,central
1064,290897,149.535561,1.724418,0.3908,598,6,central
1065,290907,150.292487,1.727121,0.4172,700,2,central
1074,291189,150.129282,1.725991,1.1906,7098,2,central
1080,291521,149.710978,1.728546,0.7869,2898,3,central
1085,291693,149.697194,1.728135,0.5639,1397,2,central
1088,291745,149.944669,1.727324,0.9505,4824,2,central
1094,291929,149.445002,1.729473,1.1593,6745,7,central
1097,292081,149.889869,1.729001,1.0996,6058,2,central
1100,292254,149.638245,1.736522,0.7306,2536,2,central
1132,293527,149.914083,1.73785,0.5444,1342,2,central
1144,293884,149.710441,1.729293,0.8407,3505,2,central
1151,294193,149.721657,1.738958,0.6396,1807,6,central
1156,294429,149.631067,1.732102,0.4958,1076,3,central
1160,294647,150.283462,1.730851,0.8748,3846,3,central
1162,294657,149.423163,1.730939,0.5901,1398,22,central
1164,294995,149.798901,1.731692,0.5603,1380,3,central
1184,295581,149.659469,1.734019,0.754,2743,2,central
1204,296316,150.118834,1.736478,1.0133,5662,2,central
1208,296417,149.743279,1.736024,0.7842,2868,2,central
1210,296508,150.209475,1.736258,0.8973,4111,2,central
1223,297022,150.177569,1.737437,1.1215,6392,2,central
1226,297066,149.67866,1.735212,0.7363,2603,2,central
1230,297176,150.440084,1.741459,0.9892,5165,5,central
1248,297877,149.923855,1.737882,0.8478,3637,3,central
1252,298010,150.072809,1.736127,0.84,3506,2,central
1264,298391,150.090765,1.739712,0.9576,4961,2,central
1267,298445,150.077963,1.739977,1.1732,6967,3,central
1281,298722,149.435023,1.757859,0.3197,285,2,central
1290,299109,150.208063,1.738012,0.8774,3934,2,central
1295,299267,150.232986,1.739565,0.9783,5164,8,central
1298,299278,149.506418,1.739098,0.45,875,2,central
1313,299774,149.776557,1.739216,0.4212,735,2,central
1324,300283,150.024852,1.740746,0.6059,1663,3,central
1325,300286,149.847717,1.739928,0.5237,1241,2,central
1335,300695,149.470175,1.743747,0.9746,5166,2,central
1337,300735,149.681977,1.741686,1.1099,6294,2,central
1338,300744,150.119709,1.743228,1.1922,7169,2,central
1344,301109,149.507159,1.741391,0.7288,2604,2,central
1351,301432,150.065087,1.741866,0.7206,2535,10,central
1352,301441,149.780928,1.741788,0.7342,2419,8,central
1359,301719,149.458792,1.752106,0.5737,1454,3,central
1368,302150,149.976106,1.744239,1.1436,6685,4,central
1373,302238,150.129071,1.745686,0.9742,5167,2,central
1380,302573,149.589191,1.743731,0.7048,2374,2,central
1384,302724,149.994134,1.74764,1.1163,6336,3,central
1396,303149,149.510656,1.744394,0.8048,3035,2,central
1418,304000,149.637314,1.74754,0.44,843,2,central
1426,304394,149.583274,1.750086,1.1585,6684,2,central
1428,304592,149.63621,1.747759,0.7904,2932,3,central
1444,305148,150.113568,1.750865,1.097,6151,2,central
1459,305769,150.080424,1.749117,0.529,1240,2,central
1460,305795,150.459183,1.749144,1.1852,7100,2,central
1461,305824,149.984226,1.750898,0.9443,4759,2,central
1464,305979,150.071344,1.751595,0.9837,5304,2,central
1465,306016,149.783584,1.751455,0.7505,2744,2,central
1470,306336,150.105053,1.75231,0.725,2575,4,central
1476,306524,150.040904,1.751123,0.419,621,16,central
1477,306627,150.431784,1.753125,0.3001,254,4,central
1479,306698,150.241871,1.750417,0.6193,1704,3,central
1484,306884,149.533708,1.751851,1.195,7099,2,central
1489,307132,150.247494,1.754408,1.1858,7030,3,central
1509,308395,149.721514,1.754222,0.5885,1494,3,central
1514,308784,150.025547,1.756857,1.0767,5922,2,central
1516,308819,150.440334,1.754848,0.9308,4524,3,central
1521,308976,149.451239,1.756755,1.147,6498,2,central
1526,309092,150.207203,1.756589,1.1694,6919,2,central
1527,309192,149.523616,1.758972,0.5609,1363,18,central
1528,309215,149.609027,1.756981,0.5284,1265,2,central
1529,309308,149.508414,1.758732,1.1239,6445,3,central
1533,309378,149.930276,1.757273,1.1429,6554,2,central
1537,309471,149.537893,1.757259,1.1374,6553,2,central
1563,310472,150.109387,1.757602,0.5229,1213,4,central
1568,310700,150.450635,1.759893,1.1252,6446,2,central
1577,311087,149.760868,1.760217,1.1157,6236,2,central
1589,311556,149.618472,1.761356,0.9888,5366,2,central
1603,312499,150.46181,1.760357,0.6699,2008,5,central
1605,312588,149.412099,1.761751,1.1504,6748,2,central
1607,312633,150.224944,1.760086,0.9828,5232,2,central
1621,313100,150.136424,1.763265,0.9797,5108,2,central
1629,313348,150.037403,1.761983,0.7048,2320,2,central
1630,313349,150.403431,1.761838,0.3572,447,3,central
1631,313376,150.243003,1.764757,0.921,4232,12,central
1632,313421,149.698466,1.762432,0.9891,5233,2,central
1637,313583,150.044389,1.76097,0.27,209,2,central
1641,313638,150.14528,1.764456,1.1876,7171,2,central
1662,314442,150.046515,1.764199,0.9283,4459,2,central
1680,315157,149.982769,1.765837,0.6824,2130,3,central
1684,315271,149.708471,1.764512,0.8898,4047,2,central
1698,315582,150.472155,1.766203,0.6272,1787,2,central
1711,316061,149.534295,1.767948,0.8687,3784,2,central
1724,316464,150.27817,1.766897,0.6665,2103,3,central
1740,317032,150.378985,1.767458,0.9209,4345,11,central
1760,317772,150.390295,1.76965,0.881,3963,2,central
1763,317825,150.144832,1.770832,0.717,2502,2,central
1770,318119,150.322025,1.769971,1.1744,6749,3,central
1778,318475,149.460521,1.771752,0.7909,2933,2,central
1781,318745,149.439233,1.769118,0.5333,1291,2,central
1788,319024,149.48391,1.772105,0.8869,4004,2,central
1790,319063,149.691922,1.770321,0.6681,1894,8,central
1795,319252,150.371918,1.780592,0.3124,275,6,central
1797,319321,149.582362,1.772043,0.7667,2802,3,central
1803,319727,150.020734,1.774517,0.8202,3225,2,central
1804,319748,149.662202,1.773569,0.7885,2934,2,central
1805,319769,150.339724,1.774291,0.9296,4525,2,central
1808,319924,149.816607,1.773511,0.7421,2669,2,central
1813,320077,150.22377,1.77417,0.9323,4526,2,central
1815,320096,149.848737,1.770317,0.7493,2698,3,central
1818,320211,150.176401,1.7724,0.388,634,2,central
1826,320410,150.050266,1.775626,1.0661,5788,3,central
1829,320509,149.567404,1.771372,0.5399,1266,3,central
1832,320597,149.503914,1.772229,0.4704,969,2,central
1839,320900,149.812441,1.774252,1.066,5892,2,central
1859,321604,149.772666,1.775175,0.5904,1426,8,central
1861,321770,149.494526,1.777141,0.9821,5234,2,central
1867,321951,150.089856,1.781532,1.121,6393,4,central
1872,322280,150.470293,1.777509,0.9515,4760,3,central
1873,322300,150.178212,1.776119,0.9632,5027,2,central
1894,322914,149.467348,1.778919,0.7362,2605,2,central
1905,323374,149.97154,1.779056,0.5197,1180,3,central
1914,323873,149.650545,1.77783,0.6701,2131,6,central
1917,324030,149.443529,1.780434,1.0133,5563,2,central
1919,324048,150.029612,1.778959,1.0707,5923,2,central
1926,324325,150.199586,1.781806,1.1692,6800,2,central
1929,324422,150.212838,1.779348,0.7098,2466,2,central
1930,324488,149.940545,1.78967,0.3783,448,13,central
1948,325211,149.670376,1.781017,0.9002,4048,2,central
1956,325780,149.452069,1.781423,1.1567,6799,2,central
1962,326072,149.471165,1.784061,0.8882,3965,3,central
1974,326554,149.445092,1.781689,0.4753,970,2,central
1979,326815,150.477337,1.783535,1.1608,6622,4,central
1995,327303,149.960531,1.782361,0.7289,2503,4,central
2011,328035,150.043717,1.783724,1.0428,5790,2,central
2015,328259,150.407766,1.787266,0.9768,5168,4,central
2026,328621,149.444839,1.784576,0.8538,3716,2,central
2038,329223,149.749698,1.785591,0.33,347,2,central
2046,329446,150.26053,1.789172,0.9479,4635,2,central
2050,329552,150.210406,1.791292,0.3,256,3,central
2053,329717,150.144246,1.789362,0.5442,1343,2,central
2057,329823,150.189228,1.786753,0.82,2996,5,central
2060,330011,150.421559,1.787907,1.0398,5741,3,central
2061,330043,150.264878,1.788919,0.6197,1757,2,central
2083,330812,149.477691,1.790391,0.7679,2825,3,central
2085,330833,149.758195,1.788367,0.4749,1001,2,central
2086,330857,150.189018,1.790932,1.0724,5953,2,central
2093,331082,149.472795,1.790121,1.0504,5818,2,central
2106,331577,149.934281,1.792333,0.9345,4634,2,central
2108,331689,150.082023,1.791333,0.7133,2421,3,central
2112,332060,149.468943,1.793189,0.6089,1705,2,central
2121,332310,150.304092,1.793895,0.9849,5306,2,central
2131,332847,149.650349,1.793916,1.0873,5991,2,central
2135,333011,150.386629,1.793117,0.9149,4346,3,central
2140,333163,150.373163,1.794494,0.8864,4005,3,central
2153,333690,149.607989,1.792008,0.4653,936,3,central
2158,333873,149.757486,1.798304,0.5643,1381,3,central
2162,334007,149.79559,1.795428,0.9785,5169,3,central
2174,334517,149.510233,1.795626,1.1864,7102,4,central
2181,334959,149.667605,1.794915,0.651,1896,2,central
2196,335537,150.423223,1.79777,0.9185,4388,3,central
2200,335946,149.949393,1.79858,0.6674,2104,4,central
2202,335962,149.896942,1.799136,1.0599,5893,2,central
2208,336154,149.57041,1.796207,0.6699,2133,2,central
2222,336642,149.856278,1.79933,0.89,3967,2,central
2224,336679,149.711185,1.800091,0.9495,4826,2,central
2228,337088,149.442152,1.798571,0.4593,920,3,central
2231,337227,149.798136,1.801079,0.6692,1808,11,central
2232,337228,150.413409,1.803438,0.7181,2538,4,central
2244,337813,149.987974,1.802702,0.8942,4112,2,central
2249,338046,149.899433,1.802255,1.002,5506,2,central
2251,338064,149.449277,1.800897,1.1197,6296,2,central
2280,339464,150.062179,1.801496,0.73,2607,5,central
2291,339877,150.436779,1.803469,0.8561,3718,23,central
2309,340468,150.403379,1.804529,0.8268,3285,2,central
2313,340616,150.210351,1.806864,0.8612,3785,2,central
2321,340868,149.649724,1.805997,0.9803,5238,2,central
2327,341050,149.75932,1.807179,0.889,4007,2,central
2335,341232,149.724442,1.806469,0.5995,1570,3,central
2338,341339,150.474042,1.807384,0.9502,4761,2,central
2339,341349,149.457918,1.805061,0.966,5028,5,central
2347,341502,150.17294,1.805738,1.1426,6557,9,central
2369,342396,149.508263,1.80725,0.3742,546,2,central
2383,342786,149.892348,1.808237,0.6094,1569,6,central
2386,342853,150.266766,1.80767,0.9934,5441,2,central
2390,343037,150.195632,1.809369,1.1177,6395,3,central
2397,343220,150.422027,1.809645,0.9714,5110,3,central
2400,343288,149.695598,1.810219,0.5754,1456,2,central
2404,343485,149.888339,1.809489,1.1349,6339,3,central
2408,343609,149.608194,1.811499,0.9609,4880,2,central
2410,343787,150.324412,1.811941,0.9174,4275,2,central
2412,343862,150.315705,1.811461,1.1305,6499,2,central
2413,343881,149.698617,1.809098,0.6028,1666,3,central
2414,343929,150.3678,1.812225,0.9485,4827,3,central
2417,344118,150.451496,1.810454,1.1143,6341,3,central
2420,344239,150.389662,1.812343,1.1847,7103,2,central
2424,344572,150.299909,1.811514,0.3851,600,2,central
2429,344723,150.091705,1.81281,1.1497,6686,2,central
2431,344875,150.428949,1.812845,1.1526,6753,3,central
2432,344901,150.07776,1.814662,0.9578,4828,6,central
2455,345695,149.834094,1.81427,0.6369,1834,2,central
2459,345843,150.201062,1.813107,1.1551,6801,6,central
2462,345922,149.979221,1.814325,0.839,3227,4,central
2471,346510,150.161293,1.814745,0.9873,5239,2,central
2475,346748,150.040329,1.816062,1.1289,6500,3,central
2477,346801,150.354578,1.816157,0.7995,3036,2,central
2485,347207,149.611832,1.814986,0.628,1758,2,central
2495,347641,149.485716,1.815699,0.5145,1181,2,central
2499,347805,149.54098,1.817529,0.9269,4460,2,central
2502,347949,149.587107,1.817586,0.7601,2780,3,central
2513,348419,150.210387,1.816487,0.5305,1101,37,central
2514,348421,149.943184,1.817124,0.5296,1268,3,central
2515,348423,149.949946,1.81903,1.0482,5819,2,central
2517,348529,149.525494,1.817348,0.4116,683,2,central
2528,348935,150.023845,1.825392,0.9742,5170,3,central
2529,348937,149.48624,1.817601,0.5678,1382,11,central
2543,349297,150.172891,1.81756,0.6885,2238,2,central
2557,349990,150.451028,1.818112,0.8204,3110,5,central
2564,350434,150.266938,1.820624,0.9236,4006,9,central
2573,350722,149.828248,1.822897,1.1125,6237,2,central
2575,350737,149.760514,1.821741,0.9735,5171,2,central
2582,351101,150.288896,1.821993,0.9758,5172,3,central
2583,351104,150.119113,1.819649,0.7423,2643,2,central
2590,351339,149.477413,1.8212,0.6363,1809,2,central
2597,351607,150.287228,1.824311,1.1899,6969,3,central
2601,351753,150.193838,1.820998,0.9133,4167,10,central
2623,353136,150.35733,1.825393,0.9808,5240,3,central
2631,353367,150.126251,1.825434,0.9398,4692,2,central
2634,353552,149.465704,1.826104,0.602,1613,3,central
2638,353772,150.13484,1.827696,1.1816,7032,2,central
2656,354528,149.718418,1.825411,0.8267,3228,3,central
2671,355493,150.073401,1.830011,1.1119,6297,2,central
2672,355536,149.808238,1.828868,0.9379,4697,2,central
2673,355609,149.994395,1.839876,0.5983,1612,2,central
2675,355631,149.470868,1.828045,0.4916,1064,3,central
2697,357019,149.799045,1.830823,0.8313,3355,2,central
2708,357503,150.273803,1.840863,0.25,143,3,central
2718,357933,149.917566,1.83124,0.5296,1269,3,central
2723,358144,149.820297,1.833686,1.0119,5510,2,central
2725,358185,150.372912,1.833936,1.0743,5954,2,central
2733,358577,149.474646,1.831425,0.5888,1520,3,central
2734,358584,149.746488,1.83199,0.6797,2205,4,central
2735,358610,149.714004,1.833446,0.67,1900,25,central
2745,358818,150.342555,1.835199,0.9716,5111,2,central
2752,359045,150.474663,1.836397,1.0443,5791,2,central
2759,359337,149.59952,1.832627,0.3904,636,2,central
2779,360064,149.725899,1.836485,0.9881,4882,6,central
2789,360439,150.366051,1.838524,1.1565,6802,2,central
2790,360442,150.096302,1.837425,1.1477,6754,2,central
2794,360577,150.402413,1.838501,1.1252,6298,2,central
2818,361526,150.030168,1.837485,1.0042,5507,7,central
2819,361549,149.861224,1.838687,0.4403,846,3,central
2820,361589,149.41341,1.841343,0.4693,971,5,central
2822,361628,150.198621,1.83978,0.8702,3721,6,central
2842,362177,150.093739,1.839758,1.1723,6920,2,central
2846,362382,150.34761,1.841135,0.931,4529,7,central
2859,362800,149.833887,1.841672,0.7535,2745,2,central
2871,363069,150.321637,1.841204,0.87,3892,2,central
2874,363078,149.440836,1.842422,1.1849,7106,2,central
2878,363148,150.143787,1.841922,1.0052,5564,2,central
2880,363232,149.898083,1.841903,0.9163,4348,3,central
2890,363580,150.150598,1.842641,0.9337,4462,2,central
2892,363679,150.27082,1.840738,0.231,114,2,central
2895,363771,150.116734,1.842195,1.1844,6921,7,central
2904,364036,150.267136,1.84247,0.6026,1669,3,central
2914,364309,150.143375,1.843205,0.9501,4830,6,central
2917,364533,150.10934,1.841619,0.6721,2106,2,central
2935,365593,149.821112,1.845316,1.1262,6342,2,central
2936,365613,150.162755,1.845933,0.847,3510,2,central
2937,365638,150.37736,1.844124,1.05,5766,2,central
2945,366044,149.579078,1.846406,1.1534,6448,16,central
2954,366344,150.254605,1.848121,1.1301,6501,4,central
2960,366490,149.466266,1.846175,1.0116,5509,6,central
2967,366855,149.977256,1.848038,1.0199,5665,2,central
2972,366910,150.344652,1.848534,1.189,7107,3,central
2988,367491,149.439068,1.846662,0.6312,1811,5,central
2996,367703,149.575234,1.852338,0.25,144,2,central
3005,367837,149.430724,1.848433,0.9144,4169,5,central
3019,368187,150.427937,1.848222,0.5744,1429,2,central
3028,368347,149.462148,1.851026,0.3084,276,2,central
3047,368816,149.914751,1.848337,0.5677,1427,2,central
3055,369010,150.393123,1.849027,0.8304,3079,8,central
3069,369395,150.013101,1.85761,0.7128,2467,3,central
3076,369524,149.498011,1.849264,0.23,115,3,central
3086,369844,150.209024,1.852853,0.9709,5030,4,central
3097,370229,150.288189,1.852696,0.9748,5174,3,central
3099,370294,149.86867,1.853721,0.9388,4530,2,central
3124,370836,149.544287,1.853058,0.4407,847,2,central
3129,370883,150.426168,1.85492,0.9863,4168,48,central
3130,370904,149.465702,1.853511,0.4601,921,2,central
3135,371152,150.022178,1.855043,0.9656,5029,2,central
3141,371297,150.297293,1.855262,0.7842,2899,3,central
3142,371300,150.185132,1.856752,0.16,22,6,central
3149,371483,150.267256,1.855675,0.9572,4884,2,central
3166,371957,149.47855,1.855361,1.1371,6558,2,central
3175,372161,149.966013,1.855617,0.9267,4392,2,central
3179,372317,150.149518,1.856263,0.6791,2206,3,central
3197,372777,150.467677,1.855595,0.9304,4531,6,central
3204,372994,149.418126,1.857,0.8335,3436,2,central
3227,373551,149.41742,1.856413,0.6131,1731,2,central
3230,373747,149.946176,1.858094,0.9521,4831,2,central
3234,373831,150.136157,1.861287,0.5202,1103,48,central
3248,374085,149.522085,1.859729,0.9708,5112,2,central
3254,374328,150.316987,1.860431,0.9853,5307,2,central
3263,374477,149.616434,1.861091,1.0682,5894,3,central
3264,374482,149.890187,1.859295,0.9391,4698,3,central
3268,374625,150.205283,1.857809,0.33,349,4,central
3270,374754,149.943544,1.861688,0.5682,1402,5,central
3271,374758,149.484317,1.860265,0.759,2804,2,central
3284,375232,149.988801,1.859463,0.8326,3288,3,central
3285,375295,150.099385,1.860104,1.1537,6559,5,central
3287,375390,149.610984,1.859656,1.1062,6238,3,central
3305,375940,150.032851,1.860365,1.0527,5792,2,central
3310,376019,150.236788,1.862531,0.9543,4763,2,central
3316,376156,150.430332,1.861389,0.8365,3289,5,central
3340,376957,149.784678,1.862859,1.0095,5619,2,central
3347,377225,149.689797,1.862044,0.919,4391,2,central
3362,377745,150.274555,1.862722,0.84,3356,5,central
3379,378463,149.475376,1.865142,0.3752,551,5,central
3383,378577,149.729713,1.865241,0.3444,414,2,central
3384,378595,150.341494,1.864396,0.985,5173,4,central
3389,378824,150.032243,1.864978,1.0153,5512,7,central
3394,378923,149.412151,1.863714,0.5853,1499,2,central
3395,378994,149.675799,1.86687,0.9799,5242,2,central
3405,379256,150.031282,1.866464,0.4435,877,2,central
3440,380799,150.314734,1.869092,1.1715,6922,2,central
3450,381149,150.017005,1.8686,0.477,1003,2,central
3455,381405,150.264676,1.869734,0.5628,1401,2,central
3460,381655,150.033572,1.869609,0.43,793,3,central
3461,381659,150.388439,1.871333,1.0993,6195,2,central
3470,382048,150.422766,1.871381,0.8033,2998,2,central
3471,382060,150.383982,1.869985,0.9259,4464,3,central
3472,382099,149.585762,1.869342,0.6573,1899,6,central
3478,382254,149.925123,1.870385,0.9944,5442,3,central
3482,382334,150.093843,1.871299,0.8111,3111,2,central
3484,382359,150.142036,1.870752,0.9333,4533,2,central
3501,382969,150.393621,1.873266,0.8513,3512,2,central
3508,383183,150.291791,1.874239,1.1489,6755,2,central
3509,383201,150.27535,1.870629,0.27,202,3,central
3513,383297,149.565429,1.87159,0.411,708,3,central
3514,383303,149.528362,1.871979,0.6667,2009,6,central
3520,383487,149.921518,1.874291,1.1904,7175,2,central
3528,383723,149.516707,1.873198,0.5606,1364,2,central
3540,384290,150.043479,1.874286,1.1375,6624,2,central
3546,384489,149.964452,1.875428,0.4993,1106,2,central
3558,385088,149.634553,1.875218,0.6868,2136,3,central
3573,385505,150.227216,1.873629,0.4401,848,2,central
3589,386090,149.691633,1.877808,1.1572,6803,2,central
3592,386163,149.811757,1.877748,0.9398,4532,6,central
3620,386813,149.417059,1.876078,0.9185,4277,8,central
3625,386942,149.753515,1.878057,1.1241,6451,2,central
3630,387097,150.174141,1.879579,1.1231,6300,2,central
3643,387681,149.80539,1.877683,0.9878,5176,4,central
3658,388077,149.504313,1.878375,0.6519,1875,2,central
3673,388514,150.305417,1.879568,0.8632,3722,5,central
3675,388602,150.423422,1.883046,0.9084,4235,2,central
3682,388850,149.585284,1.881738,0.7051,2376,3,central
3692,389189,150.236355,1.883139,1.0816,5993,2,central
3697,389267,149.446683,1.880379,1.1397,6625,4,central
3700,389321,149.667669,1.882788,0.8982,4114,2,central
3703,389394,150.136761,1.8805,0.8278,3039,14,central
3724,389926,149.646504,1.883492,0.9122,4236,2,central
3725,389934,149.522861,1.883365,0.43,707,8,central
3729,390005,149.674181,1.882069,0.6581,1946,2,central
