,cluster_id,ra,dec,redshift,group,Ngal,type
38529,687038,150.5273,2.339872,0.7938,2959,2,central
38538,687399,150.071504,2.341713,0.9038,4200,2,central
38542,687484,150.608062,2.339999,0.9817,5266,3,central
38545,687565,149.475139,2.33909,0.4001,665,2,central
38553,687873,149.9189,2.340071,0.4997,1029,8,central
38556,687997,150.352808,2.341586,0.7134,2515,3,central
38568,688626,149.764404,2.340083,0.8148,3192,2,central
38576,689082,150.265145,2.343805,0.8413,3469,6,central
38578,689196,150.400917,2.340553,0.5275,1255,2,central
38579,689290,150.254278,2.343488,0.5649,1411,2,central
38582,689581,149.982925,2.343974,0.5983,1635,2,central
38584,689678,150.161846,2.340958,0.6805,2161,13,central
38587,689999,149.952641,2.341852,0.9989,5398,2,central
38592,690316,149.648337,2.341406,0.9919,5335,6,central
38601,690630,150.421119,2.344042,0.4788,1027,2,central
38604,690787,149.784561,2.346453,0.9988,5536,2,central
38606,690980,150.539087,2.34778,0.14,20,3,central
38608,691005,150.669088,2.346341,0.9661,4993,3,central
38609,691096,149.465383,2.346572,1.0661,5936,2,central
38610,691183,149.702708,2.346987,0.9629,5070,2,central
38617,691417,150.594884,2.347471,1.1108,6261,2,central
38619,691473,149.730861,2.343701,0.3799,611,2,central
38620,691510,150.668582,2.347374,1.0001,5537,3,central
38625,691754,150.716021,2.346683,0.899,4199,2,central
38633,692083,150.103515,2.346133,1.0126,5677,2,central
38634,692112,149.605051,2.348431,0.986,5333,2,central
38638,692204,150.00492,2.34482,0.4149,739,2,central
38640,692400,150.70824,2.34825,1.0774,6010,3,central
38644,692737,150.38745,2.348219,0.5969,1594,3,central
38649,692991,150.003891,2.348641,0.6757,2162,4,central
38662,693657,149.84644,2.35003,1.0125,5591,3,central
38667,693898,150.676493,2.349575,0.7222,2482,4,central
38669,694072,149.558729,2.348264,0.7918,2912,3,central
38671,694188,149.467407,2.349269,0.4445,884,2,central
38675,694527,150.2506,2.351269,0.743,2715,2,central
38677,694585,150.265451,2.351444,0.8802,3979,2,central
38680,694821,149.721142,2.351254,0.9235,4428,2,central
38691,695407,149.543133,2.352068,0.4965,1086,2,central
38696,695724,150.280284,2.351674,0.6708,2064,5,central
38711,696247,149.582242,2.345036,0.3437,425,2,central
38725,696877,150.427705,2.352586,0.93,4587,5,central
38733,697547,149.94346,2.355982,1.1532,6824,2,central
38737,697642,149.79538,2.355481,0.9603,4994,2,central
38740,697810,149.604211,2.357029,0.9503,4727,3,central
38743,697998,150.209619,2.355265,0.1903,58,2,central
38744,698006,150.638858,2.354892,0.8545,3678,4,central
38750,698535,150.4725,2.354031,0.8159,3195,2,central
38758,699500,150.051779,2.356095,0.7746,2859,2,central
38763,699797,149.492027,2.359243,0.9484,4726,2,central
38767,699990,150.738916,2.359529,0.8237,3329,3,central
38768,700004,150.45064,2.35898,1.1593,6866,2,central
38769,700005,149.484435,2.359636,1.0946,6174,2,central
38770,700093,150.161792,2.358482,0.9584,4932,2,central
38775,700379,149.712154,2.359063,0.6162,1738,2,central
38776,700532,150.355551,2.359554,0.3705,565,2,central
38777,700626,150.327814,2.360761,1.0864,6012,3,central
38783,700735,150.352842,2.359811,0.8488,3608,2,central
38785,700783,150.489669,2.357917,0.7043,2445,3,central
38791,701013,150.238886,2.358991,0.3301,384,2,central
38796,701154,150.558541,2.362172,0.9237,4491,2,central
38799,701264,150.174727,2.360763,0.9002,4201,2,central
38800,701308,150.069105,2.359915,0.4313,806,2,central
38802,701478,150.435675,2.361926,0.8901,4083,2,central
38818,702316,150.391756,2.361033,0.6998,2288,11,central
38819,702375,150.575245,2.363258,0.796,3015,2,central
38826,702843,150.566684,2.363471,1.1538,6825,3,central
38829,702999,150.629994,2.364364,0.9904,5336,2,central
38834,703386,149.959978,2.362801,0.837,3327,8,central
38838,703566,150.705285,2.364335,0.4855,1052,3,central
38841,703701,149.458927,2.363715,0.6102,1717,2,central
38857,704580,149.830669,2.3708,0.6648,1973,3,central
38859,704653,150.539502,2.3642,0.28,229,2,central
38860,704690,149.941037,2.365247,0.32,332,2,central
38861,704691,149.471314,2.365574,0.8427,3607,2,central
38869,705359,150.271349,2.368074,1.0867,6085,2,central
38873,705628,150.456064,2.365279,0.3151,296,4,central
38877,706011,150.641386,2.368131,1.1294,6475,3,central
38880,706111,150.237378,2.365816,0.4764,1009,2,central
38886,706343,149.907951,2.368884,0.8077,3132,3,central
38891,706681,150.593529,2.368726,1.0028,5474,2,central
38893,706796,150.276112,2.368755,0.4501,896,2,central
38896,706850,149.931017,2.370359,0.928,4493,2,central
38905,707396,149.638023,2.368984,0.4214,756,4,central
38906,707397,149.580576,2.378195,0.54,1256,4,central
38910,707682,150.450875,2.369241,0.9907,5401,2,central
38912,707887,150.072391,2.36793,0.3499,385,14,central
38914,707905,149.657969,2.370765,0.5837,1462,4,central
38922,708390,150.665039,2.370133,0.3939,654,2,central
38926,708928,149.906801,2.37208,0.4654,945,2,central
38931,709231,150.60588,2.37287,0.9547,4933,4,central
38939,709674,149.482547,2.374673,0.9955,5475,2,central
38940,709749,149.602754,2.373342,0.9593,4934,2,central
38941,709835,149.680865,2.371629,1.0206,5400,6,central
38947,710052,149.794946,2.37457,0.9916,5402,2,central
38948,710136,149.511436,2.374949,0.9998,5399,3,central
38967,711108,150.647792,2.377226,1.07,5870,3,central
38972,711413,150.547113,2.37391,0.2191,98,2,central
38974,711485,149.658191,2.377065,0.7803,2840,2,central
38978,711814,149.42697,2.379828,0.47,982,2,central
38984,712144,149.914534,2.379657,1.0123,5593,4,central
38990,712361,150.616005,2.377815,0.9351,4665,2,central
38992,712464,149.556071,2.378845,1.1461,6598,3,central
38998,712940,150.090953,2.391226,0.21,66,66,central
39005,713453,150.61931,2.378601,0.8869,3981,5,central
39007,713613,150.662421,2.380394,0.9876,5203,9,central
39010,713752,150.274619,2.379242,0.3794,612,2,central
39012,713812,149.490842,2.379088,0.6704,2163,2,central
39014,714039,150.259075,2.379965,0.8546,3609,5,central
39016,714360,149.635087,2.378652,0.8638,3875,2,central
39017,714439,150.115043,2.380969,1.1135,6315,2,central
39021,714643,149.549433,2.381839,0.9482,4728,2,central
39027,715012,149.535371,2.380896,0.8315,3254,2,central
39029,715245,150.639267,2.382612,1.1371,6600,2,central
39032,715344,149.642185,2.379964,0.3183,333,2,central
39034,715510,150.492052,2.382547,0.818,3197,2,central
39040,715754,150.597278,2.381942,0.855,3754,2,central
39047,716229,150.690093,2.380984,0.5167,1194,3,central
39059,717223,150.296381,2.383209,0.7402,2591,5,central
39060,717285,150.593936,2.384129,0.2695,184,2,central
39068,717783,150.535007,2.382961,0.4536,897,3,central
39073,717979,149.929144,2.385289,0.3583,492,2,central
39074,718052,149.684908,2.385377,0.8122,3016,5,central
39075,718098,149.896429,2.38682,1.0839,5972,2,central
39083,718717,149.952955,2.38639,0.9393,4490,20,central
39086,718977,150.53427,2.385913,0.8819,3980,3,central
39089,719361,150.689415,2.386888,0.3587,518,2,central
39103,719972,150.094605,2.386821,0.5204,1193,2,central
39104,720139,149.824882,2.388461,0.9337,4666,2,central
39111,720324,150.56931,2.407118,0.8238,3256,5,central
39112,720514,150.397689,2.391481,1.017,5594,3,central
39113,720763,149.944381,2.391917,0.7539,2789,2,central
39115,720791,149.524949,2.390311,0.939,4729,3,central
39116,720838,149.588698,2.390914,0.9242,4429,2,central
39118,720894,150.489109,2.388881,0.4161,740,2,central
39119,720896,150.566882,2.398916,1.0009,5478,6,central
39129,721769,150.507735,2.389938,0.8376,3549,2,central
39134,722033,150.707245,2.393597,1.0835,6087,2,central
39137,722168,150.555532,2.392645,1.1372,6263,7,central
39142,722468,149.48445,2.395744,0.4987,928,78,central
39143,722484,150.573028,2.395723,1.1872,7148,2,central
39144,722693,150.370451,2.393739,0.9271,4494,3,central
39147,722941,150.634511,2.393694,0.824,3330,2,central
39149,723055,150.610668,2.394585,0.5389,1305,2,central
39151,723158,150.729013,2.392444,0.4441,885,4,central
39153,723384,150.629491,2.392497,0.5544,1357,3,central
39157,723674,149.844734,2.394077,0.66,2066,2,central
39161,723917,149.796739,2.39576,1.0502,5835,3,central
39165,724127,149.584399,2.397005,1.1913,7195,2,central
39166,724158,150.539075,2.394723,0.2698,185,4,central
39167,724202,150.167813,2.396669,0.6534,1974,2,central
39168,724290,150.197018,2.39521,0.6607,2068,3,central
39173,724606,150.360483,2.394797,0.9925,5074,4,central
39175,724634,149.941741,2.395753,0.8122,3135,3,central
39181,725064,150.334104,2.396783,0.6638,2069,5,central
39182,725232,150.233584,2.397993,0.703,2399,4,central
39185,725355,150.15567,2.397033,1.1366,6529,3,central
39188,725574,149.669525,2.396369,0.2302,123,2,central
39193,726167,150.277617,2.399317,0.6979,2350,2,central
39198,726357,149.527444,2.398782,0.7645,2828,2,central
39199,726420,149.976391,2.398748,0.6892,2293,2,central
39204,726701,149.80483,2.399675,0.9658,5075,2,central
39209,726857,149.903234,2.398021,0.685,2191,11,central
39213,727087,149.623537,2.399174,0.84,2860,42,central
39216,727355,149.623132,2.402097,0.8994,4203,2,central
39219,727536,150.300782,2.40076,0.8436,3611,2,central
39223,727791,150.2366,2.402071,0.848,3551,2,central
39225,727907,150.685295,2.402389,1.1533,6718,2,central
39227,728022,150.293631,2.402224,0.8017,3060,2,central
39234,728186,150.534898,2.400962,1.1221,6419,8,central
39237,728322,149.599206,2.402883,0.9797,5136,2,central
39239,728361,150.436857,2.401944,0.6108,1541,4,central
39243,728520,150.506049,2.402588,0.9258,4432,2,central
39244,728557,150.489479,2.402827,0.9002,4204,2,central
39245,728559,150.217504,2.400317,0.8748,3548,12,central
39255,729048,150.70855,2.403002,0.8173,3199,2,central
39256,729061,149.675924,2.402171,0.6697,2115,2,central
39262,729690,150.151077,2.403506,0.8968,3982,22,central
39267,729927,149.623951,2.406149,0.9604,4936,2,central
39269,729944,149.459882,2.402847,0.413,741,2,central
39272,730059,150.679361,2.403807,0.7929,2913,3,central
39286,730827,149.796751,2.405823,0.745,2717,2,central
39290,730954,150.613407,2.41653,0.19,59,3,central
39293,731134,149.819527,2.407265,0.9936,5271,3,central
39294,731135,150.543147,2.407556,1.1011,6221,2,central
39298,731331,149.666501,2.4074,0.8406,3550,2,central
39302,731507,149.439692,2.407136,0.8411,3474,2,central
39315,732150,149.890678,2.407133,0.8552,3756,2,central
39319,732424,149.916667,2.40858,0.9327,4667,4,central
39323,732809,149.959986,2.410274,0.9369,4594,2,central
39324,732871,149.662204,2.409394,0.9441,4793,2,central
39338,733522,149.827429,2.410246,0.8398,3395,8,central
39341,733626,150.39196,2.409315,0.8462,3547,4,central
39367,734408,150.455882,2.412966,1.0053,5340,3,central
39377,734678,149.97605,2.410577,0.7093,2400,5,central
39388,735312,149.482952,2.413081,1.1069,6265,2,central
39392,735780,149.807515,2.414636,0.9286,4591,2,central
39393,735783,149.501437,2.413252,0.7067,2448,2,central
39395,735866,149.788283,2.41377,0.9412,4590,2,central
39403,736325,150.337384,2.412456,0.262,183,3,central
39404,736368,149.878553,2.414585,0.9308,4592,3,central
39413,736900,149.851149,2.414918,0.6001,1639,2,central
39415,737020,149.446112,2.416409,0.6545,1976,2,central
39421,737128,150.598954,2.417636,0.4496,898,2,central
39426,737474,150.548479,2.414566,0.9015,4086,2,central
39437,738112,149.651735,2.419409,1.0589,5874,2,central
39441,738621,150.484578,2.416507,0.8528,3757,2,central
39443,738714,150.705545,2.417912,0.3704,567,3,central
39447,738816,150.500868,2.420913,1.1956,7224,2,central
39450,738864,149.422556,2.417049,0.3997,640,4,central
39456,739284,149.62898,2.420097,1.0233,5679,6,central
39457,739366,149.833914,2.419436,0.934,4596,3,central
39464,739829,149.868722,2.418779,0.4356,809,4,central
39486,741006,150.383488,2.420783,0.4821,1013,2,central
39489,741124,150.291365,2.421981,1.153,6777,2,central
39493,741540,149.528822,2.420229,0.5154,1164,4,central
39499,742278,150.172498,2.42391,0.7406,2685,2,central
39506,742557,149.561763,2.421944,0.809,3017,4,central
39509,742644,150.412008,2.424994,0.4102,723,2,central
39510,742862,150.330953,2.421922,0.5024,1119,5,central
39517,743197,149.781682,2.423774,0.8034,3061,2,central
39518,743219,149.677675,2.428688,0.2579,186,4,central
39527,743594,149.670112,2.424038,0.8351,3331,2,central
39529,743711,149.953294,2.425822,0.8427,3614,7,central
39531,743803,150.276424,2.423333,0.5788,1446,2,central
39533,744013,150.185662,2.425974,0.6841,2255,2,central
39547,744469,149.687764,2.427231,0.6953,2351,2,central
39550,744598,149.477255,2.426288,0.8596,3814,2,central
39552,744647,149.555983,2.426676,0.93,4595,2,central
39573,745855,149.975147,2.427146,0.5088,1163,3,central
39576,745960,149.941169,2.429658,0.9726,5207,2,central
39579,746240,150.643155,2.436599,0.7488,2761,3,central
39596,746923,150.465019,2.430629,0.9673,4995,3,central
39597,746975,150.612236,2.430064,0.2012,67,3,central
39598,746987,149.68896,2.430144,0.8356,3396,3,central
39599,747052,150.455742,2.431041,0.9017,4142,10,central
39610,747436,149.592681,2.429741,0.4399,863,2,central
39613,747636,149.812172,2.431635,0.5182,1233,2,central
39633,748994,149.457439,2.433668,0.439,811,3,central
39644,749633,150.377561,2.434006,0.9783,5273,2,central
39647,750002,149.93884,2.433355,0.3018,269,2,central
39654,750474,149.79185,2.445579,0.2605,151,7,central
39655,750523,150.68089,2.433722,0.1704,33,3,central
39663,751062,150.130131,2.43769,0.27,217,2,central
39677,751695,150.531371,2.438363,0.8087,3139,2,central
39681,751993,150.102189,2.438366,1.1535,6831,2,central
39682,752001,149.449544,2.436368,0.945,4796,6,central
39685,752134,150.634904,2.43718,1.0977,6015,4,central
39686,752151,150.610454,2.44294,0.12,11,8,central
39687,752255,150.469488,2.44006,0.8305,3397,2,central
39688,752424,150.154041,2.439883,0.9305,4598,2,central
39692,752648,150.4028,2.43851,0.6123,1720,3,central
39694,752798,150.308766,2.440456,0.9096,4206,3,central
39696,752824,150.703706,2.440389,0.66,2072,2,central
39699,752994,150.549479,2.440167,0.9124,4316,5,central
39714,753650,149.696269,2.439291,0.4822,1032,3,central
39717,753767,149.971658,2.441452,1.0062,5596,2,central
39721,753898,149.565371,2.442302,1.1458,6655,3,central
39724,754053,149.569949,2.441588,0.6966,2296,2,central
39727,754205,150.434423,2.442771,1.0901,6088,2,central
39728,754256,149.638964,2.441776,0.66,2073,3,central
39744,755065,150.707989,2.443016,0.8269,3258,6,central
39748,755131,149.5342,2.442885,0.9716,4997,4,central
39750,755368,149.439414,2.442415,0.6702,2116,6,central
39753,755417,150.15507,2.443484,0.328,334,6,central
39760,755632,149.643197,2.442079,0.965,4937,3,central
39766,755927,149.647355,2.444182,1.1399,6530,4,central
39769,756159,149.773098,2.445207,0.6414,1863,2,central
39773,756278,150.124079,2.4465,1.1082,6317,2,central
39774,756358,150.646711,2.449637,0.9419,4733,3,central
39777,756497,150.023638,2.443255,0.3104,297,3,central
39783,756783,149.491577,2.446177,1.1585,6604,4,central
39786,756997,150.59735,2.445183,0.3698,539,2,central
39792,757180,150.690347,2.447237,0.7512,2762,3,central
39795,757224,150.666375,2.446968,0.8599,3758,3,central
39800,757680,150.662886,2.446839,0.6056,1688,2,central
39810,758290,150.719963,2.446741,0.5034,1088,2,central
39816,758459,149.468211,2.446939,0.8451,3478,3,central
39823,758771,150.496559,2.450017,0.6575,1978,2,central
39831,759378,150.63327,2.44846,0.8043,3019,3,central
39838,759643,150.182184,2.451356,0.4322,812,2,central
39839,759695,150.28722,2.452227,1.0058,5479,2,central
39843,759852,149.837109,2.462979,0.4792,1033,2,central
39864,761390,150.318141,2.452421,0.8357,3477,2,central
39865,761428,150.171253,2.453773,0.9707,5139,2,central
39869,761621,149.608153,2.451797,0.56,1359,3,central
39870,761645,150.469583,2.453571,0.8142,3064,3,central
39874,761806,149.817799,2.45198,0.9386,4734,2,central
39875,761868,150.319044,2.453711,0.7361,2624,3,central
39876,761951,149.607507,2.454812,0.6698,2077,5,central
39879,762317,150.156797,2.453067,0.9016,4208,2,central
39887,762617,149.956322,2.456071,0.7566,2791,2,central
39894,762833,150.007118,2.453443,0.7222,2295,38,central
39900,763407,150.714898,2.456924,1.0026,5597,3,central
39901,763447,150.477438,2.457327,1.0678,5911,3,central
39902,763456,150.319141,2.457728,0.23,125,2,central
39905,763723,150.100339,2.456486,0.3162,307,2,central
39907,763862,149.753992,2.455534,0.898,4091,4,central
39908,763954,150.525148,2.456426,0.8531,3759,4,central
39909,764000,149.485522,2.454786,0.73,2352,17,central
39912,764071,149.962028,2.457556,0.8429,3261,4,central
39918,764840,149.781104,2.458761,1.1471,6605,4,central
39921,764915,150.595621,2.459938,0.6599,1883,3,central
39932,765564,149.439821,2.458394,0.6419,1864,2,central
39940,765890,150.291993,2.458161,0.8362,3400,20,central
39944,766007,150.389963,2.463804,0.21,83,4,central
39946,766041,149.711402,2.459624,0.961,4999,2,central
39952,766275,150.210669,2.458713,0.1899,60,2,central
39955,766337,150.670223,2.461943,1.0548,5876,2,central
39958,766494,149.766985,2.46106,0.8584,3816,2,central
39967,767033,150.413031,2.462155,1.0792,5938,3,central
39969,767243,150.520718,2.461043,0.4701,984,2,central
39971,767295,149.761131,2.460699,0.6281,1824,2,central
39972,767313,149.745662,2.462052,0.6558,1979,2,central
39979,767695,150.051831,2.462875,0.8203,3263,2,central
39985,767905,149.814854,2.463173,0.8953,4145,2,central
39986,768012,149.969995,2.461317,0.6995,2117,12,central
39989,768077,149.503504,2.462179,1.05,5781,2,central
39991,768123,149.525625,2.463388,1.1441,6719,3,central
39999,768449,150.625566,2.46366,0.5294,1283,2,central
40001,768551,149.509192,2.464054,0.8327,3479,2,central
40002,768578,149.876647,2.464722,0.7034,2449,2,central
40007,768751,150.585079,2.463672,1.1077,6177,2,central
40010,768939,150.483567,2.46555,0.9696,5141,2,central
40028,769982,149.603422,2.466132,1.1638,6905,4,central
40035,770356,150.523487,2.466152,0.6245,1741,2,central
40039,770722,149.87372,2.467755,0.5588,1394,2,central
40043,771225,150.558232,2.466126,0.58,1482,2,central
40048,771412,150.048151,2.467612,1.1735,6949,2,central
40051,771583,149.527387,2.468633,0.9379,4735,5,central
40056,771687,150.427831,2.470161,0.9771,5209,2,central
40059,771768,149.800823,2.469851,1.1753,6833,4,central
40061,771798,150.47519,2.468629,0.5751,1463,2,central
40078,772839,150.671597,2.468179,0.4692,985,2,central
40089,773184,150.565163,2.47201,0.18,46,2,central
40090,773216,150.319563,2.471393,0.6701,2167,2,central
40091,773218,149.543621,2.469705,0.8427,3618,2,central
40092,773278,150.31199,2.473262,0.9947,5482,2,central
40096,773642,149.736875,2.472924,0.8942,4147,2,central
40110,774500,150.147586,2.472617,0.8456,3553,4,central
40118,774841,149.898574,2.472858,0.3107,300,3,central
40120,774888,149.801624,2.47326,0.8202,3141,2,central
40125,775225,150.382065,2.474086,0.6191,1775,2,central
40128,775305,149.999262,2.474411,0.48,1014,2,central
40137,775828,150.215397,2.473524,0.3499,469,2,central
40139,776154,150.66492,2.475558,0.518,1196,2,central
40144,776468,150.203035,2.476217,0.918,4367,2,central
40148,776771,150.556315,2.474017,0.32,299,3,central
40150,776844,150.648205,2.476846,0.3485,442,2,central
40160,777152,150.56199,2.476098,0.8168,3204,2,central
40168,777662,150.312779,2.478034,0.92,4149,8,central
40170,777892,149.734959,2.478569,0.8712,3920,2,central
40175,777994,150.585771,2.489904,0.9192,4260,4,central
40176,778130,149.466564,2.478888,1.1018,6134,2,central
40179,778353,150.041743,2.4779,0.26,189,2,central
40180,778362,149.548567,2.477355,0.2298,126,2,central
40189,778847,149.879555,2.480691,1.056,5878,2,central
40190,778972,150.58386,2.478817,0.3698,540,2,central
40194,779250,150.324867,2.484068,0.34,387,73,central
40197,779584,150.525118,2.481222,0.4995,1089,2,central
40209,780254,150.293322,2.482378,0.81,3142,2,central
40218,780694,150.229204,2.480514,0.6687,1982,14,central
40219,780706,150.375854,2.482266,0.4295,816,2,central
40220,780719,150.510258,2.481011,0.6098,1689,5,central
40225,781065,150.718002,2.482757,0.7501,2764,2,central
40227,781112,150.53897,2.481894,0.3987,668,5,central
40229,781267,150.719099,2.485297,1.0698,5976,2,central
40237,781774,149.932536,2.485014,0.8682,3921,2,central
40242,782043,150.10288,2.486735,0.6905,2298,35,central
40245,782233,150.463293,2.486014,0.9575,4939,10,central
40249,782504,150.427036,2.484982,0.6619,2081,2,central
40260,783342,150.559464,2.48698,0.8313,3333,5,central
40262,783463,149.825493,2.486687,0.8999,4093,2,central
40275,784288,150.58944,2.494108,0.26,188,2,central
40277,784608,150.514376,2.489538,0.8978,4210,3,central
40278,784709,149.747178,2.489696,0.4713,986,5,central
40280,784782,150.044527,2.488422,0.5923,1543,4,central
40282,784938,150.245155,2.490055,0.9035,4211,2,central
40290,785694,150.696575,2.488279,0.3621,495,2,central
40291,785724,150.66103,2.491618,1.0831,6049,2,central
40294,785894,149.551392,2.491049,0.7229,2593,2,central
40303,786750,150.030259,2.491407,0.703,2353,2,central
40304,786776,150.383113,2.493242,0.9887,5276,2,central
40308,787113,149.508646,2.493359,0.8444,3556,2,central
40311,787241,150.531425,2.494051,0.6532,1981,2,central
40316,787586,150.623205,2.49335,0.5708,1414,2,central
40317,787624,150.313153,2.494138,0.62,1777,2,central
40320,787747,150.036811,2.494324,0.7173,2451,3,central
40332,788599,150.568476,2.495237,1.0736,5877,5,central
40334,788624,150.230587,2.495016,0.38,520,29,central
40338,788967,149.559013,2.495252,0.8446,3404,5,central
40350,789495,149.490142,2.505023,0.1001,4,2,central
40361,790104,149.729795,2.497529,0.9832,5344,10,central
40363,790129,149.601943,2.496065,0.8224,3264,3,central
40368,790580,149.589852,2.496233,1.0104,5647,2,central
40370,790685,150.370657,2.498115,0.8156,3205,2,central
40373,790999,149.844942,2.498565,0.9626,5004,2,central
40374,791024,150.126815,2.499549,0.9032,4259,4,central
40383,791593,150.165638,2.500718,1.1179,6424,2,central
40394,792269,150.54877,2.502869,0.3831,613,5,central
40395,792328,150.714913,2.50746,1.1199,6425,2,central
40399,792533,150.723507,2.498162,0.4616,947,2,central
40409,793006,150.096609,2.501384,0.5151,1197,2,central
40419,793480,150.496327,2.502856,0.9856,5345,4,central
40421,793546,150.169026,2.502841,0.6035,1596,5,central
40430,794125,149.718934,2.503614,1.1879,7150,6,central
40431,794154,150.180907,2.50489,0.9109,4214,6,central
40437,794519,150.321131,2.506007,1.1589,6870,2,central
40438,794603,150.13165,2.501993,0.2231,108,4,central
40442,794708,150.013464,2.505808,1.1488,6781,2,central
40450,795168,150.613379,2.50614,0.6135,1690,2,central
40452,795254,150.093575,2.50501,0.2698,218,2,central
40453,795338,150.669759,2.526771,0.3995,669,2,central
40468,795770,150.193594,2.506006,0.982,5143,2,central
40472,795931,150.072844,2.505726,0.9599,5003,2,central
40475,796065,150.243803,2.503386,0.7482,2765,2,central
40482,796369,150.365458,2.508004,0.9112,4318,2,central
40506,797597,149.940785,2.510046,0.9301,4600,2,central
40508,797841,150.259512,2.509526,0.8537,3684,2,central
40512,797964,150.0118,2.510704,0.8235,3334,2,central
40523,799133,150.152551,2.510127,0.4817,1034,2,central
40530,799465,149.724419,2.50929,0.965,4940,3,central
40544,800454,149.95503,2.514269,0.9761,5084,2,central
40547,800763,150.704501,2.511538,0.26,167,5,central
40548,800915,150.422688,2.512789,0.6988,2354,2,central
40549,800920,149.801001,2.51225,0.7125,2524,3,central
40555,801148,150.646365,2.5155,0.9029,4212,3,central
40571,802010,150.407353,2.515401,0.8489,3622,3,central
40574,802088,149.452727,2.515516,0.9308,4601,5,central
40580,802289,149.932087,2.517201,1.1863,7151,2,central
40582,802530,150.294142,2.516641,0.9199,4213,4,central
40588,802829,149.772128,2.517126,1.1641,6907,3,central
40600,803557,149.85776,2.515908,0.5909,1546,3,central
40601,803601,150.127617,2.518889,1.1794,7077,2,central
40604,803828,150.379887,2.516436,0.4004,642,3,central
40605,803899,150.237451,2.518289,0.441,865,2,central
40607,803971,150.059254,2.518514,0.9622,5005,3,central
40615,804317,150.048828,2.516291,0.3157,309,2,central
40616,804328,150.354175,2.51908,0.913,4370,2,central
40617,804408,150.482117,2.517582,0.612,1722,3,central
40619,804552,150.152173,2.518631,0.8325,3480,3,central
40623,804942,150.353881,2.521168,0.6859,2259,2,central
40630,805275,149.475543,2.517754,1.124,6479,3,central
40633,805480,150.025589,2.521056,1.02,5486,8,central
40635,805599,149.899766,2.519572,0.5693,1413,2,central
40636,805699,150.232388,2.519602,0.599,1545,2,central
40641,806061,150.52581,2.521953,1.1344,6533,2,central
40648,806412,150.58675,2.519088,0.4373,838,4,central
40649,806485,149.508738,2.522589,0.8823,3923,3,central
40661,807280,149.583976,2.524028,1.1069,6272,2,central
40689,808655,150.657348,2.526928,1.1904,7006,2,central
40691,808746,150.719011,2.525466,0.8323,3407,2,central
40701,809106,150.651367,2.525948,0.4801,1015,6,central
40709,809463,150.522523,2.526093,0.4308,820,3,central
40717,809946,150.166646,2.525277,0.7001,2197,25,central
40718,809983,149.891975,2.526572,0.9282,4602,2,central
40729,810488,150.08522,2.527585,0.9948,5487,2,central
40754,811558,150.200788,2.528958,0.218,85,6,central
40763,812232,150.608094,2.532116,0.9997,5413,2,central
40764,812291,150.510986,2.528818,0.8224,3206,5,central
40767,812429,150.218131,2.528711,1.1948,7152,3,central
40774,812733,149.496541,2.532149,0.9613,4943,2,central
40780,813855,150.035139,2.533449,0.8672,3881,2,central
40790,814665,150.152618,2.532253,0.627,1691,9,central
40795,814950,150.27272,2.534354,0.7001,2196,32,central
40796,815199,150.365877,2.534475,0.966,5085,2,central
40798,815278,149.552401,2.534262,0.4958,1055,2,central
40818,816818,150.400085,2.534616,0.4399,819,4,central
40819,816902,149.534756,2.537151,0.9549,4801,2,central
40832,817815,149.86662,2.538362,0.8902,4094,2,central
40833,817920,150.321421,2.538514,0.7915,2881,7,central
40835,818020,150.728736,2.538213,0.6089,1644,13,central
40839,818366,149.814035,2.541145,0.7908,2914,4,central
40843,818584,150.621154,2.546099,0.2267,109,3,central
40845,818639,149.53702,2.539659,0.4469,886,3,central
40846,818776,150.563793,2.54173,0.4586,902,3,central
40848,818815,150.189949,2.538093,0.7266,2490,6,central
40857,819207,150.721954,2.540195,0.7902,2968,2,central
40858,819228,150.186965,2.542173,1.0515,5840,2,central
40859,819261,150.26948,2.540264,0.9034,4261,4,central
40861,819460,150.079062,2.542034,0.9825,5277,2,central
40863,819671,150.048464,2.538578,0.9994,5544,2,central
40878,820307,150.044781,2.539689,0.74,2687,2,central
40880,820341,150.539567,2.542932,0.545,1337,3,central
40883,820641,150.685145,2.542922,0.9449,4740,2,central
40892,820975,150.439461,2.543518,1.1223,6379,2,central
40898,821959,150.44464,2.547669,0.35,355,37,central
40899,821979,150.68979,2.544914,0.6093,1692,6,central
40930,823956,150.249755,2.54988,1.1582,6784,2,central
40948,824856,149.935238,2.550241,0.8897,4029,2,central
40949,824863,149.543597,2.54983,0.8598,3822,4,central
40953,825206,150.249256,2.551073,0.5835,1507,2,central
40954,825214,149.714482,2.550917,0.9206,4323,4,central
40961,825614,150.576032,2.554923,0.658,1920,2,central
40969,825944,149.911958,2.551552,0.7569,2794,2,central
40970,825995,150.264483,2.550156,0.2592,191,2,central
40974,826215,150.338488,2.552116,1.0001,5414,3,central
40977,826407,149.974668,2.555484,0.7498,2725,7,central
40980,826507,150.585944,2.551147,0.5009,1124,2,central
40984,826576,150.024447,2.551368,0.9748,5145,2,central
40985,826579,149.510075,2.552764,1.0293,5698,2,central
40992,827063,149.592746,2.555589,0.5031,1036,8,central
40993,827145,150.046515,2.552958,0.4801,1037,2,central
40995,827305,150.227204,2.554518,1.1188,6380,3,central
40996,827334,150.227941,2.550783,0.7354,2661,2,central
41006,827735,150.126387,2.55473,0.9305,4604,3,central
