ra,dec,redshift,brightness,LR,N(0.5),total_N,gal_id,cluster_id
150.14039392,2.60213354,0.5126,-21.02,29.17,13,35,859586.0,44.0
150.21038747,1.81648749,0.5305,-22.46,29.59,19,62,348419.0,290.0
150.46449749,2.05995909,0.5417,-23.52,30.03,20,42,497616.0,276.0
149.52361555,1.75897202,0.5609,-23.43,29.99,15,49,309192.0,415.0
150.6043536,2.18688346,0.5708,-22.15,29.77,10,26,585061.0,859.0
149.61938099,1.73543421,0.59,-23.16,29.88,9,37,292852.0,648.0
150.15653218,2.39313537,0.59,-22.4,29.56,10,30,723916.0,1340.0
150.45007052,2.57125404,0.5965,-21.48,29.34,8,25,839303.0,1404.0
150.49067257,2.74789994,0.6067,-22.69,29.69,12,29,953345.0,399.0
150.56773412,2.61361566,0.61,-23.58,30.15,10,35,868440.0,347.0
150.32183681,2.55230002,0.6116,-22.84,29.98,11,26,827881.0,96.0
150.64772399,2.72774745,0.6143,-22.63,30.09,11,41,941406.0,606.0
150.14812325,2.51784537,0.6516,-23.11,29.87,18,61,804406.0,270.0
150.62610027,2.70880839,0.6547,-21.88,29.37,13,28,929645.0,21.0
149.63358838,1.90317999,0.6551,-22.75,29.72,14,52,403885.0,338.0
150.31729226,2.32273703,0.66,-21.96,29.83,9,45,674895.0,421.0
149.76667507,1.75572328,0.6605,-21.28,29.45,13,62,310355.0,374.0
150.47129622,2.36610851,0.6662,-21.66,29.6,9,34,705120.0,1167.0
150.00381587,2.11456673,0.6664,-22.28,29.65,11,59,536438.0,409.0
150.25256255,1.97188679,0.6671,-22.03,29.54,9,39,446696.0,538.0
150.18997485,2.15533785,0.6686,-22.91,29.78,21,76,564353.0,299.0
149.72485989,1.87606749,0.6695,-22.07,29.77,16,50,386871.0,331.0
149.58656808,1.69678347,0.67,-22.57,29.65,8,35,273468.0,1459.0
149.76534039,2.00047647,0.6703,-22.34,29.57,11,44,464121.0,375.0
150.43288487,2.0601704,0.6708,-22.11,29.77,11,25,502044.0,781.0
149.51687717,2.03091733,0.6727,-22.42,29.58,9,37,482605.0,1120.0
150.5344898,1.97743505,0.6742,-23.34,29.95,9,37,446301.0,1228.0
149.89363397,2.56300425,0.6762,-21.66,29.29,11,48,833286.0,362.0
150.47321183,1.90414115,0.6774,-23.14,30.02,8,25,401203.0,1232.0
149.99407478,2.44853834,0.6775,-22.6,29.97,8,30,756728.0,560.0
150.05775592,2.61029904,0.68,-23.01,29.83,23,73,866167.0,269.0
149.66774979,2.27366808,0.68,-23.31,29.94,17,40,643306.0,315.0
150.09239921,2.19362661,0.6801,-22.95,29.81,15,46,590057.0,334.0
150.04931372,2.75019105,0.6903,-22.83,29.76,8,27,954415.0,1101.0
150.30678055,2.41578251,0.6935,-22.34,29.56,10,35,738224.0,387.0
150.17259634,2.52333517,0.6946,-22.78,29.73,12,48,809179.0,314.0
149.72543088,2.2577744,0.6982,-22.47,30.04,13,36,632738.0,622.0
149.74147549,2.56097457,0.699,-20.51,29.13,8,28,832495.0,1599.0
150.1385534,2.07140908,0.6995,-22.28,30.06,14,32,509035.0,24.0
150.14270255,2.08812088,0.7064,-22.13,29.97,12,35,515478.0,620.0
149.47518206,2.44526097,0.7076,-22.69,29.81,11,26,758024.0,613.0
150.27956076,2.34298836,0.7164,-21.33,29.48,8,36,688325.0,1095.0
149.52932682,2.65909249,0.7178,-22.86,29.87,9,36,897133.0,438.0
149.91320934,2.51219989,0.7179,-23.48,30.02,50,133,801764.0,255.0
150.16705421,1.97243187,0.7197,-22.45,29.7,10,36,446536.0,1150.0
150.0949864,2.21360107,0.7229,-22.26,29.84,8,38,603117.0,748.0
150.05668881,2.30139264,0.7249,-23.11,29.87,21,68,661723.0,277.0
149.85012465,2.39282188,0.728,-22.44,29.58,14,51,721902.0,358.0
149.69935198,2.26680991,0.7291,-21.78,29.85,8,31,640220.0,188.0
150.18549473,2.04407795,0.7352,-22.5,29.62,11,28,490884.0,1252.0
150.0292913,2.69014135,0.7357,-22.81,30.04,15,46,917600.0,382.0
150.59968,2.13848351,0.7387,-22.17,30.01,13,36,552091.0,428.0
149.83885667,1.6830623,0.7388,-24.2,30.3,9,31,262008.0,717.0
149.62519723,1.69902143,0.7421,-20.9,29.04,10,36,274879.0,1224.0
150.74078146,2.40384914,0.7423,-23.77,30.23,9,28,730131.0,481.0
150.70589807,2.73742191,0.7519,-22.39,29.58,12,32,946663.0,47.0
149.80424468,1.75089212,0.7528,-20.99,29.87,9,28,305606.0,1142.0
149.69756318,2.26406351,0.79,-21.04,29.35,9,39,636435.0,1031.0
150.37101855,2.00491091,0.7901,-21.99,29.4,13,31,465816.0,470.0
150.42447032,2.77366279,0.7909,-23.36,30.09,12,49,969859.0,302.0
