ra,dec,redshift,brightness,richness,total_N,LR,gal_id,doppler_velocity,cluster_id
150.34077244,1.96526989,1.1869,-22.66,13,68.0,29.68,440786.0,196103.45871063857,20.0
150.11933263,2.02360229,1.1869,-21.66,8,66.0,29.87,476845.0,196103.45871063857,2114.0
149.59498529,2.43892471,1.1872,-22.53,12,60.0,29.63,751329.0,196126.98351858658,2038.0
150.19426403,1.78633665,1.1876,-23.21,10,69.0,29.89,328345.0,196158.3383448377,1392.0
150.34428489,1.858629,1.1885,-21.1,8,63.0,29.49,373489.0,196228.8383310708,2719.0
150.57865027,1.95481158,1.1887,-22.36,9,68.0,29.55,434416.0,196244.49590477833,2112.0
150.45128444,1.91018654,1.1895,-23.87,13,50.0,30.15,407699.0,196307.09317233457,182.0
149.65277309,2.00377391,1.1899,-23.18,8,61.0,29.88,464952.0,196338.37200163447,1797.0
150.12317301,1.99741022,1.1903,-24.51,14,80.0,30.42,462521.0,196369.63763699913,70.0
149.59654198,1.95075771,1.1904,-22.08,12,52.0,29.85,431505.0,196377.45198508288,290.0
149.63668527,2.34184113,1.1907,-22.79,9,75.0,29.73,687614.0,196400.8900852116,1580.0
150.31508737,1.97189479,1.1909999999999998,-22.0,10,82.0,30.13,444830.0,196424.32077138047,232.0
149.63474828,2.45476848,1.1912,-22.24,9,50.0,30.33,761973.0,196439.93711137155,2540.0
150.1058164,1.93927806,1.1928,-22.51,11,72.0,29.61,426143.0,196564.74935523112,1897.0
149.63815277,2.11119225,1.1929,-21.69,14,71.0,29.8,532727.0,196572.54313278364,2115.0
149.53692515,2.11066223,1.1932,-22.17,8,52.0,29.67,532170.0,196595.91953717993,2009.0
149.95653978,2.11220754,1.1937,-21.67,9,55.0,30.01,533161.0,196634.8637899678,2370.0
149.65231753,2.07361162,1.1938,-21.32,10,88.0,29.57,508551.0,196642.6501782939,175.0
149.64537651,2.11862141,1.1948,-22.58,12,69.0,29.64,537755.0,196720.46895156775,1414.0
150.07777001,2.03705546,1.1953,-23.69,9,56.0,30.08,486637.0,196759.34760246362,247.0
149.88993861,2.23740683,1.1955,-23.24,11,67.0,29.91,618604.0,196774.89332965956,1242.0
149.53819267,2.27602213,1.1958,-21.93,8,70.0,29.9,643933.0,196798.20578040945,2651.0
150.15047414,1.99640668,1.1962,-22.37,10,72.0,30.27,459712.0,196829.2775910767,252.0
149.89265042,2.26904484,1.1962,-23.34,8,72.0,29.96,639828.0,196829.2775910767,1442.0
149.53099097,2.09459605,1.1968,-23.67,8,61.0,30.07,523478.0,196875.860770027,1761.0
150.25277768,2.07205035,1.1985,-22.05,9,82.0,29.44,507916.0,197007.68672865487,793.0
150.21479164,1.90346965,1.1993,-23.57,9,61.0,30.04,403863.0,197069.6408865532,1990.0
150.46749517,2.06084527,1.1997,-23.42,10,63.0,29.97,501640.0,197100.59840883678,1505.0
150.31459489,2.28891826,1.2,-23.03,12,65.0,29.93,652572.0,197123.808,1774.0
149.621163,2.09199185,1.2029,-24.17,9,60.0,30.27,522790.0,197347.79010992026,974.0
150.62402395,2.36385043,1.2036,-23.53,8,51.0,30.02,703914.0,197401.75247927938,1875.0
149.62123001,2.06608136,1.2044,-22.47,11,97.0,29.69,503869.0,197463.37514641936,551.0
149.65450027,2.08071889,1.2048,-22.84,11,53.0,29.73,513886.0,197494.16705093626,324.0
150.59895131,1.94147468,1.2066,-23.52,9,64.0,30.03,426303.0,197632.57053709257,724.0
149.91909191,2.0597646000000003,1.2087,-22.91,10,61.0,30.19,500465.0,197793.71079591583,1289.0
149.64129589,2.00877107,1.21,-21.91,13,75.0,29.6,467455.0,197893.28633398478,2715.0
150.32051166,2.29709708,1.2101,-21.07,9,51.0,29.9,656562.0,197900.94036258914,2096.0
149.75001255,2.00722503,1.2102,-23.07,11,63.0,30.24,467994.0,197908.59358768462,132.0
150.33020975,2.51498187,1.2103,-21.41,11,51.0,29.57,800624.0,197916.2460093742,2709.0
149.67160167,2.06724664,1.2104,-23.55,10,72.0,30.04,506194.0,197923.89762776086,1084.0
149.90903755,2.05901955,1.2106,-22.91,16,64.0,30.21,500268.0,197939.19845503758,1264.0
150.37489402,1.81966967,1.2106,-23.02,9,80.0,30.11,349498.0,197939.19845503758,1489.0
149.64621258,2.12974216,1.2108,-22.09,11,68.0,30.14,544975.0,197954.4960703385,1966.0
150.12697753,2.00311875,1.2124,-22.31,16,80.0,29.82,463706.0,198076.76146039393,1303.0
149.68403152,2.20376198,1.2128,-22.69,10,52.0,30.21,595856.0,198107.29574574373,2350.0
149.70603008,2.03974026,1.2128,-22.67,10,103.0,29.87,485557.0,198107.29574574373,1982.0
150.57493686,1.94792387,1.2137,-23.66,8,83.0,30.38,430950.0,198175.95105493785,894.0
149.86439325,2.07374539,1.214,-22.74,11,75.0,30.42,509671.0,198198.82175774424,2490.0
150.26712049,2.46198845,1.2144,-23.34,10,58.0,29.95,767347.0,198229.3048356055,1261.0
149.82345028,2.02823822,1.2159,-23.3,8,58.0,30.25,480952.0,198343.50256044112,869.0
149.71325443,1.93126871,1.216,-23.39,11,75.0,30.07,420570.0,198351.10935781882,1825.0
150.40754344,1.80672983,1.2162,-23.08,10,63.0,29.85,342039.0,198366.32056031,2156.0
150.14135691,2.04561555,1.2166,-22.45,8,62.0,30.01,490835.0,198396.73339909606,1157.0
150.06544411,1.74596078,1.2168,-23.57,11,60.0,30.52,304234.0,198411.93503702467,1177.0
150.0155073,2.62142997,1.2174,-23.22,8,82.0,29.9,871413.0,198457.52083475128,2056.0
150.27472872,1.93399493,1.2174,-22.35,8,51.0,29.77,422873.0,198457.52083475128,2027.0
149.84662986,2.06557754,1.2178,-21.93,8,52.0,29.4,503969.0,198487.89544468024,750.0
149.86927632,2.06560208,1.2181,-23.63,12,68.0,30.07,505112.0,198510.6680477742,1175.0
149.91036862,2.06716528,1.2187,-22.67,8,50.0,30.09,505180.0,198556.1917832614,1126.0
149.75172486,2.05090352,1.2188,-21.36,11,58.0,29.72,493812.0,198563.77629045834,2582.0
150.33450034,2.57300209,1.2189,-22.33,12,70.0,29.95,839620.0,198571.36000305502,1783.0
149.86617880000003,2.03687714,1.219,-21.0,8,58.0,29.85,484626.0,198578.94292115327,2019.0
149.83268592,2.04782041,1.2201,-21.69,8,61.0,29.59,492170.0,198662.30261242387,950.0
149.71375032,2.22769372,1.2206,-22.01,8,62.0,29.9,611429.0,198700.16164191428,2707.0
150.5234436,1.98757525,1.2206,-21.24,9,62.0,29.5,456312.0,198700.16164191428,1997.0
149.56971461,1.92788579,1.2212,-21.43,9,73.0,28.7,417180.0,198745.56631698454,2703.0
149.6343312,2.07648002,1.2213,-22.26,10,93.0,30.02,510768.0,198753.13098967116,83.0
150.23414698,2.35097339,1.2215,-21.33,10,87.0,29.46,693625.0,198768.25795896418,2723.0
150.22630317,2.11318949,1.222,-23.56,12,67.0,30.24,535907.0,198806.06152646092,1287.0
149.85279745,2.1247748,1.2222,-23.13,11,55.0,30.18,542444.0,198821.17741329345,2077.0
150.38704055,1.92815008,1.2226,-22.08,12,59.0,29.68,418031.0,198851.39969398803,157.0
150.05510635,1.73412444,1.2228,-22.67,14,62.0,30.29,295522.0,198866.50608947015,84.0
149.68500717,2.19992164,1.2232,-21.9,10,66.0,29.83,592471.0,198896.70939475222,1026.0
149.81664628,2.10034794,1.2233,-21.74,10,56.0,29.63,525849.0,198904.25824547914,567.0
149.87088326,2.05561911,1.2246,-21.6,15,88.0,30.1,497332.0,199002.32144852178,1179.0
149.80462307,2.27792026,1.2247,-22.48,8,60.0,30.22,645785.0,199009.8592479529,2011.0
149.89718305,2.06734898,1.2256,-20.69,13,81.0,29.32,504337.0,199077.66396700245,265.0
149.74691227,1.99290318,1.2276,-21.31,16,71.0,29.43,457481.0,199228.11279072278,122.0
149.69021747,2.04039721,1.2281,-21.3,9,60.0,29.56,487202.0,199265.67585896637,2498.0
150.51345821,1.96333082,1.2285,-21.89,12,67.0,29.67,439708.0,199295.7121794,662.0
150.18091027,2.36217448,1.2287,-22.32,8,64.0,29.76,701696.0,199310.72563043897,2485.0
150.41744258,1.81278087,1.2291,-22.23,9,68.0,29.48,344403.0,199340.74311817595,571.0
150.19772343,2.55985194,1.2303,-23.0,9,53.0,29.8,831460.0,199430.72032442634,1225.0
150.25493157,2.05532994,1.2307,-22.11,8,65.0,30.07,497675.0,199460.68766223473,2623.0
149.64597339,2.0761507,1.2322,-22.35,14,94.0,29.94,510977.0,199572.9537120451,74.0
149.52931825,1.91317834,1.2325,-22.85,15,74.0,30.16,408898.0,199595.385821743,1140.0
149.87158169,2.22089893,1.2327,-21.67,8,59.0,29.36,606477.0,199610.33665741465,2046.0
149.69491732,2.01981847,1.2338,-22.58,8,104.0,30.06,474824.0,199692.51046264052,1184.0
150.23497338,2.68924884,1.2351,-22.03,9,62.0,29.87,915375.0,199789.5033687309,548.0
150.54722923,2.12402333,1.2364,-22.47,9,67.0,29.92,541664.0,199886.36475870322,2003.0
150.51177676,1.97623028,1.237,-21.87,11,75.0,30.2,448431.0,199931.02571853023,2073.0
150.58351936,1.97248717,1.2374,-22.37,8,60.0,29.58,445787.0,199960.78416413104,655.0
150.31619153,2.54877033,1.2392,-22.66,8,72.0,29.69,823420.0,200094.54362908134,552.0
149.70494735,2.18355481,1.2395,-22.85,8,53.0,30.19,582360.0,200116.8124723693,1773.0
149.87508689999999,2.03672559,1.24,-21.14,8,73.0,29.36,484657.0,200153.9117357086,1145.0
150.27074364,2.7039828999999997,1.2402,-23.22,10,65.0,30.38,925476.0,200168.74602693372,1238.0
149.70348182,1.8954522,1.2408,-22.08,8,65.0,29.76,397143.0,200213.23034821352,2712.0
150.0068979,2.7226507,1.2409,-22.56,8,57.0,29.64,936607.0,200220.64169723872,315.0
149.67048191,2.16357676,1.2413,-21.25,9,64.0,29.68,568412.0,200250.27936975277,727.0
150.25736256,2.70929288,1.2414,-22.19,13,60.0,29.9,927911.0,200257.68685747762,1420.0
149.65979334,2.07504178,1.242,-23.43,11,86.0,29.99,511570.0,200302.11557602507,316.0
149.94779215,2.11611718,1.2427,-23.3,10,61.0,30.37,536682.0,200353.9139850092,2494.0
150.53376875,2.11434064,1.2431,-22.37,10,68.0,30.14,535530.0,200383.49611864064,707.0
149.82998844,2.05768318,1.2432,-22.25,10,58.0,30.02,498664.0,200390.88972607584,1492.0
150.48531424,2.58154405,1.2445,-22.46,9,57.0,29.92,846016.0,200486.93657099467,2545.0
150.46082709,1.74916825,1.2447,-23.33,10,53.0,29.95,305086.0,200501.7014695422,1268.0
150.33675608,1.71654355,1.245,-23.58,11,53.0,30.34,284458.0,200523.84305221422,2052.0
149.64660769999998,2.05467048,1.245,-22.67,11,90.0,29.68,497036.0,200523.84305221422,539.0
150.53758146,2.05325217,1.2462,-22.34,8,78.0,29.9,495894.0,200612.34025111658,537.0
150.45330755,2.12919267,1.2476,-22.36,9,71.0,30.17,546801.0,200715.44735564906,1475.0
150.33834728,2.57253935,1.2478,-22.93,9,65.0,29.74,839823.0,200730.16468167392,2026.0
150.36645938,2.49583098,1.2483,-21.81,12,50.0,30.2,788193.0,200766.9445989634,547.0
149.71029814,2.03595566,1.2494,-22.34,8,68.0,29.8,484723.0,200847.79309688095,2348.0
150.34775562,2.06322351,1.25,-22.31,8,61.0,30.21,502653.0,200891.85329896907,2032.0
150.32852572,2.51388808,1.2518,-22.47,8,80.0,29.64,800136.0,201023.86906484174,2647.0
149.77147561,2.73190822,1.2521,-21.69,10,64.0,29.64,942551.0,201045.8476808359,2015.0
150.07472662,2.51297076,1.2527,-22.53,9,58.0,30.01,800281.0,201089.78435501482,2655.0
150.32193285,2.27447169,1.2528,-23.01,8,53.0,30.4,642775.0,201097.10447027563,1025.0
149.92138971,2.40811174,1.2532,-22.62,8,54.0,30.2,731383.0,201126.37732410704,2154.0
149.80344947,2.02957285,1.2533,-22.62,8,61.0,30.09,480812.0,201133.69363624672,675.0
150.50169423,2.0102046000000002,1.2536,-22.91,11,72.0,29.8,469610.0,201155.63801105283,283.0
150.34949049,2.33205884,1.2549,-21.65,10,63.0,29.97,680698.0,201250.6512910041,2152.0
150.28771609,2.64238434,1.2551,-22.73,8,71.0,29.69,884809.0,201265.25733160067,983.0
150.60002962,1.97716705,1.2554,-22.42,13,83.0,29.67,448063.0,201287.1607033037,1796.0
150.47648825,2.05624374,1.2556,-22.25,9,59.0,29.56,497346.0,201301.75915943884,811.0
150.61470813,1.93418387,1.2561,-22.58,8,72.0,30.06,421845.0,201338.24203457765,1311.0
150.25709639,2.37747812,1.2565,-21.91,11,66.0,29.76,711308.0,201367.41469685713,1811.0
150.00087336,2.64985888,1.2567,-23.01,11,66.0,30.41,891359.0,201381.9964841764,1471.0
150.35836143,2.21486224,1.2569,-22.96,8,62.0,30.39,602799.0,201396.57524331103,2182.0
150.35973744,2.50543302,1.2574,-20.92,8,66.0,29.51,793829.0,201433.0088979023,2708.0
150.38160704,2.49689352,1.2577,-21.93,10,55.0,29.66,789007.0,201454.86001342998,1771.0
149.65803166,2.1020019,1.2583,-22.08,8,75.0,29.66,526715.0,201498.54183286222,891.0
150.55397956,2.06319725,1.2587,-21.99,9,66.0,29.74,502618.0,201527.64793443968,2702.0
149.91171896,2.06504797,1.2587,-23.42,14,51.0,30.0,504143.0,201527.64793443968,1465.0
150.26692199,2.63461739,1.2595,-22.23,8,58.0,30.08,880398.0,201585.82389799398,1979.0
150.25753196,2.68660912,1.2605,-22.87,12,54.0,29.78,913907.0,201658.47596661386,51.0
150.58689232,1.95239002,1.2607,-21.86,15,82.0,29.49,432926.0,201672.9973365765,181.0
150.04314530000002,2.26469877,1.2621,-23.91,8,58.0,30.13,638335.0,201774.56261096854,2181.0
150.53475269999998,2.001457,1.2629,-23.33,9,83.0,29.95,464083.0,201832.5337302853,653.0
150.39393423,2.66518805,1.2641,-20.91,9,51.0,29.49,899185.0,201919.40029345697,2437.0
149.60226299,2.08497422,1.2651,-22.27,8,65.0,30.04,516489.0,201991.70659501792,2605.0
150.15414617,2.06138813,1.2661,-21.73,8,59.0,29.64,500664.0,202063.9379973382,2722.0
150.38591578,2.67847603,1.2667,-22.6,9,63.0,29.79,907968.0,202107.24092672105,2634.0
150.44847113,2.14036834,1.2669,-22.62,8,55.0,30.13,552896.0,202121.66925574816,2547.0
150.27001355,2.26636106,1.2683,-21.7,10,50.0,29.49,636749.0,202222.5839062687,2700.0
150.16540862,2.75390828,1.2689,-22.38,10,55.0,30.0,955579.0,202265.78827005785,1975.0
150.60194841,1.99324338,1.2696,-23.28,20,94.0,29.91,458782.0,202316.15944777857,1131.0
150.41505481,2.69522877,1.2704,-22.17,8,65.0,29.68,919172.0,202373.68182690023,975.0
149.86771646,2.07162705,1.271,-21.78,8,51.0,29.52,507879.0,202416.79236227807,2127.0
150.1417621,2.52887584,1.2714,-22.33,11,50.0,30.0,810829.0,202445.51785008624,2602.0
150.63047474,2.55632864,1.2719,-22.87,11,69.0,30.08,829141.0,202481.40799272753,1480.0
150.27806159,2.65249944,1.2734,-21.69,9,87.0,29.62,891252.0,202588.9670864627,2276.0
149.94647124,2.66674088,1.2773,-20.65,11,68.0,29.01,900025.0,202867.84111457213,171.0
150.14912814,2.69332308,1.2775,-21.35,9,57.0,29.8,917256.0,202882.11206330403,2340.0
150.40787980000002,2.75967645,1.2796,-20.93,8,56.0,29.31,958643.0,203031.7791156788,2324.0
149.86608437,2.48824505,1.2799,-22.17,10,60.0,29.78,783273.0,203053.13363169224,2173.0
150.61277485,1.9500971999999999,1.28,-22.31,10,82.0,29.53,431474.0,203060.25033350542,179.0
150.14489182,2.69308162,1.2801,-21.98,8,75.0,29.44,917612.0,203067.36630037846,2586.0
150.25205868,2.5541473,1.2819,-23.84,8,67.0,30.13,828403.0,203195.32813564528,2139.0
150.04180815,2.75744257,1.2848,-22.46,10,73.0,30.01,958477.0,203400.9894473277,2474.0
150.60423525,1.95680133,1.2886,-21.53,9,63.0,29.45,435386.0,203669.54713958266,2354.0
150.01906438,2.67315429,1.2891,-23.27,8,69.0,29.85,904795.0,203704.80542029516,2339.0
150.25146679,2.70474395,1.2896,-22.79,10,58.0,29.95,925669.0,203740.0455384373,1787.0
149.98942061,2.67918625,1.2902,-22.27,11,63.0,30.21,908254.0,203782.309721822,1794.0
150.22313014,2.6902832,1.2903,-23.61,12,79.0,30.52,916658.0,203789.3512126336,1454.0
149.5003207,2.74539049,1.2919,-21.08,8,52.0,29.34,950022.0,203901.91647395375,2281.0
149.88613741,2.68841962,1.2933,-22.52,9,60.0,30.15,914468.0,204000.25903972267,1819.0
149.94653916,2.66313341,1.2941,-21.98,13,51.0,29.8,898248.0,204056.39118268105,1160.0
150.28153984,1.72596666,1.2947,-21.75,11,53.0,29.63,289735.0,204098.45996698883,1817.0
149.95418144,2.54360311,1.2961,-22.89,8,61.0,30.09,820394.0,204196.51950678157,1571.0
150.27685726,2.69259483,1.2964,-21.51,8,84.0,29.66,917147.0,204217.51389457707,554.0
150.56267085,2.57114533,1.2997,-22.38,9,67.0,29.71,838762.0,204448.02513253447,1453.0
149.85128965,2.01846518,1.3012,-23.74,8,66.0,30.25,475030.0,204552.54471967922,1538.0
149.99928135,2.69177429,1.3042,-22.25,12,78.0,29.88,916774.0,204761.10126950173,1407.0
150.70995526,1.98699842,1.3068,-23.25,8,55.0,29.9,454375.0,204941.33131617928,2169.0
150.12465844,2.74536244,1.3068,-21.62,9,61.0,29.76,949977.0,204941.33131617928,2562.0
150.19674156,2.69312371,1.307,-21.28,9,55.0,29.71,918156.0,204955.1752545719,1862.0
149.89126536,2.67138018,1.3075,-21.78,9,64.0,29.56,902905.0,204989.77267326263,2546.0
149.71392340000003,1.77361803,1.3104,-21.97,8,51.0,29.87,319716.0,205190.08813776367,1813.0
149.87350451,2.66850897,1.3106,-23.03,10,59.0,30.37,901921.0,205203.88105001388,1431.0
150.16840368,2.53895196,1.3109,-23.3,9,73.0,29.91,817986.0,205224.56511614466,2633.0
150.52161446,2.73270447,1.311,-22.63,9,70.0,30.2,943204.0,205231.4583912804,2637.0
150.09010031,2.71498435,1.3121,-23.62,12,62.0,30.46,933177.0,205307.23779927846,1056.0
150.19554594,2.58593991,1.3126,-22.83,8,58.0,30.17,848440.0,205341.65475132223,1816.0
150.10008832,2.6940155,1.3130000000000002,-21.85,10,61.0,29.41,918132.0,205369.17561862143,1561.0
150.0886048,2.70639608,1.3162,-22.56,9,56.0,29.7,926901.0,205588.9370388028,55.0
150.45224134,2.73718454,1.3187,-23.6,8,60.0,30.04,946503.0,205760.12531698076,564.0
150.07131681,2.77081753,1.3196,-22.52,8,51.0,30.18,966071.0,205821.64595565552,2344.0
149.94877778,2.64123117,1.3202,-21.17,8,70.0,29.3,884537.0,205862.6282555772,162.0
149.78823902,1.75351077,1.3203,-21.39,10,64.0,29.34,306843.0,205869.45619371778,2126.0
150.01532621,2.64125943,1.3231,-20.43,9,62.0,28.85,883705.0,206060.35523797263,1924.0
149.99235987,2.70138528,1.3252,-22.75,13,61.0,30.37,923454.0,206203.1713621067,1263.0
149.5624382,2.03035973,1.3262,-22.34,9,54.0,29.53,480540.0,206271.07140743223,2170.0
149.94714,2.66276824,1.3263,-22.86,12,74.0,29.95,898223.0,206277.85759786994,956.0
150.41756191,2.52981644,1.3263,-21.44,10,53.0,29.3,810529.0,206277.85759786994,2137.0
150.58607529,1.95273482,1.327,-22.37,13,56.0,29.86,432928.0,206325.34152840695,1788.0
150.13969012,2.74197883,1.3285,-21.66,8,70.0,29.7,948129.0,206426.97858224556,2502.0
150.42041603,2.70915043,1.3299,-22.28,8,61.0,30.05,928343.0,206521.69951242863,1818.0
149.66191941,1.82700632,1.3315,-22.33,12,73.0,29.76,354184.0,206629.78642171182,1270.0
149.51897831,2.62556374,1.3316,-23.53,8,55.0,30.01,875664.0,206636.53599679822,2143.0
150.48902527,2.75021168,1.3321,-21.53,10,58.0,29.88,953057.0,206670.27354634495,939.0
150.28758743,2.00463527,1.3346,-23.43,9,51.0,30.65,465513.0,206838.70348263,1765.0
150.19542968,2.61570374,1.3361,-22.01,9,60.0,29.78,867610.0,206939.5555844334,2776.0
150.17100359999998,2.63644658,1.3384,-23.19,8,56.0,30.33,881813.0,207093.89639629208,2409.0
150.01364934,2.64035084,1.3385,-22.8,8,64.0,30.46,885127.0,207100.59866714542,982.0
150.44764123,2.04483934,1.339,-22.69,9,60.0,29.92,490762.0,207134.0997848402,1781.0
150.63703059999997,2.07913905,1.3399,-22.09,8,51.0,29.76,512418.0,207194.35883012685,2301.0
150.04349191,2.64704397,1.3409,-21.94,9,63.0,29.65,887774.0,207261.24859921486,2162.0
150.54821249,2.53257447,1.3411,-22.76,9,68.0,30.57,815019.0,207274.6183843547,1803.0
150.10114539,2.70645391,1.3432,-23.12,15,70.0,29.96,927298.0,207414.8369609488,1138.0
150.22206266,1.80705419,1.3433,-22.62,11,60.0,30.37,341487.0,207421.50656594118,149.0
150.63910773,2.61696208,1.344,-23.45,8,58.0,30.38,868716.0,207468.17480923192,2176.0
149.85694424,2.04936826,1.345,-22.9,14,54.0,30.06,494036.0,207534.7861184485,1821.0
149.98562798,2.65237188,1.3455,-20.52,8,57.0,28.88,890342.0,207568.06638040257,2780.0
150.19642547,1.85485952,1.349,-22.14,11,53.0,30.06,371128.0,207800.55520947298,2088.0
150.1909865,1.85469805,1.3496,-23.18,8,68.0,30.11,371989.0,207840.32748362893,1932.0
149.80774758,1.8684025000000002,1.35,-23.09,8,66.0,29.85,380568.0,207866.8288700652,2113.0
149.83290137,2.05483869,1.3507,-21.74,9,78.0,29.33,496226.0,207913.1803984906,2512.0
150.03802892,2.6520427000000004,1.3547,-23.65,8,88.0,30.16,892297.0,208177.41531226752,997.0
150.28034576,2.2830404,1.3547,-22.7,12,56.0,30.38,648253.0,208177.41531226752,1822.0
149.87516629,2.67494916,1.3559,-21.93,12,67.0,29.97,905240.0,208256.47687681852,198.0
150.32526507,2.5732068999999997,1.3592,-23.08,9,50.0,30.23,840964.0,208473.40077948914,1120.0
149.7008456,1.72062103,1.36,-22.27,11,50.0,29.51,286816.0,208525.87921285923,1564.0
150.111988,2.68990031,1.3603,-22.18,13,77.0,29.93,915543.0,208545.54766105424,1930.0
149.87961661,2.40652271,1.3607,-22.95,10,51.0,29.79,730897.0,208571.76296142046,1945.0
150.22474098,1.99898553,1.3612,-21.87,9,54.0,29.7,461230.0,208604.51715239827,2102.0
150.11179193,2.5729073,1.3646,-20.69,9,70.0,28.95,838989.0,208826.8063714909,2408.0
150.29112438,1.76973479,1.3653,-21.57,10,62.0,29.64,316842.0,208872.47690364337,1827.0
149.81733453,2.01809646,1.3662,-21.6,8,52.0,29.47,473095.0,208931.14864565225,1906.0
149.9891027,2.68873038,1.3668,-22.94,9,76.0,30.43,914898.0,208970.2334715852,1200.0
149.8183644,1.75115741,1.3674,-21.65,9,64.0,29.72,305089.0,209009.2945833302,2627.0
150.64878769999999,2.22738976,1.3678,-23.02,9,58.0,29.8,610933.0,209035.32215874273,1847.0
149.48219928,2.09418874,1.3681,-21.65,9,61.0,29.8,521685.0,209054.83593203337,1560.0
149.82153565,1.90698821,1.3685,-22.73,10,56.0,29.72,404563.0,209080.84508962446,1266.0
150.33721229,2.5652116,1.3713,-22.37,11,71.0,29.71,834506.0,209262.61500523935,1954.0
150.106051,2.69711016,1.3714,-23.34,18,74.0,30.39,920745.0,209269.09727934972,2161.0
150.60711938,2.21019298,1.3723,-23.17,9,77.0,29.9,599047.0,209327.40828368577,2098.0
150.04650728,2.72064901,1.3739,-21.85,8,87.0,29.45,935109.0,209430.94148817478,1826.0
150.54618154,2.7119432999999997,1.3747,-22.31,9,67.0,30.08,929432.0,209482.64539123434,1829.0
150.17836789,1.94979638,1.3749,-23.08,9,56.0,30.08,431545.0,209495.564842913,1911.0
149.85296987,1.88269719,1.3756,-22.19,9,68.0,29.72,389200.0,209540.7623874795,2100.0
150.09600765,2.7103737999999997,1.3778,-22.29,9,60.0,30.1,929611.0,209682.6041109427,2469.0
149.84278854,2.03032622,1.3783,-22.93,10,77.0,30.32,482075.0,209714.7969789716,1015.0
149.87561533,2.30628558,1.3784,-21.09,9,72.0,29.61,662605.0,209721.233604306,897.0
150.29903082,1.98431067,1.3786,-22.08,8,61.0,29.85,452266.0,209734.10490735288,2264.0
150.53714352,2.1082411,1.3786,-21.3,8,65.0,29.4,530808.0,209734.10490735288,2753.0
150.59370862,2.01516645,1.3793,-23.05,8,52.0,30.4,472735.0,209779.13402650633,2296.0
150.22985846,1.81712837,1.3795,-21.67,8,54.0,29.66,347405.0,209791.9936513664,1387.0
150.66341625,1.9450348999999998,1.3808,-22.13,8,54.0,29.75,428293.0,209875.5180285476,1925.0
149.49447495,2.6540596,1.3818,-21.75,11,61.0,30.32,891825.0,209939.6931018255,1583.0
150.10445998,2.71416207,1.3828,-22.02,9,55.0,29.98,932135.0,210003.8035269593,2362.0
150.19163315,2.61660738,1.3829,-23.01,10,51.0,29.86,868060.0,210010.21101693346,1344.0
149.63441938,1.81023609,1.3845,-23.29,11,60.0,30.35,343682.0,210112.6431106149,1880.0
149.8490407,2.11945865,1.3849,-23.25,19,97.0,30.34,538748.0,210138.22534897042,569.0
149.59014709,1.738725,1.3863,-22.88,9,50.0,29.81,297970.0,210227.6820751442,1782.0
150.39762186,1.90603083,1.3864,-21.38,8,53.0,29.24,403261.0,210234.06701725483,2260.0
149.83452351,1.92322927,1.3867,-22.64,8,72.0,29.95,414827.0,210253.21798724134,744.0
149.87463725,2.56315599,1.3871,-23.92,10,60.0,30.18,835551.0,210278.743618746,741.0
150.11083123,2.62001219,1.3882,-20.96,8,69.0,29.28,869258.0,210348.88613797055,2508.0
149.89168299,2.66704151,1.3884,-21.21,10,61.0,29.8,899984.0,210361.63098280563,2691.0
149.81542106,2.67111408,1.389,-22.81,9,67.0,30.18,903189.0,210399.85013167225,2294.0
150.6241568,2.16542256,1.3907,-22.43,8,72.0,29.78,569530.0,210508.01252152814,2496.0
150.39285623,1.91316665,1.3909,-22.45,9,50.0,29.63,407939.0,210520.7253535776,2548.0
149.93572707,1.73230151,1.3917,-22.08,8,67.0,29.86,293636.0,210571.55112103804,2747.0
149.82242519,1.89285882,1.3919,-21.62,12,81.0,29.97,394995.0,210584.2511759066,69.0
149.90692758,2.64695866,1.3921,-22.02,8,65.0,29.94,887595.0,210596.94867725123,2351.0
149.88208376,2.67518342,1.3933,-22.85,8,59.0,29.76,905475.0,210673.08009696932,1776.0
149.84735189,1.8350843000000001,1.3941,-22.57,9,90.0,30.07,358764.0,210723.7833869113,981.0
149.85853002,2.04247907,1.3948,-22.16,8,64.0,30.27,488528.0,210768.1153410441,589.0
149.89142393,2.32730946,1.3953,-22.72,11,64.0,30.42,677237.0,210799.7619386853,1106.0
150.19994565,2.55972995,1.3953,-23.75,14,70.0,30.14,832581.0,210799.7619386853,1348.0
150.49988332,2.67733535,1.3954,-21.93,9,50.0,30.03,906089.0,210806.08935085614,2515.0
149.84280739,1.80074819,1.3961,-22.65,10,65.0,29.97,338217.0,210850.36344366323,1159.0
149.69147457,2.08646806,1.3963,-23.69,10,54.0,30.08,518143.0,210863.00746785902,2253.0
149.86649122,2.0798228,1.3969,-22.49,9,79.0,30.14,514362.0,210900.9243056608,568.0
150.37945013,1.90969036,1.3973,-20.99,8,67.0,29.27,405601.0,210926.18950820173,2543.0
149.83990196,1.76198225,1.3991,-20.64,8,64.0,29.24,311672.0,211039.7574413127,2501.0
149.54095563,2.56328927,1.3998,-21.11,8,60.0,29.07,832722.0,211083.86736410254,2382.0
150.01706759,2.64295337,1.4005,-22.08,8,62.0,29.92,885223.0,211127.94631274813,2745.0
149.97763187,1.76357573,1.4006,-22.79,9,72.0,30.52,313660.0,211134.24077848464,852.0
