ra,dec,redshift,brightness,richness,total_N,LR,gal_id,doppler_velocity,cluster_id
149.78308311,1.8837837,1.5832,-21.5,9,58.0,29.61,389662.0,221649.49013903545,835.0
149.52225301,1.88807545,1.5837,-23.27,8,73.0,30.53,392915.0,221675.79178722308,2233.0
149.92897669,2.36251538,1.5842,-23.72,10,53.0,30.66,702734.0,221702.0808212308,397.0
150.61675822,2.18870375,1.5847,-21.77,8,50.0,29.89,584339.0,221728.35724865564,666.0
149.81310004,2.12438116,1.5851,-22.35,8,82.0,30.19,541228.0,221749.36931895756,1022.0
150.19526937,1.71973947,1.5852,-21.53,8,51.0,29.24,285771.0,221754.6210770892,1881.0
150.11042655,2.54080725,1.5855,-20.72,11,61.0,29.08,817637.0,221770.37332978967,2588.0
149.96091736,2.42655036,1.5855,-21.85,17,62.0,29.81,743095.0,221770.37332978967,1607.0
149.95707396,2.41685982,1.5855,-22.29,12,62.0,30.07,736478.0,221770.37332978967,1139.0
150.16588682,1.93516113,1.5858,-21.75,11,57.0,29.48,421636.0,221786.1210512222,190.0
149.85906102,2.59636924,1.5861,-21.55,11,78.0,29.55,854606.0,221801.8642430239,2594.0
150.46837742,2.75920243,1.587,-22.76,9,60.0,29.72,959600.0,221849.06665700392,1629.0
150.45919741,2.01869778,1.5878,-22.1,11,74.0,29.88,473798.0,221890.9901824906,663.0
150.08148394,2.57566007,1.5882,-22.76,9,69.0,29.9,842846.0,221911.93989333973,1999.0
150.29456586,2.30519569,1.5882,-21.88,9,59.0,29.58,662092.0,221911.93989333973,2004.0
150.17016682,2.48112834,1.5888,-24.33,12,75.0,30.32,779600.0,221943.34940562444,2198.0
150.16002385,2.08566783,1.5901,-22.43,8,78.0,30.01,516925.0,222011.3414338154,926.0
150.09183854,2.61856971,1.5901,-23.35,12,57.0,29.98,869049.0,222011.3414338154,987.0
150.29616387,1.88208566,1.5902,-22.09,8,62.0,29.79,388396.0,222016.56808328762,941.0
149.85633827,1.92250446,1.5908,-22.96,8,62.0,29.77,415988.0,222047.91746893094,2216.0
150.13037947,1.75188861,1.5911,-21.94,18,91.0,29.73,305913.0,222063.58540726887,35.0
150.44500301,2.51823089,1.5911,-23.02,9,73.0,29.83,803529.0,222063.58540726887,1562.0
149.73027637,2.76086443,1.5919999999999999,-22.95,9,53.0,30.21,960158.0,222110.56222384554,1608.0
150.19263629,1.81220696,1.5935,-22.44,9,88.0,30.12,343992.0,222188.76702072733,2021.0
150.22677866,1.8106119999999999,1.5941,-21.8,8,72.0,29.65,343155.0,222220.01751321115,1332.0
149.48503516,1.88254577,1.5943,-23.78,9,69.0,30.69,389873.0,222230.43035708013,1085.0
149.84037205,2.15920416,1.5947,-22.69,8,79.0,30.23,564636.0,222251.2500672557,386.0
149.77659311,2.45429612,1.5957,-23.47,9,63.0,30.62,762527.0,222303.26449593258,949.0
150.07216029,1.926375,1.5959999999999999,-20.53,8,57.0,29.01,416073.0,222318.85912383476,2520.0
149.52979669,1.70883025,1.5973,-23.03,11,68.0,30.51,279178.0,222386.3841615446,1606.0
150.20648903,2.17259146,1.598,-21.92,8,71.0,29.74,573944.0,222422.70904250487,934.0
149.79536824,1.78342284,1.5989,-21.02,12,51.0,29.4,325197.0,222469.37675466557,1842.0
149.55746076,1.91821883,1.6001,-22.89,9,51.0,30.41,411437.0,222531.53795502998,1617.0
150.24857712,1.8938368000000003,1.6017,-22.12,9,51.0,29.83,395866.0,222614.30875826653,2764.0
149.98980731,2.35813933,1.6018,-23.52,9,78.0,30.03,698891.0,222619.47773398788,2402.0
149.78421908,1.88459386,1.6023,-22.01,8,80.0,30.32,390068.0,222645.3152082699,959.0
150.11492246,1.76901833,1.6026,-21.67,10,82.0,29.56,316205.0,222660.81177151256,289.0
149.80676763,2.23995739,1.6029,-22.33,8,71.0,29.83,619095.0,222676.303895715,2282.0
149.48133601,2.63419162,1.6029,-21.71,9,66.0,29.57,879945.0,222676.303895715,2431.0
150.33968874,1.88415354,1.6032,-22.42,8,72.0,30.03,389756.0,222691.79158247574,2486.0
149.52783201,1.94082598,1.6033,-23.56,10,55.0,30.45,425742.0,222696.95315890733,1866.0
149.60950075,1.92600334,1.6034,-23.08,11,65.0,29.84,416793.0,222702.1142425265,1519.0
149.90817771,2.30060618,1.6034,-22.64,8,67.0,29.96,659829.0,222702.1142425265,1363.0
150.15160654,2.23058835,1.6034,-22.37,8,55.0,29.97,612857.0,222702.1142425265,398.0
150.18097068,2.38829546,1.6035,-22.09,9,80.0,29.81,718340.0,222707.27483339253,2519.0
150.15078805,2.29020392,1.6038,-20.55,9,73.0,29.11,651753.0,222722.75365006254,285.0
150.12117271,1.75691527,1.6042,-22.25,14,69.0,29.95,308931.0,222743.3851773314,212.0
150.60052549999997,2.18593046,1.6047,-22.07,8,66.0,29.71,582265.0,222769.1635105538,984.0
150.12406779,2.44752665,1.6047,-23.45,8,56.0,30.49,757799.0,222769.1635105538,2692.0
149.58068784,2.59733582,1.6054,-21.36,8,50.0,29.72,855349.0,222805.23251534847,2557.0
150.17697017,2.39011019,1.607,-22.83,11,66.0,30.29,719662.0,222887.5855381908,312.0
150.4653957,1.99863226,1.6078,-22.14,8,54.0,30.39,461056.0,222928.71493413398,193.0
149.57266636,2.40443605,1.6079,-22.22,10,55.0,28.99,728229.0,222933.8539022958,1859.0
149.57692619999997,1.86781878,1.6082,-22.48,8,67.0,30.27,379154.0,222949.2678664176,595.0
150.34953042,2.3695795,1.6092,-23.42,9,78.0,30.49,706714.0,223000.6159107044,314.0
149.94374816,2.28983899,1.6095,-22.32,9,85.0,29.68,651985.0,223016.01077926107,594.0
149.55612144,1.88859425,1.6096,-21.59,8,91.0,29.3,392366.0,223021.1414237144,829.0
149.81673867,2.24935659,1.6096,-22.17,8,73.0,29.89,625840.0,223021.1414237144,2238.0
150.31681058,1.71534068,1.6101,-23.23,9,51.0,30.57,283152.0,223046.78731062793,1727.0
150.51441565,2.03660078,1.6104,-22.5,9,62.0,29.61,484667.0,223062.16897660386,2234.0
150.50655465,2.57677018,1.6111,-22.42,14,62.0,29.58,842172.0,223098.0424311311,1705.0
150.46069980000001,1.94879747,1.6116,-21.43,10,90.0,29.19,430114.0,223123.65167936077,2566.0
150.07974413,2.17848637,1.6117,-20.8,9,55.0,29.14,577341.0,223128.7720649812,2432.0
150.13858737,1.74346953,1.6122,-21.55,16,59.0,29.78,300694.0,223154.36667617218,62.0
149.89551919999997,2.71551546,1.6127,-22.39,8,57.0,29.8,932275.0,223179.94909786823,1503.0
149.91286430000002,2.33997851,1.6130000000000002,-21.79,8,62.0,29.75,685868.0,223195.29270296582,2511.0
150.21280586,1.82283021,1.6132,-22.3,8,75.0,30.04,350540.0,223205.51933737053,401.0
150.28251393,2.02137994,1.6134,-23.11,9,52.0,30.17,475805.0,223215.74402379172,831.0
149.82642194,2.1640243999999997,1.6141,-22.56,10,61.0,30.15,569898.0,223251.5150926324,76.0
150.25730771,1.90966362,1.6142,-23.48,8,61.0,30.03,406621.0,223256.6232989733,1041.0
150.08813596,2.6058754,1.6148,-22.53,8,59.0,30.14,861052.0,223287.2623243886,304.0
149.62748735,1.8456474999999999,1.6151,-21.84,8,83.0,29.86,364898.0,223302.5752744549,1888.0
149.50463075,2.24464904,1.6159999999999999,-22.59,8,69.0,29.65,622192.0,223348.48789294512,1874.0
149.74693357,2.15371648,1.6162,-21.78,9,59.0,29.7,560864.0,223358.68535654346,1963.0
150.36393624,1.71366942,1.6171,-22.47,10,74.0,29.69,282184.0,223404.54992961563,2718.0
149.48897077,2.59033926,1.6174,-23.21,9,67.0,30.2,851801.0,223419.82939347363,2424.0
149.47752856,2.25186675,1.6174,-22.94,11,58.0,29.81,627555.0,223419.82939347363,1176.0
150.27033427,2.11050964,1.6176,-21.99,9,50.0,29.7,532001.0,223430.01327985362,1373.0
150.25653645,2.67979685,1.6176,-22.16,8,63.0,29.59,908243.0,223430.01327985362,1890.0
150.47737168,2.38190316,1.6177,-22.23,8,61.0,30.0,714461.0,223435.1044963601,2466.0
149.5268145,2.55940571,1.618,-23.19,9,65.0,30.58,831133.0,223450.37523984088,826.0
150.12168267,1.75932086,1.6188,-22.05,12,86.0,29.55,310513.0,223491.0759217082,2358.0
149.72715334,1.91345403,1.6192,-21.93,8,78.0,29.78,408433.0,223511.41465100308,881.0
150.03421871,2.03795661,1.62,-22.89,11,63.0,30.36,485791.0,223552.06890483698,2228.0
149.45529839,2.51257012,1.6206,-22.59,10,50.0,30.17,799066.0,223582.53930562353,1893.0
150.34205461,1.93210531,1.6211,-23.0,10,72.0,30.2,420118.0,223607.9180314928,1520.0
150.41949515,2.19655155,1.6212,-21.44,8,52.0,29.77,589202.0,223612.992329201,1504.0
150.05632428,1.70023914,1.6216,-22.63,8,71.0,30.34,273795.0,223633.2846970723,2237.0
149.8640439,2.59600971,1.6217,-22.48,9,57.0,30.0,855038.0,223638.35658358812,2555.0
150.29023877,1.8049064,1.6226,-22.12,8,62.0,29.73,339918.0,223683.9818762028,1272.0
149.81740202,2.3799981,1.6227,-24.23,9,63.0,30.29,715444.0,223689.0489446578,1390.0
150.55108582,2.023132,1.6229,-22.2,8,65.0,29.65,477074.0,223699.1816371578,1724.0
149.98212781,2.102419,1.6232,-23.22,10,67.0,30.19,526965.0,223714.37706574617,1837.0
149.90540196,1.88699108,1.6232,-22.12,8,59.0,30.16,391163.0,223714.37706574617,2226.0
149.77258617,2.28607103,1.6233,-23.08,10,59.0,29.87,649810.0,223719.44124612943,1722.0
149.95092315,2.01277344,1.6241,-23.45,9,66.0,30.01,470542.0,223759.93737284795,2779.0
150.02555277,2.23764971,1.6243,-23.08,8,70.0,30.31,617702.0,223770.0565965394,1500.0
150.22291,1.89930341,1.6243,-22.23,12,59.0,29.77,399578.0,223770.0565965394,1624.0
149.86395938,2.53549841,1.6244,-21.83,8,79.0,29.58,814567.0,223775.11548750306,1506.0
150.5295873,2.75297962,1.625,-23.41,13,64.0,30.49,955739.0,223805.45874455443,1507.0
150.72921168,2.09150549,1.6253,-23.08,9,50.0,29.86,520491.0,223820.62389005156,1887.0
149.89427583,2.24054399,1.6255,-23.3,8,61.0,29.93,619912.0,223830.7315869802,1614.0
149.68684376,1.93638901,1.6257,-22.78,10,79.0,30.13,423436.0,223840.83736438875,1358.0
149.92191596,2.06073315,1.6261,-22.72,9,61.0,30.22,500380.0,223861.0431624806,2657.0
149.47634352,2.58077771,1.6262,-23.6,11,50.0,30.72,845598.0,223866.09341302022,1244.0
150.19493503,2.52799365,1.6262,-22.67,11,81.0,29.88,810212.0,223866.09341302022,1337.0
150.18675922,1.82278353,1.6264,-22.37,8,71.0,30.37,351183.0,223876.19247572072,2669.0
149.79116768,2.56417024,1.6265,-22.08,10,54.0,29.62,833798.0,223881.24128799612,508.0
150.09535371,1.70393154,1.6267,-22.3,10,88.0,29.89,275793.0,223891.33747468377,509.0
149.49226387,1.88631834,1.6272,-23.08,15,69.0,29.85,391488.0,223916.56955653982,2673.0
150.54996637,2.34412481,1.6273,-21.91,11,62.0,29.39,688774.0,223921.6145359639,2192.0
150.05461286,2.16317796,1.6274,-22.84,11,52.0,30.22,569678.0,223926.65903653912,971.0
149.7703184,1.78324946,1.6279,-21.04,9,56.0,29.44,325090.0,223951.8743586848,2322.0
150.0044737,1.89562372,1.6280000000000001,-21.88,8,54.0,29.41,396417.0,223956.91598736818,2219.0
149.64761189,1.87960962,1.6286,-22.46,10,64.0,29.89,386863.0,223987.15571404953,510.0
149.46742283,1.97575183,1.6287,-21.81,16,61.0,29.79,446913.0,223992.19399479326,1254.0
150.19098776,2.52075922,1.6287,-22.37,10,53.0,29.52,806922.0,223992.19399479326,2551.0
149.63169773,1.84187868,1.6307,-23.0,11,82.0,30.48,363072.0,224092.85929535975,207.0
149.82653872,2.15066139,1.6308,-23.65,9,55.0,30.57,558433.0,224097.88754906371,841.0
149.71359353,2.12723469,1.6315,-22.79,8,83.0,30.23,543249.0,224133.07197634745,2195.0
149.47443591,1.98482125,1.6315,-21.54,13,59.0,29.48,452259.0,224133.07197634745,2440.0
150.43175094,2.13598572,1.6316,-21.86,9,81.0,29.47,549793.0,224138.09641683605,1345.0
150.33230313,2.33208726,1.6317,-22.25,8,86.0,29.72,680839.0,224143.12038092883,2243.0
150.30234921,1.72134024,1.6323,-22.14,8,58.0,30.37,286588.0,224173.2541643562,2239.0
150.46690622,2.444914,1.6327,-21.88,8,54.0,30.11,754962.0,224193.33383259113,2559.0
150.08732861,2.55827037,1.6328,-23.48,8,75.0,30.02,830263.0,224198.35256008105,592.0
149.81274227,2.10189619,1.633,-22.4,8,71.0,29.86,526591.0,224208.3885879759,2561.0
150.56286129,2.06806717,1.6335,-22.55,9,69.0,29.65,504919.0,224233.47033569939,879.0
150.66965104,2.01185199,1.6338,-22.33,8,58.0,29.79,469114.0,224248.51368007963,2323.0
150.20247072,1.71626107,1.6340000000000001,-21.42,9,52.0,29.43,283283.0,224258.54020050602,2565.0
149.63974143,1.80195103,1.6343,-22.81,8,74.0,30.42,337738.0,224273.5764185388,844.0
149.76060938,2.54892368,1.6345,-22.14,8,67.0,29.43,824000.0,224283.59818948404,1223.0
150.08865597,2.56409302,1.6346,-21.51,9,70.0,30.14,833550.0,224288.60836280358,309.0
150.22447516,2.43301318,1.6351,-22.66,11,54.0,30.17,747590.0,224313.65211013684,1496.0
150.19405619,2.35444573,1.6351,-22.75,10,79.0,30.06,695914.0,224313.65211013684,1501.0
150.01361277,2.16066486,1.6353,-22.82,9,88.0,29.76,565907.0,224323.66628780353,1723.0
150.21250981,1.83395722,1.6355,-22.2,8,61.0,29.86,357358.0,224333.6785682827,845.0
149.83425206,2.31345193,1.6359,-21.67,10,76.0,29.36,667583.0,224353.69743948893,2678.0
149.93321944,1.90095741,1.6366,-22.28,8,67.0,30.18,400098.0,224388.71221891174,2666.0
150.13053293,1.79114182,1.6368,-22.12,8,83.0,29.84,330549.0,224398.71217869912,300.0
150.27960429,2.13861901,1.6368,-21.43,9,71.0,29.81,550238.0,224398.71217869912,2681.0
149.69548951,1.91260784,1.6369,-21.98,9,60.0,29.4,407483.0,224403.71144839106,2441.0
149.50292395,2.10303873,1.6369999999999998,-22.16,8,68.0,30.11,526946.0,224408.7102446905,2672.0
149.69227928,2.08527473,1.6373,-22.45,9,56.0,29.97,517070.0,224423.70379379822,579.0
149.49976425,1.89788974,1.6374,-23.29,9,66.0,30.31,398701.0,224428.70069709208,2225.0
150.12595931,2.59500769,1.6399,-21.28,9,79.0,29.44,855478.0,224553.46966514617,507.0
150.35111723,2.36975391,1.6411,-22.05,11,63.0,29.92,706103.0,224613.2539977517,832.0
149.70340317,2.07418789,1.6416,-22.27,10,67.0,29.95,509900.0,224638.14411207195,512.0
149.85098259999998,2.19231608,1.6416,-22.8,9,60.0,29.72,588398.0,224638.14411207195,1840.0
149.63635788,1.79210663,1.6422,-23.7,10,79.0,30.54,332040.0,224667.99671520237,576.0
150.47496346,2.35196939,1.6426,-22.09,8,62.0,29.72,697219.0,224687.88904165154,1944.0
149.84107797,2.71659118,1.6429,-21.69,8,80.0,29.69,932460.0,224702.80334932826,2240.0
150.08106388,2.15180229,1.643,-23.19,10,64.0,30.59,560062.0,224707.77384510773,840.0
149.75572862,2.53610409,1.6433,-22.09,9,65.0,29.73,814858.0,224722.6825128918,115.0
150.06737525,2.26129057,1.6440000000000001,-21.37,8,55.0,29.22,633276.0,224757.4529641685,1010.0
150.05276603,1.75310723,1.6442,-21.97,9,76.0,29.76,306340.0,224767.38315334768,2196.0
149.52708459,1.94056328,1.645,-22.69,13,91.0,29.96,425507.0,224807.0851428616,158.0
149.83733256,2.1723921,1.6452,-22.43,9,79.0,29.59,573656.0,224817.00595067375,836.0
149.77568697,2.20821764,1.6454,-22.0,8,51.0,30.03,597269.0,224826.9248835527,2769.0
149.74844351,1.89546276,1.6455,-22.51,9,73.0,30.4,396811.0,224831.88364703176,2560.0
149.50902048,2.05222211,1.6462,-21.81,8,66.0,29.64,494409.0,224866.58187466342,2222.0
149.72375299,1.9649651999999997,1.6465,-21.59,10,71.0,29.29,440133.0,224881.44551989992,2777.0
150.21350737,2.24179086,1.6466,-21.71,11,61.0,29.84,620015.0,224886.39913222103,1526.0
150.23406196,2.14525469,1.6467,-22.39,8,78.0,30.48,555501.0,224891.35227658943,1610.0
149.78095444,1.89025474,1.6478,-22.61,8,62.0,30.45,393538.0,224945.8059956903,1959.0
150.14120728,2.27979134,1.6479,-22.15,10,72.0,29.84,645789.0,224950.75352896904,513.0
150.14202242,2.58554094,1.6483,-22.44,10,70.0,30.27,848317.0,224970.5389903483,213.0
150.00260216,1.67782384,1.6487,-23.66,8,51.0,30.09,259806.0,224990.31697961828,2535.0
149.75645407,2.44963348,1.6488,-23.96,10,56.0,30.86,759342.0,224995.2603098355,1487.0
149.56308667,1.81739357,1.6489,-22.7,10,61.0,30.09,347604.0,225000.2031733236,1513.0
149.92490882,2.24902661,1.6496,-22.98,10,57.0,30.32,625686.0,225034.79015399105,514.0
149.81096707,2.5399927000000004,1.6499,-23.28,10,88.0,30.18,815271.0,225049.6061503207,588.0
149.72031724,1.98207224,1.6502,-21.6,9,54.0,29.49,450653.0,225064.4179515828,1838.0
150.4357625,1.75570231,1.6503,-23.71,9,69.0,30.12,309297.0,225069.3542866916,1481.0
150.02170274,2.31626833,1.6505,-22.09,9,66.0,29.92,669230.0,225079.22555927405,815.0
150.50638201,2.36651736,1.651,-22.74,8,73.0,29.78,701865.0,225103.89559044346,1347.0
149.49006695,2.57159909,1.6517,-22.67,8,63.0,29.68,838681.0,225138.41408424653,128.0
149.85947391,2.58094229,1.6523,-22.76,9,67.0,29.97,844822.0,225167.98322418059,2695.0
149.82132713,1.8354057000000001,1.653,-23.14,8,65.0,30.5,358753.0,225202.45940699484,2291.0
150.12565303,1.74265498,1.6541,-22.73,8,85.0,29.73,300536.0,225256.59029705467,1850.0
149.75658532,1.85141168,1.6559,-21.91,9,69.0,29.63,368520.0,225345.0470998096,1039.0
150.55664634,2.33270018,1.6565,-24.27,9,68.0,30.32,681885.0,225374.499362892,131.0
149.78475875,1.77920906,1.6568,-22.76,8,54.0,29.94,324124.0,225389.2192502711,1851.0
149.50172897,1.85553414,1.6574,-21.74,13,106.0,29.62,371105.0,225418.64654412153,220.0
149.58646817,2.5912055,1.6577,-22.51,8,50.0,30.41,851498.0,225433.3539535574,585.0
149.76948996,2.2745171,1.6581,-21.73,9,56.0,29.4,642550.0,225452.9573676266,2536.0
150.49921669,2.57735131,1.6582,-22.46,9,62.0,29.62,842373.0,225457.85706701328,1452.0
149.63657126,2.09225639,1.6587,-22.11,8,50.0,29.72,520424.0,225482.3486419045,2297.0
149.91291202,2.07098048,1.6593,-21.76,8,72.0,30.1,506539.0,225511.72331051267,1953.0
150.13918983,2.22757411,1.6595,-22.42,16,93.0,29.96,611000.0,225521.51117861108,216.0
150.09821111,1.71230319,1.6604,-21.9,8,76.0,29.39,280940.0,225565.53378025754,139.0
149.81416104,2.14590342,1.6614,-23.27,9,51.0,30.46,556828.0,225614.4040516609,2215.0
150.02654074,2.24084401,1.6615,-23.75,9,70.0,30.12,620546.0,225619.28854904277,511.0
150.14083303,1.80299158,1.6626,-22.33,8,79.0,30.35,338080.0,225672.9876895529,1729.0
150.51955455,1.92615597,1.6632,-23.64,9,53.0,30.36,416245.0,225702.25470916153,1839.0
149.49393277,1.8682076,1.6634,-21.74,8,66.0,29.67,379219.0,225712.00671129415,200.0
150.5059903,2.36488714,1.6638,-22.35,9,66.0,29.73,705259.0,225731.50521156687,323.0
150.16986751,2.60551155,1.6641,-21.52,8,60.0,29.42,860150.0,225746.12427249172,2775.0
149.71262634,1.75693447,1.6652,-22.24,9,72.0,29.88,308941.0,225799.69221628454,2197.0
150.14531977,2.27982127,1.6653,-20.79,9,50.0,29.04,645626.0,225804.559281927,2220.0
149.94316522,1.96398686,1.6665,-23.12,9,57.0,29.87,439949.0,225862.92838692438,2739.0
150.00631159,2.08474896,1.6674,-22.49,8,78.0,29.63,515830.0,225906.66202226942,2326.0
149.90939053,2.13911092,1.6675,-22.4,8,66.0,30.08,551415.0,225911.51903170682,2302.0
149.93121941,1.96860075,1.6684,-22.35,9,50.0,30.07,442718.0,225955.2115816596,2738.0
149.76615488,2.53452205,1.6684,-24.05,14,83.0,30.19,814765.0,225955.2115816596,1187.0
149.87180351,2.34507421,1.6687,-22.24,10,55.0,29.52,689464.0,225969.76755520175,2230.0
149.6642069,1.87150941,1.6689,-23.35,9,66.0,30.73,382055.0,225979.46925833108,933.0
149.50276881,1.85469285,1.6693,-22.31,10,64.0,30.07,370819.0,225998.86719637777,2553.0
149.85223091,2.7240678,1.6693,-21.49,8,62.0,29.46,937345.0,225998.86719637777,2682.0
149.65612046,1.78162378,1.6697,-21.32,8,55.0,29.27,323854.0,226018.25784635457,1341.0
150.35087584,2.36385119,1.6716,-22.67,8,60.0,29.69,701996.0,226110.26401211097,501.0
149.77927242,1.77270529,1.6716,-22.28,10,73.0,29.74,320146.0,226110.26401211097,824.0
149.63911504,1.8451259999999998,1.6728,-22.66,8,85.0,29.69,364969.0,226168.28865280256,1710.0
150.38059788,1.90166714,1.6736,-22.58,8,59.0,29.67,400476.0,226206.93545129706,1949.0
150.20745031,2.56739638,1.6782,-21.14,9,55.0,29.21,835490.0,226428.59252346575,2464.0
150.02051924,2.19466264,1.6782,-22.25,10,67.0,29.67,588370.0,226428.59252346575,502.0
150.09242871,1.7206328000000002,1.6793,-22.34,8,87.0,30.39,286118.0,226481.45597648597,1937.0
150.71781567,1.9285401999999998,1.6797,-23.63,9,50.0,30.08,418617.0,226500.66554228455,1861.0
149.81575619,2.23688678,1.68,-21.88,10,56.0,30.0,616753.0,226515.06799217834,2205.0
149.92891648,2.14437231,1.6816,-21.72,9,52.0,29.63,554315.0,226591.8127281364,2665.0
149.73478529,2.26470321,1.6835,-23.85,8,54.0,30.12,636620.0,226682.79785354962,1935.0
149.58487397,1.95571017,1.6845,-22.22,9,100.0,29.85,434605.0,226730.61979113967,2190.0
149.64635547,1.79993925,1.6851,-21.76,9,69.0,29.72,336157.0,226759.29147584637,2767.0
150.28500994,2.22250221,1.6871,-23.13,8,83.0,30.3,607531.0,226854.7475846632,1286.0
150.33329671,2.60603679,1.6873,-22.24,8,54.0,30.18,860377.0,226864.2833763079,1331.0
150.1097466,1.7409133,1.6877,-21.81,8,93.0,29.99,298974.0,226883.3496091299,2658.0
149.99108136,2.27355346,1.6892,-22.04,8,74.0,29.82,641165.0,226954.78449790046,499.0
149.86879618,2.74745955,1.6895,-23.0,9,50.0,29.83,951052.0,226969.059457458,1917.0
150.68653341,2.42768674,1.69,-22.92,9,52.0,30.12,744425.0,226992.84216240692,2774.0
149.769443,1.91330739,1.6906,-22.77,8,73.0,30.31,408502.0,227021.36674080906,1870.0
150.00268747,2.34568768,1.6918,-22.9,8,61.0,30.06,690016.0,227078.36793817588,2214.0
150.11440629,1.78777124,1.692,-21.33,8,88.0,29.98,328144.0,227087.8619256619,644.0
149.93399854,2.29398245,1.6921,-21.94,8,76.0,29.54,654722.0,227092.60825421804,1043.0
150.72809053,2.21648748,1.6925,-23.05,11,69.0,30.06,603286.0,227111.58913508378,1451.0
149.82394538,2.15772966,1.6926,-24.08,9,58.0,30.25,565211.0,227116.33324722204,642.0
149.64803403,1.79478602,1.6926,-24.1,11,54.0,30.28,333887.0,227116.33324722204,287.0
150.06129773,2.16734417,1.6947,-22.72,9,95.0,30.34,570283.0,227215.85732029675,1450.0
150.39897458,2.1662042,1.695,-22.01,8,56.0,28.45,568612.0,227230.05912065494,2468.0
150.55214681,2.34247137,1.6952,-22.82,9,53.0,29.74,687673.0,227239.52477810252,1148.0
149.58050843,1.71601021,1.6961,-22.37,9,60.0,29.95,283364.0,227282.0983750142,2300.0
149.53833299,1.89802791,1.6983,-22.01,8,53.0,29.54,398358.0,227386.01676043856,2080.0
149.51024306,1.91075276,1.6986,-22.87,9,61.0,30.44,406028.0,227400.17093107855,2261.0
149.60003704,1.8907121999999998,1.6986,-22.64,9,77.0,29.67,393746.0,227400.17093107855,618.0
149.79115477,1.79753768,1.7003,-21.37,12,74.0,29.88,335050.0,227480.30313859705,2186.0
149.80308046,1.80634707,1.7007,-21.25,10,73.0,29.26,340129.0,227499.139323079,2736.0
150.30542821,1.72707668,1.7017,-21.72,8,58.0,29.42,290165.0,227546.1990673932,2295.0
149.80185199,1.79488232,1.7018,-22.93,8,52.0,29.96,333741.0,227550.9026297754,1016.0
149.84917857,2.07363751,1.702,-22.11,9,61.0,29.82,509077.0,227560.30843954778,1716.0
149.50011532,1.89513446,1.7023,-21.52,10,66.0,29.46,396513.0,227574.4138675005,2208.0
149.83953049,2.23524304,1.7024,-22.39,9,62.0,30.37,615891.0,227579.1148005695,1308.0
150.09030854,2.15858049,1.7026,-22.81,10,84.0,30.01,564647.0,227588.5153526443,1310.0
150.59717101,2.61209874,1.7034,-22.29,8,64.0,29.94,864575.0,227626.1000476602,2211.0
150.1484232,1.85938237,1.704,-23.69,8,54.0,30.41,374891.0,227654.27019151603,1926.0
150.0564458,2.17836668,1.7046,-20.82,9,60.0,29.06,577454.0,227682.42459566594,2550.0
150.03470399,2.14289995,1.7047,-21.0,8,80.0,29.43,553185.0,227687.11546688862,2732.0
150.54642762,2.54366838,1.705,-21.59,8,69.0,30.02,819225.0,227701.18545963848,2689.0
150.07941953,2.69369614,1.7054,-23.59,8,65.0,30.05,918503.0,227719.93933641427,1726.0
150.10803312,2.44431585,1.7058,-21.32,10,72.0,29.54,754312.0,227738.6862292812,1748.0
149.47418258,2.26209812,1.7067,-22.11,8,56.0,29.65,634243.0,227780.8412203336,943.0
149.81141156,1.85551999,1.7068,-22.26,8,70.0,30.04,370996.0,227785.5229284085,953.0
150.35809362,2.38162048,1.7079,-21.45,8,55.0,29.65,713969.0,227836.9929672941,2728.0
150.26265652,2.01778376,1.7084,-23.89,9,82.0,30.5,473454.0,227860.37102691867,1715.0
150.663497,2.32681294,1.7086,-20.8,8,54.0,29.11,676032.0,227869.71920571386,2730.0
149.70057569,1.69514265,1.7087,-22.18,9,51.0,29.77,271078.0,227874.39264280433,2212.0
150.25483532,1.81029447,1.7089,-23.09,11,69.0,30.14,343118.0,227883.7382126267,1714.0
150.63433272,2.39657241,1.7089,-23.1,9,55.0,30.13,723763.0,227883.7382126267,1037.0
150.15807707,2.20096948,1.7092,-22.01,9,66.0,29.94,592817.0,227897.75330723063,2532.0
149.93078931,1.9584378,1.7097,-22.2,9,50.0,29.78,436356.0,227921.10310796456,2735.0
149.97488717,2.69839296,1.7099,-22.46,12,61.0,29.6,920554.0,227930.4399878546,292.0
149.63388195,1.82867477,1.7122,-21.92,9,75.0,30.06,354299.0,228037.6893795509,506.0
149.63045060000002,1.94836253,1.7136,-21.4,10,65.0,29.4,429599.0,228102.8594267039,2533.0
149.8730306,1.90787664,1.7141,-23.09,11,68.0,29.84,404743.0,228126.11390175036,1354.0
150.46369543,2.37204283,1.7143,-21.67,8,74.0,29.51,707655.0,228135.41266704595,2265.0
150.01773351,2.16302671,1.7153,-22.86,8,50.0,30.15,567132.0,228181.88058457532,969.0
149.64881595,1.76960129,1.7159,-22.69,9,58.0,29.93,317248.0,228209.7406225343,1532.0
150.08789616,2.06932121,1.7165,-22.03,8,79.0,29.91,507476.0,228237.58513944648,2251.0
149.60175251,1.92150626,1.7173,-22.41,8,85.0,30.17,413513.0,228274.68703703638,2439.0
149.82909984,2.15947478,1.7178,-23.06,10,76.0,30.05,565609.0,228297.8617323436,1318.0
150.38961148,2.51122837,1.7183,-21.96,9,52.0,29.94,797638.0,228321.02567316167,2749.0
