ra,dec,redshift,brightness,richness,total_N,gal_id,cluster_id
150.73623212,2.68722902,1.75,-23.03,9.0,53.0,913458.0,4045.0
150.30039017,2.32668012,1.7501,-21.55,8.0,55.0,676320.0,5091.0
149.64259786,2.64511981,1.7502,-22.59,11.0,63.0,886270.0,4735.0
149.94115637,1.91796304,1.7507,-22.44,8.0,70.0,410793.0,4337.0
150.2669847,2.13184038,1.7509,-21.92,9.0,65.0,545973.0,6455.0
150.01149236,2.57872781,1.7517,-21.81,8.0,69.0,843099.0,5916.0
150.32567325,2.59550444,1.7523,-23.27,11.0,55.0,854470.0,5068.0
149.68015011,2.07142833,1.7535,-22.41,11.0,58.0,506989.0,2285.0
149.64964733,1.79212789,1.7538,-22.3,8.0,64.0,331126.0,5054.0
149.97936557,1.98031003,1.754,-22.19,9.0,51.0,449555.0,1417.0
150.27837668,2.12469897,1.7548,-22.84,13.0,66.0,543631.0,1411.0
150.16852301,2.21742335,1.7558,-21.89,11.0,85.0,603635.0,2288.0
150.03748624,2.27186345,1.7559,-23.25,8.0,51.0,641971.0,3966.0
150.0146234,2.08131185,1.7582,-21.97,8.0,80.0,513330.0,3108.0
149.66149319,1.80010187,1.7583,-21.66,8.0,54.0,336137.0,3147.0
149.76925348,2.11773816,1.7587,-21.75,8.0,65.0,538936.0,6646.0
149.84147174,2.33567754,1.7591,-22.8,8.0,56.0,683010.0,5948.0
149.66316548,2.00027189,1.7594,-23.46,8.0,64.0,463627.0,6068.0
150.71486133,2.21086479,1.7595,-22.96,8.0,53.0,599171.0,5153.0
149.69632412,2.10284852,1.7603,-21.65,8.0,62.0,526892.0,2035.0
150.31272385,1.71750801,1.7604,-23.0,8.0,65.0,284267.0,5085.0
149.64023728,1.84739718,1.7604,-23.19,9.0,80.0,367136.0,3130.0
149.87317007,1.91320378,1.7604,-23.61,8.0,73.0,408508.0,6014.0
149.98099582,2.50145044,1.7613,-22.6,8.0,62.0,791499.0,5975.0
149.48920386,1.82972969,1.7615,-21.87,8.0,56.0,355092.0,3402.0
150.02897085,1.91320608,1.7615,-23.22,11.0,79.0,408494.0,6670.0
149.8041439,2.5163830000000003,1.7621,-21.79,8.0,81.0,801278.0,833.0
150.44405231,2.58986623,1.7629,-22.33,10.0,60.0,850938.0,5387.0
150.31760745,1.73642546,1.7634,-21.12,8.0,63.0,295868.0,2040.0
150.69713788,2.61037942,1.7638,-22.47,10.0,57.0,863847.0,2046.0
150.60255725,2.08676589,1.764,-22.06,8.0,57.0,516821.0,4289.0
149.55330495,1.94060658,1.7641,-22.92,8.0,77.0,425532.0,6643.0
150.32267477,1.7223800999999999,1.7655,-22.45,10.0,69.0,287035.0,1692.0
149.74666743,1.81022079,1.7665,-21.81,9.0,56.0,343190.0,5520.0
150.21948563,2.20178086,1.7666,-22.63,8.0,61.0,593094.0,6607.0
149.50291717,2.54150714,1.7668,-22.15,10.0,63.0,818938.0,5419.0
149.92565553,2.08597672,1.767,-21.79,9.0,52.0,516262.0,5177.0
149.67963835,2.38027926,1.767,-22.12,11.0,63.0,713176.0,4423.0
150.17701785,2.2552342999999997,1.7678,-23.29,11.0,68.0,629636.0,1450.0
149.9846426,1.95997999,1.7679,-21.23,8.0,80.0,436637.0,6975.0
149.57493153,1.82330637,1.7687,-22.66,10.0,54.0,351199.0,5474.0
149.95763931,1.94728393,1.7688,-22.71,9.0,79.0,429082.0,7068.0
150.29155707,1.98699166,1.7692,-21.55,8.0,60.0,453223.0,6729.0
149.68993329,2.24170778,1.7694,-22.27,8.0,76.0,620642.0,3463.0
149.78279656,1.68941393,1.7701,-22.85,10.0,60.0,266969.0,7074.0
149.76170494,1.8496468999999998,1.7704,-22.2,9.0,73.0,367450.0,3422.0
150.06127859,2.16992042,1.7711,-22.83,8.0,83.0,572291.0,2129.0
149.59774091,1.82363267,1.7712,-22.33,9.0,70.0,351830.0,2894.0
150.00982358,2.6578958,1.7717,-22.9,8.0,63.0,894141.0,2895.0
149.9896017,1.76953846,1.7723,-21.77,8.0,57.0,316403.0,3599.0
149.83920808,2.22352806,1.7725,-23.22,8.0,74.0,608667.0,836.0
150.09320795,2.18162322,1.7727,-21.83,10.0,99.0,579303.0,1440.0
150.28810478,1.92443441,1.7728,-21.59,9.0,78.0,414714.0,5928.0
149.57567084,1.98898281,1.7729,-21.53,8.0,67.0,454509.0,1705.0
150.32665396,2.34400325,1.7730000000000001,-23.03,11.0,76.0,689174.0,5330.0
150.13357149,2.3703814999999997,1.7733,-23.22,9.0,64.0,707472.0,1437.0
149.50849507,2.42769527,1.7735,-22.5,10.0,75.0,743805.0,5037.0
149.56270598,2.65849682,1.7736,-22.17,8.0,54.0,894862.0,2907.0
149.59533639,2.00607426,1.7739,-22.22,8.0,53.0,465507.0,1703.0
149.69733611,2.07843848,1.7747,-22.95,10.0,97.0,512400.0,6185.0
149.85448011,2.557604,1.7748,-22.07,8.0,75.0,829142.0,7071.0
149.98454246,2.0169361,1.775,-22.58,9.0,95.0,472221.0,5354.0
149.66267504,2.24742198,1.775,-22.27,11.0,67.0,623844.0,2899.0
150.07168139,2.56526901,1.7752,-22.28,9.0,72.0,834141.0,5090.0
150.30428298,2.23050926,1.7756,-22.6,8.0,69.0,612891.0,3149.0
150.06979259,2.1956578999999996,1.7757,-21.5,8.0,66.0,589281.0,2116.0
149.99308339,2.0439331000000003,1.7775,-22.75,13.0,77.0,489220.0,5345.0
150.05806196,1.71150357,1.7789,-22.89,14.0,58.0,281228.0,4649.0
150.37608478,2.44525638,1.7793,-22.65,10.0,65.0,755228.0,6826.0
149.66143266,1.72158372,1.7796,-22.4,9.0,83.0,286774.0,4223.0
150.07841384,2.25900054,1.7801,-23.04,13.0,75.0,631929.0,719.0
150.15027338,2.19495588,1.7803,-22.91,12.0,73.0,588765.0,2933.0
149.65483909,2.64212323,1.7804,-22.28,9.0,50.0,884438.0,5166.0
149.54066277,1.90352948,1.7807,-21.14,8.0,61.0,401456.0,4832.0
149.88878453,1.90201526,1.7809,-22.92,8.0,65.0,401342.0,6156.0
150.06667268,1.76362974,1.781,-21.51,8.0,97.0,313369.0,4681.0
149.94190434,1.9108581999999998,1.7815,-21.6,8.0,71.0,406094.0,782.0
149.95267756,2.02602765,1.7816,-23.13,12.0,77.0,478096.0,1487.0
150.00783002,2.14815844,1.7817,-22.22,9.0,76.0,557292.0,4880.0
149.75037029,1.87582508,1.7827,-22.44,8.0,93.0,385535.0,2080.0
149.56082367,2.66963384,1.7830000000000001,-22.83,13.0,62.0,901775.0,5065.0
149.97046676,1.86908727,1.7834,-21.87,9.0,58.0,379711.0,1470.0
150.13949396,2.19071957,1.7847,-22.46,9.0,51.0,586391.0,2082.0
149.76630026,1.87398449,1.7853,-21.94,11.0,91.0,383191.0,1686.0
149.72279211,2.67760176,1.7854,-22.18,8.0,61.0,907077.0,2927.0
150.06115122,2.19804386,1.7856,-22.9,10.0,95.0,591188.0,1676.0
150.26380767,2.15935114,1.7863,-22.25,9.0,75.0,564881.0,6824.0
149.92105675,2.35005035,1.7864,-22.77,9.0,61.0,692633.0,7069.0
150.46892401,2.39430548,1.7865,-21.02,8.0,61.0,721845.0,2924.0
149.76837205,2.22024984,1.7874,-23.54,8.0,73.0,606047.0,6200.0
150.57375253,2.02331477,1.7875,-22.62,9.0,67.0,476932.0,5932.0
149.82412596,2.17589909,1.7875,-22.09,14.0,65.0,576024.0,375.0
150.56003104,2.11616998,1.7877,-21.8,8.0,70.0,535637.0,5559.0
150.22015609,2.12671728,1.7878,-20.86,8.0,80.0,542458.0,2075.0
150.00023905,2.2656297000000003,1.7886,-22.51,11.0,77.0,636184.0,1675.0
150.45120345,2.01122732,1.7887,-22.57,9.0,63.0,469424.0,5035.0
150.06292593,1.74364311,1.7888,-22.36,9.0,67.0,300504.0,2100.0
149.78654198,2.1710990000000003,1.7898,-22.34,8.0,72.0,574266.0,3515.0
150.10798842,2.33773152,1.79,-21.61,8.0,72.0,684155.0,2106.0
150.32571039,1.74500973,1.7903,-21.78,8.0,71.0,301168.0,2851.0
149.73125329,2.08110478,1.7909,-23.23,10.0,64.0,514372.0,1096.0
149.95576006,1.97645047,1.7914,-24.27,8.0,83.0,448017.0,2103.0
149.828629,2.16257673,1.7918,-22.01,10.0,66.0,568794.0,795.0
150.0866507,2.33512319,1.7919999999999998,-21.74,8.0,107.0,682520.0,5083.0
150.01101482,1.76282297,1.7921,-23.17,10.0,77.0,312286.0,2089.0
149.84558777,1.82176551,1.7922,-21.86,9.0,66.0,350343.0,6595.0
150.06738021,2.07168086,1.7925,-22.05,13.0,80.0,508217.0,4262.0
150.27517594,2.22085887,1.7930000000000001,-21.92,11.0,77.0,605792.0,2095.0
150.00275509,2.04791683,1.7930000000000001,-22.53,10.0,69.0,491763.0,5944.0
149.8492671,1.91456123,1.7936,-22.31,9.0,98.0,409278.0,2857.0
149.56315541,2.21789626,1.794,-22.39,8.0,50.0,604056.0,7038.0
150.15080648,2.34648131,1.7945,-22.52,13.0,67.0,690546.0,5924.0
150.39729082,2.15689983,1.7952,-23.01,9.0,53.0,563825.0,4138.0
150.35616314,1.69499935,1.7953,-21.67,9.0,57.0,269855.0,2835.0
150.13128591,2.02379024,1.7954,-22.5,13.0,89.0,476785.0,1103.0
150.25842642,2.14666922,1.7957,-22.81,9.0,82.0,556391.0,3308.0
149.86078379,1.83662287,1.7958,-22.83,14.0,56.0,360637.0,4327.0
149.82076564,2.18046595,1.796,-22.92,13.0,101.0,579041.0,444.0
150.55148887,2.30140416,1.7962,-21.97,9.0,52.0,659970.0,7052.0
150.02935278,2.32730198,1.7963,-21.51,8.0,80.0,676788.0,899.0
150.05007322,1.74068268,1.7963,-21.34,10.0,57.0,298452.0,6665.0
149.69344382,2.09406,1.7964,-21.47,8.0,51.0,521362.0,6163.0
149.77711892,1.90329261,1.7968,-22.15,10.0,66.0,402958.0,6147.0
149.62321901,2.24767753,1.7974,-21.32,9.0,65.0,623762.0,2838.0
150.29097401,2.26210842,1.7976,-23.28,9.0,55.0,634151.0,2843.0
150.09344281,2.28185782,1.7979,-21.6,8.0,109.0,646620.0,2569.0
149.68771777,2.21337309,1.798,-21.38,8.0,88.0,600571.0,5165.0
150.14942662,2.73571407,1.7981,-22.62,9.0,59.0,944936.0,4026.0
150.43466940000002,2.15328889,1.7984,-21.32,8.0,78.0,560579.0,7080.0
150.65517036,2.17204874,1.7993,-23.23,10.0,58.0,573530.0,4657.0
149.84525433,1.89891827,1.7997,-22.04,11.0,87.0,399050.0,2602.0
150.1721096,2.24516834,1.8006,-22.18,10.0,62.0,622523.0,1693.0
149.5813534,2.59470346,1.8008,-21.99,8.0,67.0,853428.0,5733.0
150.36667233,2.35135244,1.8018,-21.81,9.0,74.0,693228.0,4426.0
149.96317508,1.98347515,1.8019,-23.09,13.0,70.0,452057.0,4823.0
150.13776993,2.16629028,1.8028,-23.03,10.0,107.0,569923.0,2618.0
150.00670705,2.16511041,1.8030000000000002,-21.06,8.0,72.0,568017.0,556.0
150.1837686,2.36771027,1.8037,-22.73,8.0,75.0,705019.0,6577.0
150.10909687,2.29432429,1.8037,-22.99,9.0,105.0,655219.0,2889.0
150.21638124,2.12365028,1.8037,-21.36,8.0,68.0,540344.0,2645.0
150.07459026,2.15674872,1.8046,-22.6,8.0,110.0,563341.0,5082.0
150.37051226,2.0313079,1.8047,-22.52,8.0,62.0,481183.0,6601.0
150.07587695,2.21166954,1.8047,-23.4,10.0,51.0,600465.0,4287.0
150.29974221,1.78033282,1.8048,-21.7,8.0,67.0,323421.0,7089.0
150.32767395,2.10816949,1.8052,-22.27,8.0,90.0,530938.0,6739.0
150.03106155,2.32582231,1.8053,-21.84,13.0,81.0,675693.0,1630.0
149.76105161,2.65371873,1.8062,-22.75,11.0,59.0,891814.0,4970.0
150.03512363,2.29830624,1.8067,-22.16,8.0,80.0,657583.0,3393.0
150.52502614,2.3878566,1.8068,-22.72,8.0,67.0,718462.0,2870.0
149.73194080000002,2.17364054,1.8081,-21.49,9.0,101.0,574121.0,6966.0
149.82611355,2.72191162,1.8082,-22.78,11.0,55.0,936611.0,1654.0
150.03629547,2.34528519,1.8083,-22.83,8.0,61.0,689636.0,575.0
149.63813354,1.78189335,1.8085,-21.65,11.0,66.0,324341.0,1039.0
150.3436395,2.10177575,1.8087,-22.31,9.0,80.0,526237.0,4335.0
150.32682549999998,2.32402176,1.8089,-21.3,8.0,80.0,674656.0,3817.0
150.50054054,2.52228412,1.8090000000000002,-21.76,13.0,89.0,805630.0,5052.0
150.60480136,2.3216616,1.8092,-22.59,8.0,74.0,672899.0,6194.0
150.35986235,2.26914649,1.8104,-22.3,9.0,72.0,638392.0,5982.0
150.34785252,2.12938902,1.8104,-22.68,8.0,77.0,544580.0,3006.0
150.22669321,2.21568093,1.8109,-22.34,8.0,88.0,602595.0,6190.0
150.55310629,2.10339443,1.8111,-22.38,8.0,78.0,527327.0,6149.0
150.06453614,2.21214605,1.8113,-23.29,13.0,79.0,599953.0,1643.0
150.32128709,2.35776812,1.8114,-22.12,10.0,71.0,697564.0,3489.0
150.58335373,2.08903201,1.8119,-24.28,8.0,67.0,519343.0,4669.0
149.57163708,2.71160489,1.8119,-21.53,8.0,60.0,929257.0,6800.0
150.3786669,2.13356274,1.8128,-21.89,8.0,103.0,547305.0,3496.0
149.95075612,1.9563656999999999,1.8133,-22.72,9.0,80.0,435164.0,489.0
149.96650084,2.34028213,1.8137,-23.43,8.0,85.0,686447.0,3256.0
150.61109831,2.43729808,1.8141,-22.18,9.0,50.0,750155.0,4852.0
150.34927425,2.10794813,1.8146,-23.11,9.0,56.0,530148.0,2436.0
150.24691749,2.28863698,1.8146,-23.35,10.0,72.0,651173.0,5039.0
149.73943297,2.07187995,1.8156,-21.84,10.0,83.0,507666.0,1797.0
149.93586359,2.04837517,1.8157,-22.55,8.0,58.0,491961.0,4671.0
150.01986794,2.2876822,1.8157,-23.28,11.0,63.0,650590.0,3734.0
150.16301534,2.25037599,1.8162,-21.42,10.0,68.0,625529.0,2422.0
150.57550435,2.69930796,1.8162,-22.16,10.0,62.0,921472.0,5066.0
150.00021345,2.1332451,1.8162,-22.33,10.0,89.0,546895.0,1779.0
150.12600930000002,2.30807413,1.8169,-21.99,12.0,52.0,664099.0,1212.0
150.26863844,2.21797402,1.817,-22.99,10.0,82.0,603866.0,5173.0
149.9743415,2.37332928,1.8171,-20.92,8.0,77.0,707758.0,6983.0
149.59886368,1.99512436,1.8179,-22.45,12.0,84.0,459129.0,4320.0
150.28674396,2.09569539,1.8183,-23.37,9.0,82.0,522902.0,3510.0
149.82118423,2.17484342,1.8191,-21.56,11.0,85.0,575046.0,4355.0
150.11479985,1.96855432,1.8194,-23.08,9.0,90.0,442497.0,2338.0
149.63229762,2.26123567,1.8195,-22.32,9.0,59.0,633469.0,5662.0
150.00726509,2.29773808,1.8201,-22.83,11.0,72.0,657153.0,1108.0
150.05186476,2.19011819,1.8204,-21.98,9.0,83.0,584944.0,761.0
149.55657108,2.017877,1.821,-22.42,8.0,58.0,472900.0,3033.0
150.01978075,2.34116887,1.8212,-22.43,8.0,55.0,686661.0,6434.0
150.32116289,2.31397206,1.8218,-22.09,13.0,64.0,668028.0,3908.0
150.00573461,2.26270292,1.8221,-21.87,11.0,101.0,634118.0,1114.0
150.49758838,2.53598247,1.8222,-22.63,12.0,95.0,814753.0,1146.0
150.56618149,2.0136155,1.8229,-22.66,10.0,76.0,470940.0,6823.0
149.68196785,1.9023154999999998,1.8229,-22.5,10.0,61.0,401078.0,5973.0
150.41819243,2.09222174,1.8236,-23.94,10.0,76.0,520914.0,2376.0
150.08089778,2.70417682,1.8236,-23.06,9.0,68.0,925385.0,5613.0
150.34555066,2.34210261,1.824,-22.44,15.0,55.0,687210.0,516.0
150.66252241,2.17075929,1.8248,-22.04,8.0,73.0,572325.0,5614.0
150.69387903,2.37063632,1.8255,-22.88,10.0,52.0,706467.0,6617.0
150.02012598,1.9087797999999998,1.8256,-21.89,10.0,78.0,404900.0,7065.0
150.51442001,2.45709611,1.8258,-20.83,8.0,60.0,762643.0,2941.0
149.6434845,2.19334728,1.8261,-22.79,11.0,58.0,587548.0,1221.0
150.05956947,2.71814517,1.8263,-22.28,8.0,73.0,933708.0,5602.0
149.62383303,1.84042678,1.8263,-22.43,8.0,60.0,361997.0,1588.0
150.11300881,1.9819572,1.827,-22.15,12.0,69.0,450628.0,4625.0
150.10402803,1.69612521,1.8272,-21.77,8.0,71.0,271079.0,3139.0
149.99132083,2.04340239,1.8273,-22.73,10.0,103.0,489050.0,1157.0
149.56366686,2.66645021,1.8284,-22.07,10.0,68.0,899574.0,6972.0
150.07781881,2.59773403,1.8295,-21.41,8.0,61.0,855711.0,6004.0
150.16277485,2.19601687,1.8307,-22.82,9.0,103.0,589408.0,2451.0
149.91538066,2.14433842,1.8317,-21.71,8.0,77.0,554260.0,6816.0
149.96515391,1.85505972,1.8319,-20.62,9.0,59.0,370381.0,6882.0
150.26713392,2.32322595,1.8330000000000002,-22.23,10.0,66.0,674001.0,1603.0
150.32475467,2.30417438,1.8332,-23.31,9.0,73.0,662957.0,4244.0
150.1629476,2.35058091,1.8333,-20.96,8.0,60.0,692960.0,1611.0
149.69556874,1.69153576,1.8353,-22.51,9.0,77.0,268689.0,6970.0
149.87538615,2.66011797,1.8354,-22.14,8.0,67.0,896073.0,3481.0
149.71913472,2.22537058,1.8355,-21.91,10.0,57.0,609096.0,5625.0
150.16579504,2.19441983,1.837,-22.74,10.0,60.0,588371.0,2476.0
149.90766875,2.3589179,1.8379,-23.24,10.0,70.0,698761.0,1127.0
149.81663772,1.89356015,1.8387,-21.98,8.0,54.0,395766.0,3132.0
149.95591158,1.95823798,1.8394,-21.65,12.0,55.0,435559.0,5192.0
149.77211307,2.05357,1.8399,-23.07,10.0,58.0,495709.0,2991.0
150.70324066,1.93384885,1.84,-21.91,9.0,51.0,421082.0,6750.0
149.64075252,1.7862163,1.8402,-22.24,11.0,78.0,326550.0,5122.0
150.65918430000002,2.16964422,1.8404,-22.92,12.0,73.0,572028.0,4634.0
150.00632466,2.29462067,1.8405,-22.63,8.0,73.0,654860.0,2445.0
150.28845632,2.32339478,1.8407,-21.33,8.0,87.0,673519.0,4613.0
150.00987982,2.18191338,1.8407,-22.18,11.0,91.0,579556.0,2993.0
150.25722492,2.22086818,1.8411,-22.64,9.0,80.0,606632.0,6968.0
150.06223957,1.75378834,1.8411,-23.19,8.0,68.0,307130.0,5676.0
150.10594739,2.69098999,1.8411,-23.09,9.0,60.0,916406.0,1154.0
150.08200478,2.24170691,1.8411,-21.95,14.0,80.0,619853.0,4072.0
150.47684557,2.54438823,1.8412,-22.61,8.0,87.0,820198.0,2452.0
149.87255649,2.54512137,1.8416,-21.06,9.0,61.0,820556.0,6046.0
149.93914803,1.92309389,1.8422,-22.55,10.0,50.0,414577.0,5637.0
149.63737671,2.75538847,1.8428,-22.22,9.0,62.0,956279.0,3576.0
150.11531412,2.11572613,1.8442,-23.28,12.0,82.0,535369.0,1170.0
150.13359733,2.16981448,1.8445,-22.2,9.0,62.0,571554.0,962.0
150.562543,2.04809399,1.8451,-21.95,8.0,53.0,492085.0,568.0
150.04069996,2.19834985,1.8455,-23.34,8.0,71.0,591022.0,4321.0
149.59301388,2.48717736,1.8459999999999999,-22.82,8.0,64.0,782594.0,6121.0
150.04643148,2.26709413,1.8464,-22.02,11.0,105.0,637112.0,3350.0
150.16729386,2.2960247000000003,1.8471,-21.3,8.0,83.0,655718.0,4557.0
150.17924562,2.23369228,1.8476,-21.58,9.0,60.0,614898.0,1921.0
150.23746684,2.20388891,1.8479,-21.03,9.0,67.0,594051.0,2368.0
150.0038155,2.15072322,1.848,-22.35,10.0,76.0,558716.0,3346.0
150.02984706,2.67971735,1.8481,-22.14,10.0,75.0,909406.0,6168.0
150.08418669,2.22975029,1.8485,-20.99,8.0,85.0,611754.0,3029.0
149.98789927,2.37311204,1.8488,-22.58,8.0,59.0,708277.0,3427.0
150.10803483,2.04678124,1.8491,-22.74,9.0,71.0,491149.0,5267.0
150.50580931,2.49781986,1.8498,-22.39,8.0,82.0,789278.0,4603.0
150.34135018,2.06203467,1.8502,-21.83,8.0,89.0,501124.0,3019.0
149.9067185,2.67072358,1.8507,-23.26,10.0,65.0,903145.0,2347.0
150.12193121,2.1792349,1.8512,-23.91,8.0,78.0,578724.0,1815.0
149.90791074,2.13515742,1.8514,-22.66,8.0,88.0,548370.0,5965.0
150.29301788,2.13491973,1.8519999999999999,-22.82,13.0,68.0,548847.0,6001.0
150.25840763,2.2927037999999995,1.8523,-21.65,10.0,84.0,653502.0,3055.0
150.08344616,2.28577881,1.8526,-22.85,10.0,98.0,649594.0,5720.0
150.34985514,1.812898,1.8533,-23.1,9.0,75.0,344584.0,3042.0
149.85230072,2.5497874,1.8538,-22.6,9.0,78.0,823864.0,3003.0
150.07711385,1.95302082,1.8539,-22.24,8.0,80.0,433028.0,3421.0
150.09406298,2.24590497,1.8547,-22.39,10.0,90.0,623330.0,3911.0
150.21126633,2.69470693,1.8548,-22.9,9.0,62.0,918873.0,6170.0
150.63319283,1.97515403,1.8552,-22.02,9.0,55.0,446374.0,6605.0
150.2884726,2.25276355,1.8554,-23.06,8.0,91.0,627971.0,4685.0
150.01302092,2.32770243,1.8555,-20.82,8.0,85.0,676611.0,2396.0
150.29964741,2.40608565,1.8555,-22.65,13.0,77.0,729581.0,5231.0
149.98496718,2.09502351,1.8575,-22.92,11.0,88.0,522540.0,1192.0
150.70135404,2.00925923,1.8578,-22.03,8.0,71.0,467252.0,6176.0
149.89432222,1.87637343,1.8581,-22.3,9.0,110.0,384340.0,3008.0
149.64604768,2.12064399,1.8586,-23.44,8.0,68.0,539145.0,5988.0
150.30697057,2.30016276,1.8588,-21.34,8.0,54.0,658289.0,1045.0
150.43247033,2.08827976,1.859,-22.83,10.0,68.0,518299.0,3767.0
150.13190411,2.23178581,1.8596,-21.3,8.0,119.0,613254.0,2596.0
150.37156575,2.17073958,1.8603,-21.94,10.0,58.0,572409.0,4837.0
149.71030625,2.22645462,1.8606,-21.93,8.0,71.0,609659.0,4547.0
150.10732017,2.24774259,1.8607,-21.98,12.0,125.0,624008.0,1152.0
150.47592854,2.65834377,1.8611,-22.03,8.0,62.0,894425.0,1153.0
150.39866795,2.16339934,1.8611,-22.1,8.0,74.0,566707.0,5556.0
149.53781273,1.81320532,1.8611,-22.01,13.0,61.0,344590.0,4763.0
150.33207853,2.10421873,1.8614,-23.21,11.0,60.0,528242.0,4787.0
150.30733976,2.6149346,1.8615,-20.85,8.0,62.0,865826.0,4798.0
150.04426842,2.33537313,1.8615,-23.38,8.0,86.0,682993.0,3305.0
150.11573346,2.02444891,1.8617,-21.74,8.0,72.0,476852.0,2878.0
150.01871899,2.09230325,1.8619,-22.36,10.0,108.0,520302.0,1235.0
149.58386047,2.58849831,1.8621,-21.28,9.0,69.0,849109.0,6971.0
150.09435804,2.22369633,1.8624,-21.21,9.0,103.0,607548.0,2839.0
150.11035323,2.07080251,1.8624,-21.62,9.0,88.0,506222.0,2841.0
150.16691757,2.23581013,1.8641,-22.81,12.0,73.0,616812.0,684.0
150.63674901,2.22440933,1.8642,-21.78,8.0,54.0,608466.0,2837.0
150.65040182,2.33732706,1.8646,-21.56,9.0,69.0,683557.0,5412.0
149.82087963,1.79485164,1.8651,-22.3,14.0,60.0,332800.0,4240.0
150.67495349,2.18503527,1.8655,-22.88,8.0,62.0,581712.0,1943.0
150.04498589,2.4594581,1.8655,-23.79,10.0,64.0,765221.0,2113.0
149.99175333,2.02243246,1.8657,-22.11,13.0,74.0,475883.0,2850.0
150.11711057,2.11608653,1.8659,-21.96,13.0,82.0,535229.0,4407.0
150.58802507,2.14925693,1.8662,-22.26,10.0,62.0,558155.0,3520.0
150.58585453,2.04041151,1.8666,-22.54,10.0,53.0,487085.0,1952.0
150.32403701,2.08146209,1.8666,-22.54,8.0,61.0,513770.0,3404.0
149.89198849,2.44636899,1.8671,-21.2,8.0,72.0,755699.0,6672.0
150.18627029,2.14131853,1.8672,-22.23,9.0,62.0,552418.0,2070.0
149.89644474,2.2410392000000003,1.8674,-22.16,8.0,66.0,619308.0,5976.0
150.54234086,2.29820742,1.8675,-21.32,10.0,57.0,657185.0,4273.0
150.30272111,1.75668264,1.8694,-22.07,8.0,58.0,308194.0,6551.0
150.45067921,1.84807919,1.8697,-23.42,9.0,51.0,367043.0,5203.0
150.27241953,2.56707447,1.8701,-21.81,12.0,53.0,834969.0,6705.0
149.89970188,1.88556633,1.8702,-21.84,11.0,93.0,390341.0,2929.0
150.36015552,2.40020138,1.8703,-20.95,12.0,106.0,725307.0,5001.0
149.9250011,2.04297302,1.8714,-22.05,8.0,61.0,488383.0,1924.0
149.84360147,2.3342292000000002,1.8722,-21.76,8.0,64.0,682036.0,2891.0
150.25096286,2.05876328,1.8722,-22.14,8.0,60.0,498973.0,2034.0
149.76888911,1.81436728,1.8727,-22.14,9.0,61.0,345038.0,6008.0
149.53488122,2.60974681,1.874,-22.73,10.0,85.0,863301.0,6668.0
149.54271093,2.15025985,1.8741,-22.56,8.0,53.0,558649.0,2055.0
150.02823184,2.27739251,1.8741,-22.63,16.0,80.0,644067.0,272.0
150.38213736,1.86956695,1.8745,-23.58,9.0,97.0,380884.0,1984.0
149.77578533,1.71379068,1.8745,-24.17,9.0,62.0,283245.0,5411.0
150.15529449,2.29484732,1.8747,-22.76,13.0,69.0,655480.0,853.0
149.89066252,1.85144293,1.875,-22.35,11.0,72.0,368646.0,2280.0
149.85294040000002,1.82324206,1.8751,-22.47,8.0,77.0,351313.0,1964.0
150.26484477,2.57177375,1.8756,-22.92,10.0,55.0,838459.0,5460.0
150.0303215,2.27834386,1.8757,-22.68,15.0,109.0,644432.0,234.0
150.29037937,2.09610949,1.8762,-21.96,15.0,106.0,522907.0,4571.0
150.25597083,2.33489057,1.8772,-21.72,8.0,85.0,682132.0,1844.0
150.01857944,2.31457427,1.8772,-21.38,9.0,91.0,667754.0,3106.0
149.99105129,2.02508904,1.8774,-21.74,9.0,86.0,477171.0,7063.0
149.99137622,2.0520374,1.8776,-22.33,10.0,104.0,494449.0,422.0
149.78956062,2.10991086,1.8778,-22.05,8.0,62.0,532089.0,4228.0
149.50488767,2.24795151,1.8779,-21.95,9.0,67.0,624299.0,6564.0
150.31401449,2.41014512,1.8781,-22.17,10.0,92.0,732056.0,1856.0
149.87155276,2.51830648,1.8791,-21.42,8.0,56.0,802341.0,5383.0
150.23415580000002,2.34721532,1.8792,-21.69,9.0,62.0,690503.0,5230.0
150.17498025,2.22489011,1.8797,-22.89,12.0,56.0,608983.0,4261.0
149.78049405,2.11640892,1.8806,-21.54,8.0,84.0,535572.0,794.0
150.16295269,1.92396801,1.8807,-21.9,8.0,63.0,414604.0,5479.0
150.54170359999998,2.3018002999999996,1.8808,-21.96,8.0,68.0,659675.0,1044.0
150.02764551,1.88377498,1.8816,-23.43,9.0,60.0,389430.0,1303.0
150.30158847,2.74871302,1.8821,-22.6,10.0,61.0,951683.0,3097.0
149.6263629,2.46008037,1.8825,-22.38,9.0,55.0,764749.0,5305.0
149.9767585,1.76728994,1.8828,-21.15,8.0,67.0,314616.0,6013.0
150.00871275,2.00072933,1.8829,-22.81,8.0,78.0,461898.0,3434.0
149.51746898,2.41994986,1.8833,-22.11,12.0,71.0,738373.0,6954.0
150.09473872,2.23989633,1.8833,-22.26,10.0,103.0,618756.0,68.0
150.02369173,2.28626823,1.8839,-21.68,8.0,100.0,649247.0,632.0
150.29807227,1.86511895,1.8843,-22.54,9.0,65.0,377421.0,6113.0
150.26902334,2.21118455,1.8848,-22.53,8.0,74.0,599030.0,5272.0
