ra,dec,redshift,brightness,richness,total_N,gal_id,cluster_id
149.78002124,2.30235775,1.0068,-23.59,10,70,663215.0,2118
149.64210613,2.2639978,1.0079,-21.3,9,63,635433.0,658
149.81608266,2.36426649,1.0085,-22.68,8,61,703270.0,2120
149.82855104,2.36352312,1.0087,-22.65,8,61,698255.0,5015
149.77988784,2.31270989,1.0101,-21.5,12,61,667403.0,993
149.65213008,2.25324088,1.0114,-23.08,10,62,629403.0,2110
149.89350378,2.33295788,1.0145,-22.41,9,58,682126.0,2116
149.75467716,2.27858871,1.0161,-22.65,11,54,646955.0,3528
149.69586959,2.26710978,1.0176,-23.28,9,53,639429.0,2084
149.74958928,2.28356765,1.0179,-21.02,13,51,648197.0,724
149.75332729,2.2392074,1.0194,-23.41,9,63,620726.0,3114
150.70812052,2.30452246,1.0709,-21.49,10,67,662301.0,5383
150.74671116,2.3251279,1.0804,-23.58,15,54,676723.0,3137
150.47208289,2.16101292,1.0841,-22.6,11,57,568325.0,1401
150.5564556,2.53966732,1.0987,-21.73,11,62,816736.0,4973
150.10038214,1.68423394,1.1066,-21.53,9,58,263868.0,2316
150.64443109,2.37079552,1.1067,-23.2,6,51,707774.0,5028
150.56591995,2.50424442,1.1106,-21.92,15,76,793701.0,2320
149.80472477,2.19665204,1.1113,-22.9,11,57,590954.0,3476
149.91674508,2.65600717,1.115,-22.94,10,55,894005.0,3183
150.09982543,2.20328144,1.1155,-22.68,7,51,594200.0,3429
149.85875753,2.28792215,1.1166,-21.89,10,60,651275.0,4574
149.91347301,2.69453088,1.1181,-22.06,8,70,919843.0,939
149.90963199,2.66517436,1.1195,-22.41,12,51,899579.0,3221
150.70660632,2.33544504,1.1204,-22.48,9,56,683862.0,2314
150.33966074,2.74395155,1.1256,-22.36,14,56,949753.0,3420
149.89539998,2.68711893,1.1271,-22.47,10,60,913807.0,3099
150.27682280000005,2.27564387,1.1279,-22.68,9,58,643589.0,3479
150.23363889,2.77096628,1.1289,-21.55,12,50,965758.0,1200
150.7134711,2.26850091,1.1307,-22.08,7,54,638890.0,5129
149.6632303,2.02690168,1.1325,-22.06,11,59,478978.0,3180
149.81299202,2.27411571,1.1327,-22.02,9,93,642394.0,2371
150.33277832,2.75013133,1.1336,-23.13,12,65,954095.0,3459
150.48428549,2.36285877,1.1348,-22.7,12,61,702995.0,3260
150.56896535,2.48833764,1.137,-23.1,8,56,784418.0,357
150.3128489,1.95293366,1.1374,-21.93,7,50,433309.0,1748
149.64623722,2.23354661,1.1389,-22.24,10,50,615130.0,1751
149.64735502,2.44418236,1.1399,-23.39,8,52,755927.0,4591
150.56589042,2.49644973,1.1427,-23.89,8,60,790959.0,740
150.38435612,1.94293712,1.1458,-22.66,9,60,427587.0,1391
150.55373576,2.53873654,1.1471,-24.11,9,73,818440.0,2352
150.34986612,1.9954632,1.1482,-22.1,8,54,459188.0,2358
150.34445094,1.96479821,1.1488,-21.22,7,54,440206.0,689
150.27655297,1.99101913,1.1492,-22.58,7,70,457640.0,4593
150.47118081,2.57529375,1.1501,-22.84,9,59,842227.0,2805
150.52226772,2.56208311,1.1512,-20.98,9,58,832073.0,609
149.63994819,1.91578884,1.1516,-21.74,8,61,409950.0,5387
150.59466576,2.5376327,1.1533,-23.26,7,59,818063.0,3998
150.53863137,2.55700406,1.1568,-22.0,8,51,829742.0,2703
150.35276322,1.97946351,1.1568,-21.94,10,57,449455.0,696
150.52135889,2.53366725,1.157,-23.24,9,65,814872.0,5297
149.64484652,2.13555768,1.1571,-24.04,9,70,550467.0,4871
149.55362365,2.43383247,1.159,-22.7,8,53,748747.0,4004
150.35733968,2.0881503,1.1599,-23.89,13,62,519857.0,2985
150.52622278,2.1105392000000003,1.1599,-22.18,10,52,532406.0,4185
150.25043421,2.04966659,1.1602,-23.37,7,61,494056.0,4588
150.53879824,2.25063179,1.1616,-22.38,20,59,626985.0,2998
150.04847899,2.07685001,1.1644,-21.85,13,64,511030.0,700
150.34755287,1.92347037,1.1657,-21.59,8,59,414765.0,5292
150.36097761,1.95433704,1.1662,-23.58,14,59,435503.0,495
150.35115761,1.9613239,1.1678,-22.8,16,53,438656.0,261
149.64674839,2.12939025,1.1707,-21.54,10,67,545404.0,4289
149.62371875,1.99590586,1.1728,-20.45,9,65,458894.0,5191
150.38433374,1.9346806,1.1733,-22.33,8,76,421842.0,4744
150.35648534,1.93852025,1.1771,-21.29,10,68,424013.0,4736
150.12823932,1.85002039,1.1773,-21.42,8,60,368260.0,1686
149.65025924,2.42982998,1.1808,-21.87,8,57,745874.0,4598
150.33046528,1.90208569,1.1833,-21.81,8,79,401588.0,5134
150.53496558,2.51766605,1.1840000000000002,-22.09,8,55,802579.0,5298
149.88871395,2.24433145,1.1844,-22.99,11,52,622927.0,3514
149.82073595,2.49632018,1.1849,-21.89,11,55,788622.0,1330
150.11933263,2.02360229,1.1869,-21.66,8,62,476845.0,4601
149.59498529,2.43892471,1.1872,-22.53,9,72,751329.0,1333
149.85679795,2.20943195,1.1874,-20.79,8,60,598064.0,5326
150.19426403,1.78633665,1.1876,-23.21,9,57,328345.0,3493
150.57865027,1.95481158,1.1887,-22.36,9,54,434416.0,4597
149.98610649,2.68575053,1.1897,-22.98,9,54,913748.0,3828
150.12317301,1.99741022,1.1903,-24.51,14,50,462521.0,324
149.59654198,1.95075771,1.1904,-22.08,12,59,431505.0,3498
149.63668527,2.34184113,1.1907,-22.79,9,64,687614.0,3815
150.31508737,1.97189479,1.1909999999999998,-22.0,10,69,444830.0,723
150.35326072,1.91879387,1.1917,-23.7,9,82,412858.0,3351
150.1058164,1.93927806,1.1928,-22.51,11,62,426143.0,3960
149.64537651,2.11862141,1.1948,-22.58,11,54,537755.0,3474
150.07777001,2.03705546,1.1953,-23.69,14,55,486637.0,722
150.46909342,1.75849524,1.1955,-22.28,11,58,310210.0,3398
150.35713523,1.97334695,1.1957,-23.65,9,66,447792.0,3160
150.15047414,1.99640668,1.1962,-22.37,11,61,459712.0,652
149.89265042,2.26904484,1.1962,-23.34,8,60,639828.0,4783
150.25277768,2.07205035,1.1985,-22.05,7,75,507916.0,4693
150.31459489,2.28891826,1.2,-23.03,11,63,652572.0,3959
149.62123001,2.06608136,1.2044,-22.47,8,74,503869.0,2987
149.65450027,2.08071889,1.2048,-22.84,12,82,513886.0,1202
150.59895131,1.94147468,1.2066,-23.52,7,61,426303.0,4880
149.91909191,2.0597646000000003,1.2087,-22.91,9,51,500465.0,3265
149.75001255,2.00722503,1.2102,-23.07,14,73,467994.0,539
150.15708603,2.06684089,1.2116,-23.55,7,53,506684.0,5192
149.70603008,2.03974026,1.2128,-22.67,8,92,485557.0,3623
150.44605913,1.80504436,1.2144,-22.29,8,80,340667.0,4712
149.82345028,2.02823822,1.2159,-23.3,8,70,480952.0,4718
149.71325443,1.93126871,1.216,-23.39,11,62,420570.0,3967
150.14135691,2.04561555,1.2166,-22.45,8,61,490835.0,4690
150.36086711,1.93151807,1.2167,-22.86,11,83,420536.0,3326
150.31241325,1.97430514,1.2167,-22.86,8,64,446854.0,3382
149.84662986,2.06557754,1.2178,-21.93,8,51,503969.0,3982
149.86927632,2.06560208,1.2181,-23.63,12,75,505112.0,3096
149.82242281,2.07152419,1.2184,-21.72,8,63,508933.0,4882
150.33450034,2.57300209,1.2189,-22.33,12,61,839620.0,4053
