,cluster_id,ra,dec,redshift,group,Ngal,type
3,248530,149.849106,1.660836,0.7437,2602,14,satellite
7,248971,150.261428,1.660046,0.9069,4043,5,satellite
12,249351,149.434744,1.66037,0.5339,1177,30,satellite
15,249457,150.332107,1.661299,1.0417,5763,2,satellite
17,249486,149.420016,1.661311,0.9977,5302,2,satellite
18,249508,150.033681,1.661263,0.875,3890,2,satellite
21,249933,149.807899,1.660575,0.5954,1559,10,satellite
22,249935,149.458808,1.6606,0.6356,1830,3,satellite
23,249940,150.161337,1.661601,0.7401,2501,23,satellite
24,249956,149.802478,1.661148,0.6603,1997,3,satellite
26,250032,149.421077,1.661087,0.508,1135,5,satellite
28,250104,149.425513,1.662,0.5735,1420,3,satellite
29,250123,150.321295,1.662851,1.1326,6438,2,satellite
30,250242,150.315566,1.66174,0.5327,1134,52,satellite
31,250422,149.959531,1.661993,0.3744,412,47,satellite
33,250460,150.264656,1.663255,0.9347,4516,6,satellite
34,250484,150.078485,1.662787,0.715,2417,5,satellite
35,250489,149.769251,1.663466,0.9346,4515,2,satellite
39,250685,149.831415,1.662806,0.8337,3219,6,satellite
41,250724,149.82605,1.662512,0.7777,2837,2,satellite
44,251213,150.365651,1.663188,0.6978,1940,19,satellite
49,251369,150.209613,1.662981,0.8763,3711,19,satellite
52,251502,149.952099,1.664654,0.8257,3220,3,satellite
56,251759,150.379216,1.664524,0.6967,1940,19,satellite
60,251871,150.151371,1.664524,0.6773,2179,2,satellite
66,252076,150.000627,1.662336,0.3316,361,4,satellite
68,252154,150.324719,1.66513,1.1713,6848,3,satellite
69,252193,149.829573,1.664683,0.8303,3219,6,satellite
72,252362,149.432892,1.665323,0.5085,1135,5,satellite
73,252696,150.272775,1.665871,0.8673,3711,19,satellite
74,252714,149.494785,1.664564,0.3279,282,6,satellite
75,252717,150.233069,1.663418,0.8778,3711,19,satellite
76,252832,150.017442,1.666841,1.0141,5661,3,satellite
77,252838,149.985158,1.665804,0.3685,412,47,satellite
79,252985,150.212691,1.66721,0.2113,72,48,satellite
81,253045,150.031786,1.665171,0.6504,1846,4,satellite
83,253085,149.629053,1.66575,0.66,1998,3,satellite
84,253094,149.859255,1.667109,1.1582,6680,2,satellite
85,253168,150.367108,1.666248,0.6618,1940,19,satellite
88,253464,150.14033,1.66769,0.8398,3428,8,satellite
89,253472,149.601342,1.667102,0.6796,2127,2,satellite
90,253552,149.428637,1.664563,0.34,400,3,satellite
92,253573,150.139741,1.667254,0.8335,3428,8,satellite
93,253719,150.177338,1.668513,0.22,72,48,satellite
94,253882,149.850888,1.668464,0.7298,2602,14,satellite
95,253929,150.02853,1.668665,1.0655,5816,2,satellite
96,254046,149.638081,1.668021,0.6921,2237,2,satellite
99,254122,149.45795,1.667446,0.2845,222,5,satellite
109,254403,149.541249,1.668824,1.0645,5920,2,satellite
111,254477,150.185132,1.666873,0.22,72,48,satellite
112,254489,149.500183,1.669386,0.8455,3502,2,satellite
114,254678,149.993816,1.670445,1.0421,5738,3,satellite
115,254686,150.376732,1.670041,0.7048,1940,19,satellite
117,254725,150.159521,1.669428,0.7217,2370,5,satellite
121,254847,149.899317,1.668305,0.3406,412,47,satellite
123,254911,150.169245,1.668947,0.7454,2501,23,satellite
124,254968,149.984565,1.670276,0.91,4163,4,satellite
127,255033,150.195871,1.672048,0.3405,362,62,satellite
134,255462,150.193361,1.668668,0.21,72,48,satellite
135,255476,149.986039,1.669858,0.3781,412,47,satellite
139,255717,150.138086,1.671806,0.7557,2740,2,satellite
142,255807,150.027246,1.671661,1.0228,5661,3,satellite
148,256073,150.173944,1.670657,0.8022,3033,3,satellite
149,256140,149.849208,1.671777,0.7442,2602,14,satellite
150,256161,150.157421,1.671583,0.8431,3280,7,satellite
151,256222,149.427249,1.671976,0.6345,1755,9,satellite
152,256243,149.828622,1.672107,0.6632,2003,6,satellite
154,256310,149.564985,1.670355,0.578,1421,5,satellite
157,256356,149.756874,1.672114,0.6613,1999,5,satellite
158,256371,150.272651,1.673134,0.9411,4516,6,satellite
159,256403,150.157415,1.670561,0.21,72,48,satellite
161,256442,150.171793,1.670129,0.3961,649,5,satellite
163,256539,150.370206,1.673474,0.9861,5229,3,satellite
164,256602,150.25085,1.671497,0.2301,92,12,satellite
167,256733,150.301424,1.672879,0.5089,1134,52,satellite
168,256950,150.165264,1.672593,0.7072,2370,5,satellite
169,256985,150.067741,1.671409,0.2141,74,3,satellite
174,257173,150.165993,1.671783,0.7415,2501,23,satellite
177,257300,150.376818,1.673994,0.5663,1378,3,satellite
179,257332,149.8997,1.670801,0.3503,412,47,satellite
181,257559,150.183746,1.673864,0.5079,1099,7,satellite
182,257563,149.983199,1.674711,0.9476,4756,5,satellite
183,257565,149.571781,1.674342,1.1278,6441,3,satellite
184,257573,150.202799,1.676102,0.21,72,48,satellite
185,257574,149.700412,1.673862,0.7922,2929,2,satellite
186,257657,149.605479,1.674192,0.8717,3845,3,satellite
187,257730,149.959948,1.674504,1.1871,7095,2,satellite
188,257772,150.056635,1.674722,1.1307,6148,5,satellite
190,257893,149.522221,1.672408,0.31,282,6,satellite
193,258060,150.011665,1.674646,0.3797,412,47,satellite
196,258154,150.375973,1.672328,0.6904,1940,19,satellite
201,258321,149.576004,1.673122,0.2955,236,3,satellite
202,258332,150.151018,1.675567,1.0984,6191,3,satellite
204,258353,149.519029,1.675734,0.8779,3961,2,satellite
205,258408,150.183466,1.674703,0.4996,1099,7,satellite
206,258447,149.99149,1.676204,0.8628,3780,3,satellite
211,258534,149.830541,1.675297,0.8212,3219,6,satellite
213,258542,149.805687,1.675295,0.9959,5230,3,satellite
216,258595,150.27261,1.674913,0.76,2775,2,satellite
217,258626,150.126354,1.676126,0.843,3428,8,satellite
220,258666,150.365568,1.67492,0.6682,1940,19,satellite
223,258751,150.296071,1.67498,0.5133,1134,52,satellite
224,258777,149.695262,1.676693,0.8935,4107,3,satellite
225,258803,150.145127,1.675713,1.1016,6191,3,satellite
226,258850,149.953411,1.676866,0.8219,3220,3,satellite
229,258974,150.375111,1.677178,0.656,1940,19,satellite
230,259056,150.280081,1.675715,0.5105,1134,52,satellite
231,259060,149.687221,1.675156,0.5259,1208,3,satellite
234,259146,149.653254,1.676912,0.6592,1998,3,satellite
237,259249,149.928913,1.676919,1.1608,6849,3,satellite
238,259252,150.056175,1.677756,1.1251,6148,5,satellite
242,259306,150.17968,1.676293,0.3515,362,62,satellite
243,259370,150.038904,1.675401,0.4065,682,5,satellite
246,259535,149.969194,1.676659,0.3675,412,47,satellite
247,259540,150.153898,1.677123,0.8067,3033,3,satellite
249,259609,149.813805,1.676204,0.8279,3219,6,satellite
255,259817,149.497728,1.676873,0.5689,1422,5,satellite
256,259854,150.203638,1.675752,0.2097,72,48,satellite
257,259896,149.791815,1.677966,0.9841,5230,3,satellite
262,260207,150.279993,1.678909,0.9339,4516,6,satellite
263,260241,149.48946,1.677047,0.6124,1659,2,satellite
266,260368,150.030175,1.676328,0.4147,682,5,satellite
267,260414,150.263841,1.678177,0.5995,1608,2,satellite
268,260427,149.658122,1.67873,0.5957,1561,2,satellite
272,260649,150.282027,1.678814,0.5206,1134,52,satellite
275,260678,150.197188,1.679783,0.6851,2201,2,satellite
276,260735,150.166278,1.677409,0.7211,2370,5,satellite
277,260739,149.752285,1.676806,0.6787,1999,5,satellite
278,260740,150.14176,1.676456,0.3417,362,62,satellite
279,260807,150.056619,1.679227,1.1059,6148,5,satellite
280,260845,150.29954,1.67812,0.5043,1134,52,satellite
282,260962,150.189898,1.679966,0.8535,3634,3,satellite
283,260964,149.77086,1.679435,0.9801,5104,2,satellite
284,260965,149.434063,1.677676,0.5286,1177,30,satellite
288,261108,150.299625,1.677157,0.5231,1134,52,satellite
289,261127,149.56087,1.679934,1.1554,6743,2,satellite
290,261157,149.774817,1.680375,0.9407,4630,7,satellite
293,261232,149.850363,1.679744,0.7515,2602,14,satellite
294,261252,150.13546,1.677274,0.3468,362,62,satellite
295,261287,150.379943,1.677807,0.691,1940,19,satellite
297,261302,150.022031,1.680561,0.8416,3430,2,satellite
298,261323,149.967747,1.678625,0.519,1207,2,satellite
300,261379,150.275239,1.679065,0.5164,1134,52,satellite
301,261406,150.276097,1.678495,0.8697,3711,19,satellite
304,261524,149.9531,1.678208,0.8533,3633,2,satellite
306,261562,149.437993,1.680262,0.6352,1755,9,satellite
308,261584,149.829893,1.677663,0.7392,2602,14,satellite
309,261595,149.801895,1.681533,0.7523,2695,3,satellite
312,261666,149.447201,1.678114,0.6398,1755,9,satellite
314,261721,149.996998,1.681693,1.0822,5990,2,satellite
315,261796,150.127374,1.678892,0.833,3428,8,satellite
316,261820,150.111431,1.681992,1.1505,6681,2,satellite
318,261845,149.837221,1.681743,0.7295,2602,14,satellite
325,261961,149.574302,1.681855,0.5774,1421,5,satellite
326,261974,149.613481,1.681335,0.8778,3845,3,satellite
331,262023,149.967917,1.680167,0.3766,412,47,satellite
337,262201,149.953406,1.680512,0.3734,412,47,satellite
338,262235,150.173493,1.68194,0.7584,2501,23,satellite
339,262317,150.242471,1.679507,0.1887,41,5,satellite
343,262624,150.03371,1.683137,0.9121,4001,5,satellite
346,262739,149.596109,1.681205,0.31,250,4,satellite
347,262762,150.128623,1.680187,0.8388,3428,8,satellite
349,262773,149.452094,1.682538,0.5726,1398,22,satellite
351,262835,149.837386,1.682416,0.7477,2602,14,satellite
352,262870,150.166859,1.683054,0.5739,1452,3,satellite
354,262906,149.939294,1.682133,0.3739,412,47,satellite
355,262957,150.369147,1.684139,0.9229,4273,4,satellite
357,263081,150.153565,1.68048,0.2198,72,48,satellite
361,263124,149.592434,1.681811,0.6599,2001,5,satellite
363,263197,150.279914,1.684444,1.1929,6963,2,satellite
364,263241,149.981127,1.682217,0.3728,412,47,satellite
368,263479,149.579212,1.683703,1.1244,6441,3,satellite
370,263564,149.769012,1.683375,0.6495,1872,11,satellite
371,263581,149.574608,1.683178,0.5719,1421,5,satellite
376,263729,150.148169,1.683509,0.5363,1290,2,satellite
377,263757,149.957965,1.681791,0.3781,412,47,satellite
378,263868,150.100382,1.684234,1.1066,6150,5,satellite
381,264025,149.681294,1.683942,0.5271,1208,3,satellite
382,264075,149.956677,1.684013,0.3704,412,47,satellite
383,264088,149.840881,1.684909,0.7101,2369,5,satellite
384,264102,149.896163,1.684427,0.6037,1560,5,satellite
388,264261,149.823984,1.685165,0.7128,2369,5,satellite
389,264303,149.957263,1.683631,1.0247,5561,10,satellite
393,264392,150.282657,1.683511,0.528,1134,52,satellite
394,264433,149.602851,1.684729,0.9339,4518,2,satellite
396,264528,150.214629,1.685361,0.8161,3159,2,satellite
397,264576,150.127573,1.68575,0.8381,3428,8,satellite
399,264661,149.944251,1.685486,1.0076,5561,10,satellite
400,264689,149.841655,1.68532,0.7467,2602,14,satellite
401,264714,149.785127,1.68658,0.9342,4630,7,satellite
402,264815,149.532848,1.686222,1.1242,6292,3,satellite
403,264818,149.459125,1.684784,1.1631,6877,2,satellite
404,264828,149.75863,1.686239,0.6704,1999,5,satellite
406,264896,150.30335,1.685731,0.556,1352,4,satellite
407,264912,149.982486,1.68599,0.8653,3780,3,satellite
410,265060,150.293011,1.684604,0.5056,1134,52,satellite
413,265147,149.984017,1.686836,0.9476,4756,5,satellite
416,265263,149.963554,1.684859,0.4358,830,2,satellite
422,265568,149.491064,1.68709,0.9651,5025,2,satellite
423,265579,149.634724,1.68817,1.1259,6442,2,satellite
427,265701,149.978534,1.684206,0.3709,412,47,satellite
428,265702,149.623267,1.68812,1.0874,6056,3,satellite
434,266054,150.285242,1.686284,0.5263,1134,52,satellite
436,266115,150.280745,1.687358,0.5177,1134,52,satellite
437,266117,150.266483,1.688361,0.9677,5105,3,satellite
438,266239,149.838259,1.687259,0.7552,2602,14,satellite
439,266261,149.964548,1.688743,0.9507,4756,5,satellite
445,266517,149.726371,1.687963,0.6651,2002,3,satellite
447,266715,150.374619,1.687378,1.0349,5739,2,satellite
449,266719,149.947505,1.685428,0.3803,412,47,satellite
451,266746,149.88805,1.688521,0.6564,1831,6,satellite
453,266812,149.621475,1.686682,0.5187,1206,4,satellite
457,266958,149.712147,1.68926,0.6576,2002,3,satellite
458,266977,149.862649,1.688218,0.6415,1831,6,satellite
459,267026,149.820895,1.688198,0.6578,2003,6,satellite
460,267052,150.204411,1.687237,0.2299,72,48,satellite
464,267151,149.520736,1.690339,1.1514,6742,2,satellite
466,267342,150.170547,1.688778,0.7331,2501,23,satellite
469,267421,150.365165,1.689582,0.94,4273,4,satellite
470,267433,150.115135,1.690534,1.1048,6150,5,satellite
473,267588,150.307719,1.68941,0.5049,1134,52,satellite
474,267690,149.917795,1.68914,0.3732,412,47,satellite
475,267691,150.056987,1.689836,0.5805,1467,4,satellite
480,267994,149.715466,1.691043,0.9582,4688,3,satellite
481,268090,149.721974,1.68902,0.5178,1210,3,satellite
482,268127,150.10208,1.691549,1.0515,5817,3,satellite
488,268375,149.720816,1.692592,0.5242,1210,3,satellite
490,268478,149.42171,1.690615,0.53,1177,30,satellite
491,268495,149.49558,1.689834,0.6603,2000,2,satellite
493,268545,150.106283,1.691732,1.1024,6150,5,satellite
494,268575,149.507288,1.691667,0.7545,2777,2,satellite
495,268637,149.791144,1.692461,0.9539,4630,7,satellite
496,268656,150.181634,1.690969,0.617,1660,4,satellite
500,268777,149.712178,1.691952,0.9516,4688,3,satellite
501,268789,149.887583,1.692902,0.6493,1831,6,satellite
502,268944,149.411341,1.690471,0.5378,1177,30,satellite
503,268963,149.731522,1.69273,0.5932,1562,2,satellite
507,269083,150.181191,1.68947,0.2221,72,48,satellite
511,269261,149.793491,1.692477,0.6286,1806,2,satellite
512,269285,150.062505,1.69232,0.896,4001,5,satellite
513,269290,150.186273,1.691687,0.3511,362,62,satellite
517,269488,150.289286,1.693342,0.5202,1134,52,satellite
518,269491,150.109631,1.693444,1.0683,5817,3,satellite
521,269557,149.434517,1.692482,0.6285,1755,9,satellite
524,269649,150.066204,1.69121,0.21,74,3,satellite
526,269834,149.806382,1.693564,0.5942,1563,2,satellite
527,269835,149.808286,1.693303,0.6682,2003,6,satellite
528,269837,149.416185,1.694147,0.8592,3635,2,satellite
530,269880,149.450284,1.690517,0.627,1755,9,satellite
532,270039,150.291609,1.691593,0.5125,1134,52,satellite
533,270079,149.980054,1.692111,0.371,412,47,satellite
535,270138,149.923137,1.692916,0.3541,412,47,satellite
540,270336,150.280432,1.691655,0.5325,1134,52,satellite
547,270609,149.891514,1.693897,0.6713,2101,3,satellite
548,270628,149.981379,1.693529,0.3782,412,47,satellite
550,270739,149.942414,1.692833,0.3783,412,47,satellite
553,270815,150.273933,1.695773,0.8583,3713,3,satellite
554,270910,150.283827,1.693822,0.523,1134,52,satellite
555,270912,149.878708,1.6954,0.6425,1831,6,satellite
556,270939,149.982366,1.69259,0.3782,412,47,satellite
558,270991,149.940468,1.695632,1.007,5561,10,satellite
559,270998,150.190663,1.695751,0.7435,2501,23,satellite
560,270999,149.581953,1.695511,0.4777,999,2,satellite
563,271090,150.012121,1.694043,0.5492,1313,5,satellite
566,271155,149.769694,1.695812,1.104,6149,2,satellite
567,271156,150.205384,1.696426,0.8359,3429,2,satellite
568,271255,149.90849,1.695629,0.361,412,47,satellite
570,271257,149.909632,1.69531,0.3488,412,47,satellite
571,271286,149.571889,1.695992,0.6695,2001,5,satellite
578,271736,149.90389,1.722045,0.1296,6,26,satellite
582,271838,150.299708,1.69654,0.524,1134,52,satellite
586,272038,149.607575,1.697353,0.5827,1493,2,satellite
587,272082,149.879579,1.695726,0.6347,1831,6,satellite
591,272142,150.324038,1.697829,0.8821,3962,2,satellite
595,272448,150.360593,1.697685,0.8409,3504,2,satellite
596,272455,149.689676,1.695305,0.3212,283,5,satellite
598,272484,150.216998,1.696896,1.1431,6497,2,satellite
599,272485,150.275874,1.69771,0.8558,3713,3,satellite
601,272548,150.18763,1.697873,0.7537,2501,23,satellite
603,272597,150.263719,1.698329,0.8885,4046,2,satellite
606,272811,149.440297,1.698044,0.6131,1658,2,satellite
608,272888,149.941439,1.699828,0.9806,5231,3,satellite
609,272893,149.951066,1.697288,0.373,412,47,satellite
611,272996,149.544008,1.696891,0.5076,1062,7,satellite
615,273055,150.10042,1.698824,0.7627,2824,2,satellite
616,273071,150.127589,1.697747,0.8333,3428,8,satellite
618,273143,149.910177,1.707653,0.5698,1424,2,satellite
620,273285,150.139676,1.699721,1.0937,6150,5,satellite
624,273428,149.939852,1.700063,0.9933,5231,3,satellite
629,273719,150.472579,1.701096,1.1466,6683,2,satellite
634,273899,149.9254,1.699431,1.0279,5685,2,satellite
635,273981,149.656768,1.700902,0.6411,1849,2,satellite
644,274384,149.666554,1.698626,0.3791,527,3,satellite
651,274548,150.147083,1.70038,0.6044,1660,4,satellite
652,274558,149.449538,1.70034,0.5803,1398,22,satellite
654,274588,150.126183,1.700219,1.1468,6682,2,satellite
657,274752,149.64322,1.70046,0.4354,832,2,satellite
660,274903,149.997918,1.702683,1.1778,7029,2,satellite
661,274925,150.371823,1.700284,0.306,249,5,satellite
663,275004,150.181562,1.700419,0.2214,72,48,satellite
665,275090,149.761563,1.702204,0.6532,1872,11,satellite
669,275330,150.16728,1.701814,0.7164,2501,23,satellite
671,275407,149.910311,1.701244,0.372,412,47,satellite
675,275582,149.705831,1.704384,0.3121,283,5,satellite
677,275762,150.400199,1.703735,0.9447,4455,4,satellite
680,275877,150.244957,1.700754,0.2695,171,11,satellite
683,275952,149.556204,1.702552,0.9231,4383,2,satellite
684,276072,150.296998,1.704226,0.8423,3223,4,satellite
686,276098,149.764143,1.702746,0.8849,4003,2,satellite
687,276185,149.823726,1.70289,0.7876,2930,2,satellite
688,276205,149.666884,1.704017,0.6602,2004,2,satellite
689,276361,150.254065,1.705752,0.9447,4384,8,satellite
694,276419,150.038005,1.70198,0.7009,2372,2,satellite
702,276671,150.244625,1.705095,1.0296,5715,3,satellite
704,276723,149.793701,1.703962,0.3533,476,2,satellite
710,276781,150.203325,1.704791,0.22,72,48,satellite
711,276782,150.16468,1.703884,0.7285,2501,23,satellite
716,276901,150.169157,1.702869,0.7205,2501,23,satellite
719,277055,149.438821,1.702577,0.5746,1398,22,satellite
720,277086,150.181869,1.705496,1.006,5562,2,satellite
724,277252,150.430596,1.706585,0.9266,4453,2,satellite
727,277315,149.556275,1.706818,0.8953,4108,2,satellite
732,277545,149.959651,1.704232,0.3702,412,47,satellite
739,278032,150.053957,1.707141,0.9385,4519,3,satellite
744,278251,150.04227,1.706824,0.9298,4519,3,satellite
747,278279,149.798214,1.708018,1.1037,6234,2,satellite
750,278342,149.782766,1.707663,0.6427,1872,11,satellite
756,278537,149.794479,1.708087,0.8599,3783,2,satellite
757,278541,150.303788,1.7059,0.5223,1134,52,satellite
758,278562,149.978414,1.70729,1.1864,7096,2,satellite
760,278621,150.310552,1.708096,0.9522,4822,2,satellite
761,278627,150.221468,1.713348,0.27,171,11,satellite
762,278676,149.648247,1.707267,0.6042,1495,15,satellite
764,278747,150.347688,1.707297,0.308,249,5,satellite
765,278780,150.255789,1.708513,0.8214,3222,2,satellite
767,278899,149.706125,1.705752,0.3101,283,5,satellite
769,278928,150.195604,1.706968,0.3399,362,62,satellite
770,278997,150.468458,1.708816,0.8261,3284,2,satellite
777,279308,150.43824,1.709068,0.9439,4520,5,satellite
778,279333,150.055147,1.706473,0.5299,1209,4,satellite
779,279339,150.043246,1.708448,0.3621,504,5,satellite
783,279416,149.631302,1.708828,0.5953,1495,15,satellite
784,279525,149.767374,1.709134,0.7523,2742,2,satellite
789,279631,149.728457,1.708959,0.7523,2741,4,satellite
791,279645,150.07247,1.709498,0.8141,3160,2,satellite
793,279902,149.416842,1.708452,0.2654,199,2,satellite
796,280079,149.962215,1.709544,0.5318,1264,6,satellite
802,280367,150.165033,1.710217,0.7148,2501,23,satellite
804,280557,149.413315,1.709483,0.6105,1662,5,satellite
807,280621,150.250886,1.710207,0.923,4384,8,satellite
809,280668,149.727339,1.711303,0.9436,4757,2,satellite
814,280761,149.543799,1.711384,0.4938,1062,7,satellite
816,280857,150.045352,1.710513,0.7332,2535,10,satellite
817,280967,149.912558,1.708914,0.4297,788,2,satellite
827,281241,149.731375,1.712176,0.7621,2741,4,satellite
829,281277,149.809336,1.710174,0.7297,2573,3,satellite
830,281292,150.072216,1.712566,1.1162,6335,4,satellite
836,281614,150.252091,1.712686,1.0287,5715,3,satellite
837,281618,150.040998,1.713429,1.006,5505,7,satellite
840,281666,149.770558,1.709641,0.6654,1872,11,satellite
841,281668,150.111255,1.713737,1.0891,6113,2,satellite
843,281724,149.619039,1.719895,0.4937,1076,3,satellite
847,281865,149.625046,1.711892,0.62,1495,15,satellite
851,282014,150.308795,1.71327,0.8303,3223,4,satellite
853,282084,150.344304,1.71274,0.6836,2203,2,satellite
854,282113,150.246571,1.714021,0.9936,5303,2,satellite
855,282150,150.389136,1.712186,0.9348,4455,4,satellite
863,282830,149.617898,1.714316,0.6118,1495,15,satellite
866,282990,149.429416,1.714207,0.5866,1398,22,satellite
867,283017,149.484118,1.714822,0.6331,1832,2,satellite
869,283107,149.960202,1.712195,0.5287,1264,6,satellite
870,283165,149.496188,1.714086,0.5704,1422,5,satellite
874,283236,149.793348,1.714209,0.6598,1872,11,satellite
875,283311,150.002517,1.715067,0.3857,412,47,satellite
876,283337,149.694293,1.715388,0.6803,2202,2,satellite
877,283354,149.620309,1.716779,1.1051,6057,4,satellite
881,283433,149.635549,1.715238,0.6682,2129,2,satellite
882,283441,149.514347,1.715798,1.1754,6965,2,satellite
886,283540,149.863271,1.715708,0.9251,4454,2,satellite
889,283682,149.547815,1.713104,0.671,2005,4,satellite
891,283754,149.637277,1.716648,0.6125,1495,15,satellite
892,283782,150.04112,1.715403,0.7319,2535,10,satellite
894,283809,149.914613,1.720819,0.5431,1342,2,satellite
895,283828,149.630914,1.72136,0.4942,1076,3,satellite
896,283920,149.412101,1.7164,0.6211,1755,9,satellite
902,284239,150.264276,1.716735,0.9291,4384,8,satellite
903,284257,150.027746,1.71716,0.8293,3353,2,satellite
905,284400,150.253395,1.717281,0.938,4384,8,satellite
907,284427,150.254525,1.714986,0.9266,4384,8,satellite
908,284452,150.47443,1.71729,0.9617,4823,4,satellite
910,284568,149.99147,1.714536,0.3787,412,47,satellite
917,284794,150.238822,1.717366,1.1179,6293,2,satellite
922,284891,150.274736,1.717836,0.8642,3846,3,satellite
929,285206,149.641924,1.718264,0.8003,3034,2,satellite
934,285581,149.842744,1.716438,0.4321,768,2,satellite
937,285653,149.531445,1.716715,0.6615,2005,4,satellite
944,285822,149.576622,1.718177,1.1226,6443,2,satellite
946,285862,149.540244,1.71948,0.4996,1062,7,satellite
951,286115,149.640888,1.717738,0.7324,2574,3,satellite
954,286240,149.817402,1.720141,0.5262,1212,4,satellite
955,286303,149.539517,1.721406,0.5235,1239,2,satellite
960,286509,150.167136,1.719966,0.7325,2501,23,satellite
964,286780,149.422867,1.720396,0.5412,1177,30,satellite
966,286820,150.070375,1.719466,0.7363,2535,10,satellite
972,287066,149.440326,1.719702,0.655,1941,9,satellite
980,287382,149.818784,1.721941,0.4927,1061,4,satellite
985,287586,149.497133,1.722212,0.7699,2801,2,satellite
987,287614,149.695035,1.7229,0.7924,2898,3,satellite
988,287628,150.168537,1.720262,0.3439,362,62,satellite
989,287667,150.396517,1.721517,0.8344,3431,2,satellite
990,287732,150.007067,1.720825,0.3768,412,47,satellite
993,287782,149.431741,1.722652,0.6603,1941,9,satellite
994,287868,150.448727,1.723027,0.9547,4520,5,satellite
996,288017,149.448143,1.722399,0.5745,1398,22,satellite
999,288130,150.053217,1.721962,0.7349,2535,10,satellite
1000,288134,150.006624,1.722851,0.6808,2102,6,satellite
1001,288247,150.040454,1.724147,1.0649,5847,3,satellite
1004,288414,149.629447,1.724016,1.0828,6057,4,satellite
1006,288444,149.793054,1.721101,0.1889,53,2,satellite
1011,288539,149.959862,1.721956,0.5436,1264,6,satellite
1014,288766,149.435655,1.724116,0.6072,1662,5,satellite
1017,288878,150.473285,1.721772,0.5226,1151,6,satellite
1019,289028,150.248644,1.724865,0.5969,1565,2,satellite
1020,289104,149.964737,1.723834,0.6658,2102,6,satellite
1024,289346,150.06304,1.725547,1.1862,7097,3,satellite
1026,289601,149.712439,1.725063,0.8477,3505,2,satellite
1027,289623,150.476313,1.724746,0.5076,1151,6,satellite
1028,289665,149.814681,1.723073,0.4905,1061,4,satellite
1030,289737,149.959456,1.725261,0.5457,1264,6,satellite
1031,289771,149.649153,1.725617,0.4152,701,2,satellite
1033,289791,150.474127,1.723625,0.5293,1151,6,satellite
1036,289855,149.535225,1.722607,0.3834,598,6,satellite
1037,289992,149.447895,1.725849,1.1492,6745,7,satellite
1041,290085,150.037422,1.726615,1.0134,5505,7,satellite
1042,290110,149.724948,1.724875,0.7881,2898,3,satellite
1043,290146,149.981954,1.726222,0.5313,1264,6,satellite
1049,290428,149.629263,1.725681,0.5228,1211,3,satellite
1050,290441,150.04662,1.724183,0.423,621,16,satellite
1051,290449,150.128758,1.726303,1.0199,5662,2,satellite
1056,290700,149.418378,1.727004,0.6056,1662,5,satellite
1058,290765,150.014732,1.725392,0.3652,504,5,satellite
1062,290875,149.996506,1.727714,0.9129,4274,2,satellite
1063,290883,149.534496,1.72729,0.4905,1062,7,satellite
1066,290938,150.047942,1.727857,1.0678,5847,3,satellite
1067,291012,149.43101,1.725453,0.5683,1398,22,satellite
1068,291027,149.576963,1.728393,0.3798,598,6,satellite
1069,291145,149.674129,1.727598,0.7028,2418,2,satellite
1070,291147,149.66444,1.728164,0.6083,1664,3,satellite
1071,291154,149.434159,1.725384,0.6596,1941,9,satellite
1072,291161,150.083151,1.729174,1.1336,6335,4,satellite
1073,291168,149.617095,1.728541,1.0947,6057,4,satellite
1077,291360,149.436405,1.725668,0.6441,1850,2,satellite
1078,291391,150.066563,1.728947,1.1845,7097,3,satellite
1079,291482,150.221428,1.728684,0.9004,4111,2,satellite
1081,291564,150.432067,1.729229,0.3131,254,4,satellite
1083,291599,150.411756,1.727845,0.6095,1702,2,satellite
1084,291613,149.535474,1.725251,0.4997,1062,7,satellite
1086,291707,150.2821,1.72934,0.884,3846,3,satellite
1087,291714,150.439876,1.72891,0.8582,3714,2,satellite
1089,291788,150.398754,1.725882,0.93,4455,4,satellite
1096,292019,150.172049,1.727582,0.3518,362,62,satellite
1099,292228,150.080777,1.729562,1.151,6744,2,satellite
1101,292262,150.204297,1.729752,0.9953,5439,2,satellite
1103,292279,149.703134,1.728745,0.7615,2779,2,satellite
1107,292446,149.629587,1.729195,0.5277,1211,3,satellite
1109,292577,149.944118,1.730152,0.9492,4824,2,satellite
1110,292612,149.48541,1.72961,0.6601,1893,2,satellite
1111,292630,150.099763,1.730103,0.942,4632,4,satellite
1112,292639,149.530982,1.728631,0.4439,875,2,satellite
1113,292678,150.220492,1.729712,0.9397,4689,9,satellite
1114,292716,149.435441,1.727669,0.5663,1398,22,satellite
1115,292772,150.170125,1.730729,0.7228,2501,23,satellite
1116,292795,150.048465,1.729683,1.0064,5505,7,satellite
1117,292819,149.431983,1.727761,0.5659,1398,22,satellite
1124,293047,149.442884,1.730709,1.1698,6745,7,satellite
1126,293078,150.205118,1.730821,0.3661,362,62,satellite
1127,293152,150.000685,1.729901,0.3883,412,47,satellite
1129,293235,150.298411,1.731653,0.6441,1873,2,satellite
1130,293439,150.032166,1.731143,0.6132,1663,3,satellite
1133,293546,150.238331,1.731146,0.5013,1100,2,satellite
1134,293638,149.986583,1.731113,0.6738,2102,6,satellite
1136,293659,150.088167,1.732262,0.9341,4632,4,satellite
1138,293737,149.787884,1.732242,0.7258,2419,8,satellite
1143,293871,149.777206,1.73152,0.5746,1453,2,satellite
