,cluster_id,ra,dec,redshift,group,Ngal,type
18220,761051,149.790037,2.45444,1.1373,6605,4,satellite
18222,761086,149.455933,2.453227,0.9788,5140,8,satellite
18223,761121,149.915869,2.453361,0.8698,3917,2,satellite
18226,761223,149.851015,2.451856,0.7143,2484,19,satellite
18229,761249,149.479235,2.452008,0.9871,5140,8,satellite
18230,761294,149.964389,2.453693,0.27,187,5,satellite
18234,761445,150.494554,2.454193,0.9919,4935,20,satellite
18235,761459,150.16726,2.454263,1.1188,6132,5,satellite
18236,761469,149.989428,2.451673,0.26,187,5,satellite
18240,761594,150.651613,2.455128,1.0138,5076,16,satellite
18242,761752,149.503064,2.455266,1.0717,5975,2,satellite
18243,761755,149.437765,2.454779,1.0623,5912,2,satellite
18245,761812,149.576743,2.454134,0.481,983,19,satellite
18249,761935,149.88552,2.455128,0.3309,335,42,satellite
18250,761965,149.438581,2.454423,1.0796,6047,3,satellite
18253,762028,150.3641,2.451612,0.2193,82,11,satellite
18255,762080,149.454377,2.454001,0.7144,2352,17,satellite
18257,762153,150.092559,2.454233,0.6817,2223,2,satellite
18258,762158,150.002701,2.455565,0.7174,2295,38,satellite
18261,762218,150.519884,2.454483,0.6166,1741,2,satellite
18262,762257,149.774513,2.455137,0.6312,1824,2,satellite
18263,762259,149.999277,2.454149,0.7093,2295,38,satellite
18265,762292,149.978718,2.45649,0.2698,187,5,satellite
18266,762300,149.860539,2.455572,0.7205,2484,19,satellite
18268,762381,150.636821,2.454087,0.43,813,5,satellite
18269,762395,150.556644,2.455589,1.1867,7073,4,satellite
18271,762420,150.152289,2.456254,0.8412,3553,4,satellite
18275,762515,150.321874,2.456046,0.8496,3400,20,satellite
18277,762574,150.480263,2.45518,0.6565,1978,2,satellite
18279,762621,149.853099,2.45689,1.1823,7072,2,satellite
18282,762676,150.575067,2.452873,0.6198,1480,80,satellite
18283,762686,149.65301,2.456017,1.1356,6530,4,satellite
18285,762696,150.090811,2.461471,0.7268,2298,35,satellite
18287,762792,149.48992,2.456726,1.1431,6604,4,satellite
18288,762825,150.271112,2.456007,0.9086,4256,11,satellite
18289,762831,150.033424,2.455834,0.7198,2295,38,satellite
18291,762873,150.469631,2.455846,0.7438,2720,2,satellite
18292,762935,150.49972,2.455297,0.6678,2165,3,satellite
18293,762939,150.080411,2.456606,0.9346,4599,5,satellite
18295,762948,150.222623,2.457081,0.3655,520,29,satellite
18296,762959,149.997658,2.453661,0.6931,2117,12,satellite
18298,762971,150.638787,2.454205,0.4365,813,5,satellite
18299,762974,150.112717,2.457615,0.3127,307,2,satellite
18301,763004,150.355234,2.456261,0.7411,2625,4,satellite
18304,763089,150.701025,2.456764,0.4645,960,3,satellite
18305,763098,149.996118,2.455922,0.7301,2295,38,satellite
18306,763122,150.734831,2.45588,0.4676,960,3,satellite
18308,763152,150.670332,2.456533,0.7115,2487,3,satellite
18309,763158,150.082315,2.457174,0.8876,3688,95,satellite
18311,763167,149.962423,2.457748,0.8896,4092,4,satellite
18314,763266,150.42302,2.457756,1.0858,5938,3,satellite
18315,763276,150.258286,2.455103,0.6583,2076,3,satellite
18316,763333,150.55258,2.456753,1.184,7073,4,satellite
18320,763430,150.566137,2.457136,0.914,4258,2,satellite
18323,763474,150.345581,2.457484,0.7508,2625,4,satellite
18324,763486,149.581175,2.456357,0.431,814,2,satellite
18327,763530,149.909183,2.454619,0.3401,335,42,satellite
18329,763550,150.615601,2.457083,0.8066,3022,9,satellite
18332,763694,149.477423,2.457673,0.8347,3478,3,satellite
18335,763839,150.085998,2.458476,0.7044,2298,35,satellite
18338,763873,150.036572,2.457037,0.7069,2295,38,satellite
18339,763880,149.532428,2.45682,0.8275,3138,38,satellite
18340,763882,149.879686,2.456263,0.3431,335,42,satellite
18344,763915,150.283978,2.456774,0.8405,3400,20,satellite
18345,763962,149.603818,2.457218,0.8356,3398,5,satellite
18347,764017,150.01638,2.457981,0.7036,2295,38,satellite
18349,764024,150.19163,2.458053,0.6986,2401,2,satellite
18350,764075,150.577802,2.455924,1.0443,5806,2,satellite
18352,764106,149.590188,2.45667,0.6616,2077,5,satellite
18354,764135,149.634161,2.457641,1.1707,6832,5,satellite
18355,764138,149.82186,2.458789,0.9507,4734,2,satellite
18356,764145,149.521898,2.45902,1.1478,6719,3,satellite
18357,764157,149.965093,2.458601,0.894,4092,4,satellite
18362,764306,150.721961,2.457724,0.6377,1742,7,satellite
18366,764434,149.53027,2.457404,0.4949,1087,4,satellite
18367,764454,150.569584,2.459082,0.6466,1883,3,satellite
18369,764559,150.004302,2.457749,0.705,2295,38,satellite
18372,764608,150.657684,2.459995,1.184,7071,2,satellite
18374,764659,150.075637,2.459474,0.7319,2298,35,satellite
18376,764676,150.456453,2.457594,1.1317,6531,2,satellite
18378,764758,150.016049,2.459008,0.7009,2295,38,satellite
18379,764781,150.713983,2.458324,0.497,1088,2,satellite
18380,764825,149.465724,2.459143,0.4801,928,78,satellite
18381,764828,149.946625,2.45867,0.7596,2791,2,satellite
18383,764851,150.10441,2.459264,0.7214,2298,35,satellite
18386,764914,150.501899,2.459875,1.131,6477,2,satellite
18390,764981,150.267529,2.457751,0.6411,1840,2,satellite
18395,765060,150.518866,2.459356,0.4949,1089,2,satellite
18398,765192,150.561143,2.459196,0.6144,1480,80,satellite
18399,765202,150.146144,2.456961,0.3298,334,6,satellite
18401,765250,150.107636,2.457714,0.9296,4599,5,satellite
18403,765299,150.034132,2.459763,0.6808,2195,8,satellite
18404,765389,149.761306,2.461508,0.6839,2258,26,satellite
18405,765422,149.766213,2.460238,0.8961,4091,4,satellite
18408,765495,149.661117,2.459477,0.7093,2402,3,satellite
18409,765500,150.374486,2.459671,0.3578,387,73,satellite
18411,765516,150.085315,2.45934,0.7271,2298,35,satellite
18415,765550,150.370682,2.459158,0.21,83,4,satellite
18416,765555,150.092779,2.45888,0.7293,2298,35,satellite
18421,765625,149.485572,2.460557,0.9504,4797,4,satellite
18422,765653,150.397554,2.46071,0.8219,3262,2,satellite
18425,765734,149.794422,2.460074,0.7557,2763,4,satellite
18426,765738,150.1766,2.458938,0.6752,2080,14,satellite
18428,765797,149.977419,2.459925,0.3453,335,42,satellite
18429,765821,149.672612,2.458561,0.48,961,8,satellite
18430,765830,150.012086,2.459078,0.7353,2295,38,satellite
18431,765836,150.088319,2.459319,0.7225,2298,35,satellite
18432,765843,150.158453,2.460314,0.9784,5139,2,satellite
18433,765873,149.881286,2.45908,0.3535,335,42,satellite
18434,765930,150.13468,2.459856,0.5132,1120,10,satellite
18436,765960,150.049486,2.460713,0.7059,2295,38,satellite
18438,765990,149.801543,2.458172,0.7301,2258,26,satellite
18439,766012,150.019337,2.460227,0.688,2195,8,satellite
18440,766029,150.748062,2.458464,0.8572,3761,4,satellite
18442,766076,149.688705,2.461646,1.1608,6868,5,satellite
18443,766093,149.63521,2.46173,1.1694,6832,5,satellite
18445,766119,150.365136,2.461329,0.8741,3880,3,satellite
18448,766214,150.313888,2.461541,0.7289,2624,3,satellite
18450,766256,150.565947,2.458599,0.363,540,2,satellite
18453,766289,150.515501,2.459722,0.4693,984,2,satellite
18458,766401,149.972882,2.457907,0.2672,187,5,satellite
18466,766495,150.226539,2.461811,1.0535,5837,2,satellite
18467,766498,149.743534,2.461681,0.8574,3682,2,satellite
18471,766608,150.648906,2.462865,0.6093,1688,2,satellite
18473,766645,149.766299,2.462734,0.7167,2258,26,satellite
18474,766672,150.068481,2.46239,0.8936,3688,95,satellite
18475,766683,150.448465,2.460645,0.611,1687,2,satellite
18476,766757,150.257415,2.461271,0.91,4256,11,satellite
18477,766770,150.175074,2.462345,1.0899,6132,5,satellite
18478,766781,149.971518,2.459271,0.3399,335,42,satellite
18480,766811,150.08876,2.460649,0.7297,2298,35,satellite
18483,766897,150.354307,2.46043,0.31,298,7,satellite
18485,766952,150.397429,2.461806,0.8412,3554,3,satellite
18486,766971,150.513598,2.461227,0.4389,864,2,satellite
18487,766986,149.842346,2.477981,0.717,1886,377,satellite
18489,767061,150.667197,2.463635,1.0744,6016,2,satellite
18491,767082,149.68153,2.461459,0.4772,961,8,satellite
18492,767142,150.325929,2.461886,0.5221,1119,5,satellite
18495,767204,149.451928,2.461539,0.3419,428,4,satellite
18496,767210,149.80998,2.461973,0.6638,2074,8,satellite
18497,767229,150.164639,2.462573,1.1014,6132,5,satellite
18498,767232,149.740245,2.462595,0.6568,1979,2,satellite
18501,767277,150.731386,2.463734,0.9517,4366,40,satellite
18502,767318,150.411781,2.460851,0.2091,83,4,satellite
18505,767356,150.28351,2.463811,0.6622,1982,14,satellite
18509,767442,150.322215,2.462698,0.5094,1119,5,satellite
18513,767564,149.767284,2.46347,0.6905,2258,26,satellite
18514,767642,150.152792,2.46373,0.8449,3553,4,satellite
18515,767659,150.350141,2.462424,0.3379,387,73,satellite
18516,767669,149.827643,2.460776,0.8436,3617,2,satellite
18517,767678,150.286635,2.463761,0.6699,1982,14,satellite
18519,767776,149.618252,2.463266,0.8365,3398,5,satellite
18520,767789,150.080499,2.462258,0.7189,2298,35,satellite
18522,767871,150.250472,2.463876,0.3826,520,29,satellite
18523,767924,149.508264,2.464704,0.9433,4735,5,satellite
18525,767989,150.054762,2.463996,0.7341,2298,35,satellite
18526,768000,149.916674,2.461617,0.7147,1886,377,satellite
18527,768013,150.088451,2.463567,0.7139,2298,35,satellite
18529,768046,149.682113,2.46398,0.482,961,8,satellite
18531,768060,150.587329,2.463492,0.6536,1883,3,satellite
18532,768106,149.74472,2.46324,0.4773,986,5,satellite
18533,768139,150.044706,2.464372,1.1724,6949,2,satellite
18537,768285,150.480662,2.464347,0.9717,5141,2,satellite
18540,768340,150.419555,2.465402,1.066,5938,3,satellite
18541,768361,149.69215,2.461718,0.4699,961,8,satellite
18542,768373,149.511422,2.463936,0.9497,4735,5,satellite
18544,768418,149.882377,2.465608,0.7219,1886,377,satellite
18546,768475,150.390126,2.464635,0.22,82,11,satellite
18547,768542,149.945395,2.461747,0.3594,335,42,satellite
18548,768560,150.732866,2.464257,0.9621,4366,40,satellite
18550,768596,149.461786,2.46414,0.4801,928,78,satellite
18551,768623,150.137192,2.463138,0.506,1120,10,satellite
18553,768676,150.567872,2.465571,1.1001,6224,2,satellite
18554,768749,149.788222,2.465877,0.7326,2258,26,satellite
18556,768795,150.403288,2.464828,0.5115,1142,7,satellite
18557,768796,149.915125,2.465452,0.6745,1886,377,satellite
18559,768815,150.485548,2.462512,0.4098,668,5,satellite
18560,768838,150.743313,2.465704,1.0014,4366,40,satellite
18562,768890,150.161845,2.465991,1.1114,6132,5,satellite
18563,768925,150.724308,2.466095,1.0225,5597,3,satellite
18564,768929,149.811792,2.466027,0.9044,4145,2,satellite
18570,769025,149.601454,2.462857,1.135,6606,3,satellite
18572,769060,149.532869,2.467308,1.1942,7149,2,satellite
18573,769077,149.913464,2.46494,0.357,335,42,satellite
18575,769125,149.474892,2.465862,0.8963,4146,2,satellite
18578,769229,149.799131,2.466705,1.1655,6833,4,satellite
18581,769253,150.435548,2.465034,0.6599,2078,3,satellite
18582,769270,150.017989,2.465857,0.3305,386,8,satellite
18583,769283,150.675317,2.465555,0.7075,2487,3,satellite
18584,769326,149.788678,2.464961,0.7071,2258,26,satellite
18585,769333,150.607052,2.46686,0.9885,5410,6,satellite
18587,769336,149.918232,2.465141,0.6957,1886,377,satellite
18591,769424,150.225347,2.464003,0.6741,1982,14,satellite
18592,769425,149.982609,2.466053,0.67,2117,12,satellite
18595,769474,149.684662,2.467159,1.1662,6868,5,satellite
18598,769564,150.544608,2.465519,0.3128,299,3,satellite
18599,769575,150.141631,2.464577,0.5062,1120,10,satellite
18600,769591,149.783152,2.466416,0.7096,2258,26,satellite
18603,769824,150.734349,2.466487,0.9315,4366,40,satellite
18608,769970,150.730678,2.467263,0.9775,4366,40,satellite
18609,769974,150.133695,2.466148,0.6929,2257,4,satellite
18614,770130,150.074938,2.467312,0.7159,2298,35,satellite
18618,770213,150.663048,2.468227,0.7891,2965,3,satellite
18621,770279,149.542059,2.467306,0.4969,1087,4,satellite
18624,770354,150.134134,2.46831,0.8386,3553,4,satellite
18627,770441,150.608757,2.467384,0.9972,5410,6,satellite
18629,770486,149.844595,2.474822,0.3803,541,4,satellite
18631,770526,150.545777,2.468377,1.1798,7073,4,satellite
18632,770530,150.320636,2.467001,0.3411,387,73,satellite
18634,770627,150.225968,2.46655,0.3494,469,2,satellite
18635,770679,149.451401,2.466808,0.4777,928,78,satellite
18637,770730,149.602052,2.468732,1.1633,6905,4,satellite
18639,770783,149.786871,2.467509,0.6902,2258,26,satellite
18641,770808,149.938947,2.469175,0.7365,1886,377,satellite
18642,770890,150.74761,2.467437,0.9818,4366,40,satellite
18643,770899,150.291688,2.468243,0.8159,3142,2,satellite
18644,770934,149.792207,2.469406,0.7495,2763,4,satellite
18647,770979,150.238791,2.465336,0.3794,520,29,satellite
18648,771025,149.910507,2.468494,0.7283,1886,377,satellite
18652,771174,150.391084,2.466994,0.3583,387,73,satellite
18654,771212,150.631498,2.468317,0.8061,3022,9,satellite
18655,771222,149.556417,2.467816,0.9659,5001,4,satellite
18658,771269,149.727577,2.469775,1.0043,5344,10,satellite
18660,771397,149.782913,2.467269,0.7111,2258,26,satellite
18661,771425,149.515876,2.469861,1.1476,6719,3,satellite
18662,771429,149.729717,2.469004,0.893,4147,2,satellite
18664,771466,149.494476,2.469176,1.041,5781,2,satellite
18667,771559,149.916766,2.469651,0.7242,1886,377,satellite
18668,771652,150.060244,2.469087,0.7206,2298,35,satellite
18673,771747,149.495204,2.467018,0.7214,2352,17,satellite
18674,771807,149.86586,2.468399,1.0152,5680,2,satellite
18675,771810,149.788813,2.466443,0.7192,2258,26,satellite
18677,771944,150.174504,2.46877,0.6699,2080,14,satellite
18681,772108,150.196973,2.47039,0.9161,4367,2,satellite
18682,772113,150.046985,2.470417,0.8193,3263,2,satellite
18683,772122,150.511694,2.471317,0.7991,3067,5,satellite
18687,772242,150.092678,2.472422,0.9037,3688,95,satellite
18688,772271,149.923146,2.471237,0.7243,1886,377,satellite
18689,772278,149.708733,2.469896,0.9672,4999,2,satellite
18690,772303,149.750738,2.468829,0.4812,986,5,satellite
18691,772345,150.728973,2.471105,1.1743,7001,2,satellite
18695,772454,150.590321,2.470391,0.6099,1480,80,satellite
18696,772456,149.978346,2.470401,0.6978,2117,12,satellite
18697,772477,149.963755,2.470931,0.7252,1886,377,satellite
18699,772499,150.427016,2.471848,0.979,5209,2,satellite
18700,772503,149.853909,2.469398,0.6875,1886,377,satellite
18702,772546,149.447582,2.474853,0.6426,1864,2,satellite
18706,772694,149.46296,2.471919,1.1306,6271,6,satellite
18707,772724,150.138759,2.471781,0.6939,2257,4,satellite
18708,772777,150.645157,2.469261,0.4302,813,5,satellite
18710,772788,150.635572,2.471484,0.5356,1283,2,satellite
18711,772799,149.814823,2.472737,1.1712,6833,4,satellite
18712,772832,150.387216,2.468774,0.34,387,73,satellite
18715,772934,149.881169,2.47242,1.1336,6607,2,satellite
18716,772936,150.26718,2.469771,0.6906,2222,9,satellite
18718,772941,149.888493,2.4724,0.6926,1886,377,satellite
18720,773007,149.710618,2.470753,0.3738,331,84,satellite
18721,773015,150.377135,2.471799,0.864,3880,3,satellite
18724,773125,149.610477,2.471129,0.6687,2077,5,satellite
18726,773165,149.792535,2.471195,1.0093,5543,2,satellite
18727,773170,149.526628,2.472366,1.003,5409,3,satellite
18728,773239,150.010688,2.472216,0.843,3555,2,satellite
18729,773244,149.776811,2.47216,0.7533,2763,4,satellite
18731,773413,150.08327,2.47298,0.7,2298,35,satellite
18732,773452,150.738809,2.472431,0.9443,4366,40,satellite
18733,773505,150.317475,2.472776,0.8841,3986,3,satellite
18736,773569,150.118182,2.474481,0.5101,1120,10,satellite
18737,773609,150.728052,2.472802,0.9638,4366,40,satellite
18738,773651,149.781502,2.472974,0.7153,2258,26,satellite
18739,773773,149.90553,2.472622,0.7118,1886,377,satellite
18740,773799,150.735628,2.473357,0.9439,4366,40,satellite
18741,773877,149.566223,2.47361,0.974,5001,4,satellite
18742,773902,149.546855,2.473235,1.0881,6133,4,satellite
18743,773909,150.721198,2.473636,0.6236,1742,7,satellite
18744,773935,149.534996,2.473712,0.9936,5409,3,satellite
18746,774094,150.303277,2.474122,0.911,4149,8,satellite
18747,774105,149.863431,2.47364,0.7339,1886,377,satellite
18748,774168,150.169645,2.473528,0.6721,2080,14,satellite
18751,774260,149.927654,2.474461,0.6765,1886,377,satellite
18752,774281,150.332575,2.474598,1.1651,6779,5,satellite
18753,774282,150.546547,2.470558,0.5883,1482,2,satellite
18754,774335,150.385825,2.47361,0.62,1775,2,satellite
18756,774389,149.794793,2.474256,1.1555,6833,4,satellite
18757,774396,150.580037,2.47452,0.6141,1480,80,satellite
18758,774408,150.749967,2.473267,0.9915,4366,40,satellite
18759,774434,149.930001,2.471256,0.3599,335,42,satellite
18761,774535,149.78522,2.472969,0.7287,2258,26,satellite
18762,774572,149.856043,2.473902,0.7004,1886,377,satellite
18763,774583,150.312087,2.472819,0.839,3400,20,satellite
18766,774666,150.467018,2.473869,0.6652,2118,5,satellite
18768,774685,150.561993,2.475034,1.1483,6180,36,satellite
18772,774784,150.010094,2.473765,0.2101,66,66,satellite
18777,774830,150.214614,2.474279,0.3644,520,29,satellite
18778,774840,150.319328,2.474675,0.9104,4149,8,satellite
18780,774877,150.738317,2.474862,0.9948,4366,40,satellite
18781,774899,149.900766,2.474339,0.711,1886,377,satellite
18782,774910,150.275637,2.476689,0.8397,3400,20,satellite
18785,774989,150.308312,2.475551,1.1503,6779,5,satellite
18790,775048,149.608055,2.475567,0.9676,5002,9,satellite
18791,775084,149.445385,2.472999,0.3513,428,4,satellite
18797,775368,150.491039,2.473951,0.4115,668,5,satellite
18799,775413,150.029589,2.475914,0.824,3203,2,satellite
18800,775433,150.06979,2.474301,0.2754,218,2,satellite
18801,775469,149.957145,2.475991,0.7243,1886,377,satellite
18803,775483,149.928086,2.474947,0.7155,1886,377,satellite
18804,775484,150.158366,2.475723,0.6839,2080,14,satellite
18806,775508,149.908387,2.475528,0.7169,1886,377,satellite
18808,775557,150.739056,2.476288,0.9465,4366,40,satellite
18809,775598,149.879581,2.47579,0.3552,335,42,satellite
18812,775654,150.738836,2.473805,0.9751,4366,40,satellite
18813,775697,149.895703,2.475906,0.6843,1886,377,satellite
18815,775723,150.231499,2.47455,0.383,520,29,satellite
18817,775778,150.43625,2.476331,0.6712,2081,2,satellite
18818,775794,150.063725,2.476439,1.1763,6906,2,satellite
18819,775807,149.539266,2.476268,0.847,3618,2,satellite
18821,775823,149.584293,2.476684,0.8383,3402,2,satellite
18823,775887,149.812823,2.47695,1.0011,5483,3,satellite
18825,775925,150.068338,2.474387,0.7003,2298,35,satellite
18826,775941,149.769502,2.475061,0.86,3816,2,satellite
18828,775978,150.008621,2.476366,0.6931,2295,38,satellite
18829,775989,150.607074,2.47613,1.1882,7005,5,satellite
18831,776072,150.622657,2.477151,0.7961,3022,9,satellite
18832,776101,150.665672,2.475612,0.344,442,2,satellite
18833,776103,150.465863,2.47692,0.6657,2118,5,satellite
18834,776128,150.30665,2.476873,0.8583,3400,20,satellite
18835,776130,149.609479,2.477495,1.17,6905,4,satellite
18836,776133,149.951982,2.475853,0.6857,1886,377,satellite
18837,776137,150.230497,2.474798,0.3771,520,29,satellite
18838,776141,150.585552,2.473954,0.6104,1480,80,satellite
18840,776166,150.270868,2.476729,0.6662,1982,14,satellite
18842,776243,150.326568,2.477806,0.8893,3986,3,satellite
18843,776249,150.470614,2.477227,0.9543,4939,10,satellite
18845,776291,149.617478,2.475879,0.4986,983,19,satellite
18846,776324,150.744997,2.476816,0.9337,4366,40,satellite
18847,776337,149.997004,2.475922,0.3469,335,42,satellite
18849,776380,150.729208,2.477882,1.0763,5976,2,satellite
18850,776397,149.826328,2.475229,0.3679,541,4,satellite
18852,776417,150.310869,2.478063,0.8403,3400,20,satellite
18856,776481,149.534143,2.477301,1.099,6133,4,satellite
18857,776508,150.700974,2.476695,0.6142,1742,7,satellite
18858,776529,149.925845,2.47828,0.6795,1886,377,satellite
18859,776552,149.949337,2.47615,0.7239,1886,377,satellite
18861,776563,150.746541,2.478354,0.8708,3761,4,satellite
18863,776602,150.287572,2.477335,0.8394,3400,20,satellite
18865,776638,149.797318,2.477785,0.8119,3141,2,satellite
18867,776656,150.155013,2.477669,0.6618,1919,27,satellite
18870,776761,150.395345,2.477553,0.8395,3554,3,satellite
18875,776873,149.467749,2.477767,1.0898,6134,2,satellite
18877,776883,150.31122,2.478792,0.9113,4149,8,satellite
18878,776888,149.818901,2.477998,0.9931,5483,3,satellite
18882,776980,150.151228,2.478023,0.6779,2080,14,satellite
18884,776993,150.094378,2.478218,0.7015,2298,35,satellite
18886,777048,150.74647,2.478613,0.9177,4366,40,satellite
18887,777053,149.605018,2.47592,0.4991,983,19,satellite
18889,777085,150.364372,2.478275,0.8928,4148,2,satellite
18891,777129,150.581774,2.477001,0.4396,838,4,satellite
18894,777332,149.986203,2.478264,0.675,2117,12,satellite
18897,777417,149.822795,2.4777,0.8913,4093,2,satellite
18899,777477,150.320731,2.479832,1.1716,6779,5,satellite
18901,777505,150.383494,2.479024,0.3427,387,73,satellite
18902,777508,150.471579,2.480058,0.6716,2118,5,satellite
18904,777557,150.524859,2.478997,0.8593,3762,3,satellite
18905,777591,150.138906,2.4782,0.9085,4259,4,satellite
18908,777690,150.334726,2.47879,0.6699,2167,2,satellite
18909,777694,150.147296,2.478229,0.8798,3987,5,satellite
18911,777796,149.932852,2.479951,0.7096,1886,377,satellite
18912,777810,149.508908,2.47906,0.9492,4735,5,satellite
18914,777824,150.145999,2.478201,0.6632,1919,27,satellite
18918,777986,150.273605,2.477671,0.6672,1982,14,satellite
18920,778022,150.176265,2.477815,0.3303,354,5,satellite
18924,778072,149.731502,2.478746,0.8361,3405,7,satellite
18925,778147,150.005213,2.480305,0.93,4436,8,satellite
18926,778167,150.291545,2.479524,0.8364,3400,20,satellite
18927,778168,149.950195,2.479078,0.7266,1886,377,satellite
18928,778198,149.951686,2.479694,0.728,1886,377,satellite
18930,778218,150.302915,2.479277,0.8406,3400,20,satellite
18931,778223,150.265197,2.478726,0.6933,2222,9,satellite
18932,778338,149.584171,2.477271,0.4811,983,19,satellite
18936,778372,149.951054,2.481077,0.758,1886,377,satellite
18938,778457,149.531422,2.478527,0.4268,758,3,satellite
18940,778517,149.945119,2.480357,0.7504,1886,377,satellite
18944,778600,149.860444,2.481153,0.7215,1886,377,satellite
18945,778640,150.052698,2.480181,0.7279,2298,35,satellite
18946,778647,150.745144,2.480527,0.9223,4366,40,satellite
18948,778747,150.565339,2.481394,1.0571,5877,5,satellite
18949,778760,150.430603,2.481374,1.1435,6720,3,satellite
18952,778786,150.089578,2.479601,0.5225,1197,2,satellite
18954,778957,149.935624,2.481495,0.7111,1886,377,satellite
18955,778993,150.0928,2.478659,0.7142,2298,35,satellite
18956,778996,149.86379,2.481052,0.7109,1886,377,satellite
18960,779109,150.556317,2.482266,1.1384,6180,36,satellite
18964,779208,150.621111,2.48137,0.9999,5410,6,satellite
18965,779225,150.397931,2.481769,0.9183,4368,4,satellite
18966,779262,150.270177,2.48222,0.8443,3400,20,satellite
18968,779298,150.311097,2.481069,0.9125,4149,8,satellite
18972,779477,149.956624,2.48275,0.6796,1886,377,satellite
18976,779542,150.294155,2.481731,0.8388,3400,20,satellite
18980,779624,150.641351,2.481847,0.6629,1980,4,satellite
18986,779724,149.727983,2.482858,1.0052,5344,10,satellite
18988,779844,149.819608,2.482777,1.1917,7003,6,satellite
18989,779874,150.15023,2.481312,0.6649,1919,27,satellite
18994,780038,150.100075,2.481763,0.8972,3688,95,satellite
18996,780073,150.723551,2.483015,0.7587,2764,2,satellite
18999,780126,150.628697,2.483799,0.9496,4862,3,satellite
19000,780134,149.952072,2.481881,0.73,1886,377,satellite
19001,780138,150.609562,2.481631,0.809,3022,9,satellite
19003,780191,150.503998,2.483358,0.8078,3067,5,satellite
19006,780248,150.410652,2.482367,0.8873,3763,27,satellite
19007,780280,149.963433,2.483573,0.7283,1886,377,satellite
19009,780362,150.298013,2.484205,0.6243,1777,2,satellite
19010,780365,150.398266,2.480753,0.8996,3763,27,satellite
19011,780366,149.946756,2.48373,0.7138,1886,377,satellite
19012,780400,149.871726,2.483323,1.0608,5878,2,satellite
19017,780493,150.615341,2.484342,0.7472,2721,3,satellite
19018,780505,149.733913,2.484168,1.1283,6376,3,satellite
19021,780541,150.615715,2.48372,0.8045,3022,9,satellite
19022,780574,150.651546,2.48325,0.47,985,2,satellite
19024,780621,149.738297,2.484695,0.8413,3405,7,satellite
19025,780676,150.573852,2.484142,1.1847,6952,3,satellite
19027,780707,150.459377,2.484033,0.9678,4939,10,satellite
19029,780732,149.944998,2.484379,0.7059,1886,377,satellite
19030,780739,150.349111,2.484788,1.1535,6780,2,satellite
19032,780805,150.57428,2.481564,0.6227,1480,80,satellite
19035,780855,149.863407,2.484351,0.6935,1886,377,satellite
19036,780881,150.325053,2.4832,0.34,387,73,satellite
19037,780894,150.326036,2.480913,0.515,1119,5,satellite
19038,780902,150.12589,2.483416,0.65,1884,2,satellite
19039,780941,149.864164,2.484009,0.7363,1886,377,satellite
19040,780965,150.400895,2.484795,0.9152,4368,4,satellite
19041,780977,149.728922,2.483801,1.0148,5344,10,satellite
19042,780980,150.414575,2.481065,0.8752,3763,27,satellite
19045,781147,150.425068,2.482791,0.877,3763,27,satellite
19046,781155,149.884945,2.483988,0.6989,1886,377,satellite
19047,781260,150.402423,2.484883,0.9736,5082,5,satellite
19048,781289,149.945743,2.484949,0.7263,1886,377,satellite
19049,781292,150.465186,2.485528,0.9753,4939,10,satellite
19054,781486,150.520404,2.484195,0.4157,743,2,satellite
19055,781557,150.346509,2.486245,0.9784,5081,3,satellite
19057,781598,150.7375,2.483956,0.6196,1742,7,satellite
19059,781641,149.934846,2.485655,0.7244,1886,377,satellite
19060,781642,150.091171,2.482702,0.2595,190,2,satellite
19062,781648,150.365569,2.484764,0.3497,387,73,satellite
19063,781679,150.53097,2.485443,0.6116,1689,5,satellite
19064,781687,150.294125,2.485969,0.8417,3400,20,satellite
19065,781689,149.727846,2.48543,1.1971,7150,6,satellite
19068,781710,149.946635,2.48458,0.6941,1886,377,satellite
19069,781720,149.943368,2.485151,0.7125,1886,377,satellite
19070,781730,149.787026,2.485914,0.7144,2258,26,satellite
19072,781800,150.634634,2.485932,0.9957,5410,6,satellite
19078,781888,150.07276,2.485017,0.598,1543,4,satellite
19080,781935,149.555293,2.485261,0.8342,3404,5,satellite
19081,781941,149.698838,2.486277,1.1439,6721,3,satellite
19082,781993,150.588049,2.484448,0.6057,1480,80,satellite
19085,782074,150.540137,2.484423,0.6128,1689,5,satellite
19086,782082,150.413989,2.482455,1.1127,6225,6,satellite
19087,782103,150.611868,2.485722,0.7548,2721,3,satellite
19088,782168,150.335568,2.486025,0.9642,5081,3,satellite
19090,782202,150.531537,2.483461,0.3785,613,5,satellite
19091,782257,150.575655,2.500509,0.6004,1480,80,satellite
19092,782265,150.402742,2.484756,0.429,816,2,satellite
19094,782281,150.119645,2.486083,0.5361,1284,2,satellite
19096,782365,150.048848,2.485807,0.7069,2451,3,satellite
19097,782380,149.945217,2.485664,0.73,1886,377,satellite
19102,782412,150.605508,2.486736,1.1877,7005,5,satellite
19103,782430,149.951219,2.48306,0.7197,1886,377,satellite
19106,782480,149.453465,2.482897,1.1271,6271,6,satellite
19110,782608,150.345953,2.485869,1.19,7198,2,satellite
19112,782651,150.322148,2.482944,0.4977,1069,16,satellite
19117,782841,150.293999,2.48767,0.7039,2196,32,satellite
19124,782964,150.5406,2.486554,0.8743,3922,11,satellite
