ra,dec,redshift,brightness,LR,gal_id,cluster_id
150.25096528,2.03001587,0.9515,-21.87,29.61,480895.0,1.0
150.33677407,2.02690897,0.9356,-22.05,30.03,478949.0,1.0
150.26387119,1.97137273,0.9311,-23.15,30.18,445637.0,1.0
150.33878286,2.03187512,0.9298,-22.44,29.77,484362.0,1.0
150.21025938,2.56551221,1.4008,-23.85,30.83,835513.0,2.0
150.21179621,2.56089435,1.3991,-21.29,29.81,831442.0,2.0
150.20657709,2.56859838,1.4168,-20.26,29.02,836149.0,2.0
150.20244261,2.56939088,1.4078,-21.33,29.77,837189.0,2.0
150.20429749,2.57097602,1.4038,-21.6,29.97,838113.0,2.0
150.19994565,2.55972995,1.3953,-23.75,30.14,832581.0,2.0
150.2125959,2.58041312,1.3944,-22.55,30.22,844527.0,2.0
150.19891362,2.56118019,1.3919,-22.75,29.72,832035.0,2.0
150.21694217,2.55649381,1.4126,-20.87,29.35,828948.0,2.0
150.19986518,2.56295027,1.4133,-22.85,29.77,833701.0,2.0
150.22560545,2.5763311,1.3968,-20.58,29.17,841267.0,2.0
150.22933861,2.57147324,1.4025,-21.41,29.66,838552.0,2.0
150.22933103,2.56058015,1.4044,-19.78,28.7,830376.0,2.0
150.18992022,2.56179757,1.405,-23.31,30.37,832744.0,2.0
150.19277645,2.57271885,1.4077,-20.72,29.22,839346.0,2.0
150.19579958,2.5783967,1.3876,-21.2,29.79,843155.0,2.0
150.22571253,2.56018425,1.3851,-20.77,29.05,830824.0,2.0
150.19418294,2.58103983,1.4018,-22.44,30.03,844989.0,2.0
150.20255584,2.58580072,1.3975,-19.58,28.75,847403.0,2.0
150.20706891,2.54192127,1.4065,-19.86,28.86,818238.0,2.0
150.19368912,2.59073334,1.3938,-21.51,29.37,851856.0,2.0
150.23546359,2.55842648,1.4116,-21.77,29.51,830272.0,2.0
150.18664178,2.53883814,1.3871,-20.35,28.97,816475.0,2.0
150.23864558,2.55248834,1.3887,-21.87,29.39,825914.0,2.0
150.24118474,2.55091574,1.3896,-19.53,28.19,823828.0,2.0
150.2330845,2.53999522,1.3856,-20.04,28.6,816957.0,2.0
150.22235719,2.52650155,1.4003,-19.85,28.47,807724.0,2.0
150.17075441,2.57011433,1.4074,-20.83,28.91,837492.0,2.0
150.18779949,2.53490096,1.4082,-21.34,29.4,814198.0,2.0
150.17381077,2.58102543,1.3902,-21.29,29.43,844694.0,2.0
150.16978179,2.55092073,1.4044,-20.69,28.86,824474.0,2.0
150.16915551,2.57884059,1.4068,-19.82,28.72,842870.0,2.0
150.18981656,2.60595528,1.3867,-19.99,28.91,860321.0,2.0
150.18810861,2.60640797,1.393,-21.5,30.05,860885.0,2.0
150.46863419,1.9368,0.9814,-23.06,29.84,424484.0,3.0
150.472174,1.94093252,0.9765,-21.63,29.65,425699.0,3.0
150.46454921,1.93268585,0.9841,-21.32,29.16,420522.0,3.0
150.4781817,1.94807951,0.9836,-20.72,29.14,429958.0,3.0
150.46611796,1.94749237,0.9893,-21.12,29.07,429508.0,3.0
150.45697914,1.9238906,0.9821,-22.46,30.17,415779.0,3.0
150.45857513,1.95430159,0.9749,-19.69,28.96,433640.0,3.0
150.47644918,1.9571854,0.9733,-19.57,28.46,435091.0,3.0
150.4749534,1.95488158,0.9847,-20.01,28.65,433986.0,3.0
150.45285535,1.92142978,0.9787,-19.84,28.57,412920.0,3.0
150.44491646,1.94319877,0.9783,-21.14,29.74,426874.0,3.0
150.48160508,1.91566533,0.9771,-20.55,29.5,409426.0,3.0
150.44955585,1.91887966,0.9751,-20.27,28.94,411797.0,3.0
150.44832963,1.92380224,0.9861,-20.34,28.9,415153.0,3.0
150.47615201,1.91510875,0.9719,-21.99,29.89,409827.0,3.0
150.44664955,1.93081704,0.9879,-19.9,28.66,419027.0,3.0
150.47956334,1.95584187,0.9712,-22.5,29.62,435515.0,3.0
150.44486021,1.93487025,0.9927,-19.64,28.44,421890.0,3.0
150.47724107,1.96966347,0.9837,-21.84,29.35,444316.0,3.0
150.45939949,1.90259252,0.9831,-20.59,28.85,401436.0,3.0
150.44196104,1.95906614,0.9787,-19.71,28.55,436599.0,3.0
150.44094305,1.91245411,0.9913,-19.91,28.86,407731.0,3.0
150.50749684,1.93111802,0.9845,-19.53,28.67,419177.0,3.0
150.50085773,1.9109117,0.9825,-20.55,29.65,405885.0,3.0
150.50941426,1.94749501,0.976,-22.63,29.67,430936.0,3.0
150.43611759,1.95720078,0.9935,-21.35,29.42,436928.0,3.0
150.43629112,1.97128969,0.9943,-19.79,28.56,444140.0,3.0
150.42804728,1.96467079,0.9767,-20.3,29.39,440000.0,3.0
150.23317315,1.76404074,0.9104,-21.45,29.37,313556.0,4.0
150.23332247,1.76011342,0.9136,-22.77,30.23,311817.0,4.0
150.24300322,1.76475709,0.921,-22.62,29.66,313376.0,4.0
150.22808226,1.76563545,0.9047,-19.52,28.71,314083.0,4.0
150.23962819,1.76569533,0.9037,-21.88,30.05,314711.0,4.0
150.23003441,1.75013259,0.923,-20.26,28.69,304316.0,4.0
150.24142726,1.7726313,0.9139,-19.67,28.75,318290.0,4.0
150.21801071,1.75841099,0.9145,-21.33,29.33,310127.0,4.0
150.24583877,1.76340096,0.92,-21.4,29.31,312891.0,4.0
150.24697338,1.75592501,0.9042,-22.22,29.69,309019.0,4.0
150.2446224,1.76335996,0.9237,-21.96,29.89,314133.0,4.0
150.2224434,1.76408347,0.9012,-20.7,28.94,313425.0,4.0
150.24254524,1.77425974,0.9219,-21.69,29.29,319830.0,4.0
150.23911785,1.74169113,0.923,-20.93,29.39,299670.0,4.0
150.25757736,1.7527924,0.912,-20.82,29.31,306396.0,4.0
150.25739556,1.76918911,0.9226,-22.05,29.45,317415.0,4.0
150.25599507,1.76537697,0.9255,-19.9,28.79,313643.0,4.0
150.25562302,1.76805152,0.9072,-19.94,28.91,315608.0,4.0
150.20610834,1.7496599,0.9259,-20.07,28.9,304327.0,4.0
150.2195083,1.79427496,0.9173,-19.89,28.62,332609.0,4.0
150.26275258,1.73251438,0.9191,-22.41,29.97,294958.0,4.0
150.27237752,1.76567078,0.9175,-19.64,28.45,313827.0,4.0
150.19027426,1.73823378,0.9143,-21.43,29.37,298050.0,4.0
150.2835311,1.7653586,0.9064,-19.51,28.48,313697.0,4.0
150.25521411,1.7145373,0.9237,-22.25,29.53,283550.0,4.0
150.27258145,1.79199862,0.9153,-21.32,29.16,331314.0,4.0
150.37556782,2.13148413,0.828,-22.98,29.79,548219.0,5.0
150.36503408,2.12736943,0.8209,-20.37,29.0,543471.0,5.0
150.37546885,2.14229374,0.8345,-20.17,29.07,553214.0,5.0
150.38357242,2.12814297,0.8362,-22.22,29.49,544902.0,5.0
150.36603328,2.13156081,0.8179,-21.32,29.16,546343.0,5.0
150.38818885,2.12875995,0.8171,-21.89,29.45,545177.0,5.0
150.39014587,2.1262924,0.8172,-21.27,29.42,542454.0,5.0
150.36167547,2.14519098,0.8273,-20.59,29.22,555375.0,5.0
150.36604201,2.147216,0.833,-20.85,29.15,557187.0,5.0
150.3832096,2.11484359,0.8341,-20.37,28.95,535464.0,5.0
150.39047143,2.14452511,0.835,-22.33,29.91,555646.0,5.0
150.39176871,2.14003163,0.8233,-21.69,29.49,554779.0,5.0
150.36321528,2.14583327,0.8227,-19.78,28.87,555748.0,5.0
150.3901114,2.14326795,0.8209,-21.57,29.43,556633.0,5.0
150.39468818,2.14241235,0.8392,-20.48,29.08,553556.0,5.0
150.39589746,2.11297414,0.8342,-21.12,29.36,533716.0,5.0
150.39383334,2.11498545,0.8384,-22.1,29.74,535714.0,5.0
150.40507076,2.14443224,0.8305,-22.95,29.8,556651.0,5.0
150.40562607,2.11515488,0.8248,-20.46,28.86,535074.0,5.0
150.3497644,2.14950441,0.8238,-21.13,29.38,558345.0,5.0
150.40348638,2.11548363,0.8211,-21.51,29.18,535448.0,5.0
150.40711266,2.14258393,0.8396,-20.55,28.84,553721.0,5.0
150.35926091,2.09611727,0.8252,-21.43,29.34,523198.0,5.0
150.378373,2.09421722,0.8314,-19.76,28.66,521498.0,5.0
150.38772039,2.09339423,0.8379,-20.25,28.68,521030.0,5.0
150.34396607,2.15312325,0.8169,-21.85,29.77,561710.0,5.0
150.33601425,2.14773672,0.8308,-21.74,29.56,557303.0,5.0
150.33595204,2.10758714,0.8267,-19.64,28.53,529789.0,5.0
150.39767377,2.1694723,0.8221,-22.81,29.73,573945.0,5.0
150.33128653,2.12637637,0.8359,-21.77,29.33,543628.0,5.0
150.40503606,2.09132103,0.8263,-21.42,29.44,521144.0,5.0
150.42646718,2.13751637,0.823,-19.91,28.85,551196.0,5.0
150.33661805,2.1633278,0.8281,-20.94,29.48,567744.0,5.0
150.38918444,2.08121582,0.822,-19.52,28.55,513485.0,5.0
150.38971881,2.08678269,0.8201,-19.72,28.64,517036.0,5.0
150.39608773,2.1756607,0.8193,-19.9,28.55,575744.0,5.0
150.33430383,2.15784772,0.8186,-20.11,28.89,563641.0,5.0
150.4054083,2.17399845,0.8353,-19.83,28.46,575451.0,5.0
150.33788991,2.09913384,0.8372,-19.66,28.7,524730.0,5.0
150.42717508,2.12400306,0.839,-19.8,28.68,540829.0,5.0
150.56589042,2.49644973,1.1427,-23.89,30.17,790959.0,6.0
150.56896535,2.48833764,1.137,-23.1,29.84,784418.0,6.0
150.56202689,2.48974013,1.137,-20.21,28.9,783845.0,6.0
150.57192787,2.49052427,1.1448,-21.09,29.48,784953.0,6.0
150.55926683,2.49091391,1.1357,-19.63,28.79,784559.0,6.0
150.57025601,2.50419763,1.1495,-21.96,29.4,793348.0,6.0
150.56078704,2.4915365,1.1522,-21.11,29.25,785261.0,6.0
150.56065838,2.49516257,1.1285,-20.25,28.92,788015.0,6.0
150.57192654,2.50931671,1.13,-20.61,29.11,796615.0,6.0
150.56384147,2.51149193,1.1346,-21.38,29.25,798808.0,6.0
150.55631691,2.48226586,1.1384,-20.39,29.35,779109.0,6.0
150.5737371,2.48067233,1.1376,-20.42,29.21,778199.0,6.0
150.56199346,2.47503443,1.1483,-21.14,29.64,774685.0,6.0
150.58700667,2.51014745,1.1513,-22.15,29.57,799743.0,6.0
150.5694659,2.51777972,1.1523,-19.82,28.73,802121.0,6.0
150.58102584,2.47749836,1.1426,-21.06,29.34,776363.0,6.0
150.56455281,2.52468614,1.1418,-21.75,29.61,808087.0,6.0
150.53754729,2.50459734,1.1427,-20.65,28.87,793376.0,6.0
150.5501869,2.52229764,1.1511,-20.65,29.15,805262.0,6.0
150.59053472,2.51274961,1.1322,-21.38,29.73,799771.0,6.0
150.55748746,2.52998004,1.1321,-20.43,29.0,810411.0,6.0
150.59721332,2.51186592,1.1359,-19.69,28.84,797787.0,6.0
150.56263864,2.46384801,1.1362,-19.88,29.02,767304.0,6.0
150.55471883,2.53001057,1.1293,-20.43,28.79,810440.0,6.0
150.60296376,2.49754244,1.1413,-21.91,29.39,789512.0,6.0
150.5706143,2.45968143,1.1342,-19.89,28.72,764486.0,6.0
150.52905248,2.47896412,1.1524,-19.73,28.68,776890.0,6.0
150.5470179,2.53890308,1.1431,-21.3,29.85,816787.0,6.0
150.5971089,2.52686771,1.1397,-22.05,29.43,808594.0,6.0
150.59703309,2.52894212,1.1446,-22.75,29.71,810848.0,6.0
150.54101642,2.46015071,1.1454,-21.87,29.66,765276.0,6.0
150.51918686,2.50416949,1.1374,-19.81,28.8,792919.0,6.0
150.55373576,2.53873654,1.1471,-24.11,30.25,818440.0,6.0
150.6089981,2.48151863,1.1496,-22.33,29.91,779444.0,6.0
150.61103863,2.48461367,1.1528,-19.64,28.67,780790.0,6.0
150.56765598,2.44909147,1.1301,-20.19,29.02,757754.0,6.0
150.52453549,2.50588443,1.1287,-19.52,28.32,793966.0,6.0
150.52581049,2.52195279,1.1344,-22.11,29.84,806061.0,6.0
150.58555222,2.47395421,0.6104,-22.59,29.66,776141.0,7.0
150.59032117,2.4703908,0.6099,-21.32,29.31,772454.0,7.0
150.58978224,2.47702161,0.612,-20.51,28.93,776370.0,7.0
150.57411078,2.47671295,0.6063,-20.87,29.76,776648.0,7.0
150.59845326,2.47279611,0.6059,-21.2,29.37,774185.0,7.0
150.58329368,2.45353837,0.6122,-20.33,29.19,761550.0,7.0
150.60161686,2.46194185,0.6152,-19.69,28.56,766272.0,7.0
150.57506744,2.45287262,0.6198,-21.25,29.11,762676.0,7.0
150.60590866,2.47727223,0.6199,-19.79,28.52,776500.0,7.0
150.59014388,2.45220284,0.6026,-22.54,29.79,754066.0,7.0
150.57030296,2.49171224,0.6025,-20.43,28.84,785289.0,7.0
150.56114329,2.45919617,0.6144,-20.29,28.86,765192.0,7.0
150.57057482,2.4974646,0.6108,-20.48,28.8,789685.0,7.0
150.55887615,2.47729475,0.609,-19.71,28.55,776842.0,7.0
150.61087765,2.45868129,0.6203,-20.29,29.05,764273.0,7.0
150.56058961,2.46468426,0.6209,-19.8,28.7,767835.0,7.0
150.58565653,2.44293317,0.6058,-20.02,28.8,753826.0,7.0
150.61449618,2.49628348,0.6111,-19.62,28.89,788363.0,7.0
150.61601682,2.49338272,0.6053,-21.27,29.5,787165.0,7.0
150.59305162,2.4419547,0.6167,-19.9,28.87,753391.0,7.0
150.58447888,2.50854941,0.62,-22.0,29.47,793660.0,7.0
150.58575619,2.43969979,0.6007,-22.08,29.59,753202.0,7.0
150.61337873,2.50614034,0.6135,-20.88,29.45,795168.0,7.0
150.54580095,2.48783098,0.61,-20.94,29.16,783765.0,7.0
150.54013731,2.48442348,0.6128,-21.34,29.36,782074.0,7.0
150.62590025,2.45047673,0.6115,-19.6,29.03,758719.0,7.0
150.54955518,2.50110256,0.618,-20.62,29.09,792336.0,7.0
150.54535693,2.4498497,0.619,-21.63,29.58,759771.0,7.0
150.62654608,2.45456821,0.6198,-19.56,28.64,761472.0,7.0
150.59580381,2.42672126,0.6025,-20.67,29.41,745854.0,7.0
150.5471902,2.50830428,0.6134,-21.89,29.66,797102.0,7.0
150.53096957,2.48544262,0.6116,-20.3,28.98,781679.0,7.0
150.61251171,2.42903572,0.6109,-20.74,29.15,745455.0,7.0
150.64083271,2.46647801,0.6201,-22.87,30.16,771624.0,7.0
150.55130656,2.51646773,0.6204,-20.25,28.88,801795.0,7.0
150.62973889,2.50734886,0.6056,-19.57,28.34,795277.0,7.0
150.59727063,2.41753852,0.609,-20.18,28.6,739866.0,7.0
150.03512839,2.34118266,1.7994,-19.84,28.53,686485.0,8.0
150.03629547,2.34528519,1.8083,-22.83,30.76,689636.0,8.0
150.04204165,2.33904978,1.812,-21.33,29.78,685267.0,8.0
150.03715908,2.33882387,1.8263,-19.78,28.62,684378.0,8.0
150.03083221,2.34486974,1.7954,-21.25,29.54,689023.0,8.0
150.02494495,2.33966339,1.8143,-20.08,28.69,685012.0,8.0
150.02822325,2.33277028,1.8136,-20.93,29.36,680804.0,8.0
150.03106155,2.32582231,1.8053,-21.84,29.81,675693.0,8.0
150.03259927,2.36074709,1.8022,-21.32,29.76,699959.0,8.0
150.01995418,2.34171521,1.82,-22.26,29.96,687274.0,8.0
150.01978075,2.34116887,1.8212,-22.43,29.59,686661.0,8.0
150.02935278,2.32730198,1.7963,-21.51,29.56,676788.0,8.0
150.01944052,2.3609809,1.8257,-19.82,28.88,699540.0,8.0
150.04956098,2.36324132,1.8174,-21.49,29.83,701606.0,8.0
150.06491341,2.35212621,1.8086,-20.99,29.22,693818.0,8.0
150.03962368,2.37201431,1.8009,-23.45,30.43,709850.0,8.0
150.02972441,2.31119156,1.8129,-21.26,29.73,665802.0,8.0
150.03328241,2.312864,1.8135,-20.45,28.98,666616.0,8.0
150.02508041,2.37763211,1.8171,-20.72,29.05,710983.0,8.0
150.05357068,2.31335305,1.8182,-22.02,29.89,667279.0,8.0
150.00450817,2.3576466,1.8217,-21.69,29.71,697677.0,8.0
150.02140656,2.37609492,1.8001,-20.73,29.17,709739.0,8.0
150.0638725,2.36528691,1.7949,-20.48,28.91,702647.0,8.0
150.01856243,2.38102165,1.8158,-21.02,29.56,712994.0,8.0
150.07272646,2.3580953,1.814,-20.34,28.72,697640.0,8.0
150.00099068,2.31571446,1.802,-20.35,29.09,668304.0,8.0
150.06972721,2.31731405,1.7924,-20.27,28.79,669516.0,8.0
150.05423524,2.30510673,1.7917,-19.84,28.52,661508.0,8.0
150.00987483,2.37776139,1.8259,-19.67,28.66,710658.0,8.0
150.03512363,2.29830624,1.8067,-22.16,29.95,657583.0,8.0
149.85360769,2.5854975,0.9861,-23.57,30.04,848867.0,9.0
149.85468275,2.58294122,0.9781,-19.95,28.94,845903.0,9.0
149.86052865,2.59065889,0.9834,-21.7,29.3,851613.0,9.0
149.86079133,2.57777682,0.9759,-21.64,29.63,843114.0,9.0
149.86058909,2.58047611,0.9737,-19.53,28.95,844168.0,9.0
149.84779997,2.58480155,0.9944,-20.68,28.89,847181.0,9.0
149.86457296,2.58492904,0.996,-19.73,28.59,847123.0,9.0
149.8600797,2.56715333,0.9886,-20.8,28.96,835727.0,9.0
149.8421076,2.57313332,0.9857,-22.33,29.92,840490.0,9.0
149.84120416,2.56993776,0.9973,-19.98,28.62,837234.0,9.0
149.86593969,2.59570298,0.999,-21.1,29.1,855379.0,9.0
149.85964674,2.56660945,0.9743,-20.62,29.1,835351.0,9.0
149.83017303,2.58388061,0.9889,-19.64,28.51,846769.0,9.0
149.87027367,2.60203577,0.9852,-21.7,29.31,859456.0,9.0
149.83218114,2.57758532,0.9824,-19.83,28.62,842585.0,9.0
149.86792573,2.6033661,0.9966,-19.51,28.56,858709.0,9.0
149.83224103,2.56845471,0.98,-20.41,28.84,836843.0,9.0
149.85796587,2.61297348,0.9783,-19.55,28.94,864814.0,9.0
149.85558283,2.61718832,0.9775,-20.38,29.29,867747.0,9.0
149.88400082,2.58294773,0.9831,-19.85,28.7,845970.0,9.0
149.85706484,2.61700116,0.9832,-21.5,29.21,868113.0,9.0
149.87950653,2.60139215,0.9758,-23.02,30.42,859802.0,9.0
149.83212245,2.56953815,0.9748,-22.93,29.78,838905.0,9.0
149.83169049,2.56995265,0.9742,-20.65,28.88,837186.0,9.0
149.86856287,2.61231907,0.9934,-20.36,29.23,864559.0,9.0
149.85437596,2.6198925,0.9904,-21.4,29.68,869792.0,9.0
149.82039489,2.58674268,0.9756,-23.33,30.63,850954.0,9.0
149.86355687,2.62484963,0.9802,-22.91,29.79,873867.0,9.0
149.81085746,2.58549714,0.9876,-19.64,28.42,847488.0,9.0
149.80977724,2.57650363,0.9906,-22.1,29.46,841786.0,9.0
149.85853496,2.54086163,0.9846,-19.53,28.51,817740.0,9.0
149.88545448,2.55084556,0.9837,-22.29,29.54,824892.0,9.0
149.83473629,2.54347273,0.9922,-19.73,28.58,819641.0,9.0
149.88261717,2.547398,0.9817,-20.89,29.34,822828.0,9.0
150.01986794,2.2876822,1.8157,-23.28,29.93,650590.0,10.0
150.02535519,2.29424859,1.8135,-21.42,29.81,654441.0,10.0
150.01443749,2.28663619,1.8077,-21.08,29.35,649735.0,10.0
150.01371019,2.28568839,1.8228,-21.34,29.75,649098.0,10.0
150.02863193,2.28129485,1.827,-20.16,28.96,645838.0,10.0
150.00807819,2.28737413,1.8188,-20.95,28.93,649938.0,10.0
150.02826028,2.28043156,1.8188,-20.51,29.05,645090.0,10.0
150.00854101,2.27829974,1.8343,-19.5,28.66,643736.0,10.0
150.00726509,2.29773808,1.8201,-22.83,30.05,657153.0,10.0
150.03512363,2.29830624,1.8067,-22.16,29.95,657583.0,10.0
150.03661835,2.29425625,1.8336,-21.82,29.71,654466.0,10.0
150.04014049,2.28041484,1.8122,-21.59,29.69,645471.0,10.0
150.02972441,2.31119156,1.8129,-21.26,29.73,665802.0,10.0
150.00971371,2.26800875,1.8048,-21.28,29.43,637660.0,10.0
150.00835551,2.2683445,1.7996,-20.87,29.16,637748.0,10.0
150.04114269,2.2791254,1.825,-19.95,28.91,644253.0,10.0
150.03663635,2.2709767,1.7977,-22.04,29.91,640026.0,10.0
149.99794231,2.28702485,1.8321,-19.58,28.56,649417.0,10.0
150.0012744,2.26395344,1.8172,-20.45,28.99,634758.0,10.0
150.03328241,2.312864,1.8135,-20.45,28.98,666616.0,10.0
150.01510833,2.3150045,1.8212,-21.13,29.65,668496.0,10.0
150.00573461,2.26270292,1.8221,-21.87,29.73,634118.0,10.0
149.99874957,2.27089584,1.8066,-19.99,28.91,639146.0,10.0
149.99978735,2.26694116,1.8278,-21.7,29.93,636744.0,10.0
150.00199206,2.31142443,1.8023,-21.86,29.77,665812.0,10.0
149.98628424,2.28281241,1.8218,-19.6,28.44,646856.0,10.0
149.99696392,2.30902065,1.8057,-22.37,29.59,664314.0,10.0
150.00099068,2.31571446,1.802,-20.35,29.09,668304.0,10.0
150.04482422,2.31155884,1.8308,-20.17,28.63,665969.0,10.0
150.03106155,2.32582231,1.8053,-21.84,29.81,675693.0,10.0
150.01904284,2.25137831,1.8196,-20.96,29.23,626280.0,10.0
150.05357068,2.31335305,1.8182,-22.02,29.89,667279.0,10.0
150.02822325,2.33277028,1.8136,-20.93,29.36,680804.0,10.0
149.9897445,2.25260268,1.8281,-21.38,29.49,627122.0,10.0
150.45332143,2.06853776,0.8298,-23.53,30.02,506309.0,11.0
150.45472315,2.06584102,0.8243,-20.79,28.93,503788.0,11.0
150.45609334,2.0724121,0.8234,-22.09,29.45,509979.0,11.0
150.45412324,2.07212734,0.8202,-23.36,30.08,509447.0,11.0
150.45506856,2.06773005,0.8407,-21.77,29.62,505420.0,11.0
150.4549021,2.07799095,0.8218,-21.92,29.38,512750.0,11.0
150.45758849,2.07248467,0.8207,-21.89,29.38,509278.0,11.0
150.46060426,2.0723041,0.8287,-22.05,29.72,508897.0,11.0
150.44792475,2.08021795,0.833,-20.99,29.3,514091.0,11.0
150.46163049,2.08500097,0.8223,-22.3,30.05,517535.0,11.0
150.46380051,2.08427322,0.8208,-20.52,29.35,516116.0,11.0
150.46315374,2.05269696,0.8241,-22.22,29.49,496039.0,11.0
150.44174122,2.0920848,0.8367,-21.08,29.89,521264.0,11.0
150.477095,2.0691325,0.8356,-20.89,29.37,506081.0,11.0
150.43018239,2.06871412,0.8315,-20.1,28.84,506250.0,11.0
150.43069717,2.06541571,0.8419,-22.56,29.63,505093.0,11.0
150.44161039,2.09624768,0.8294,-22.16,29.79,524078.0,11.0
150.42940611,2.08345007,0.8341,-19.69,28.53,514902.0,11.0
150.48125563,2.04633829,0.8268,-20.25,28.87,490733.0,11.0
150.43066853,2.04116291,0.8378,-19.98,28.72,487399.0,11.0
150.484981,2.06964619,0.8388,-19.57,28.62,505788.0,11.0
150.42502584,2.05150695,0.8228,-20.5,29.23,494593.0,11.0
150.49492239,2.05018041,0.823,-20.24,28.91,493282.0,11.0
150.41611662,2.09310384,0.8284,-19.87,28.62,521863.0,11.0
150.49636993,2.05741839,0.8308,-19.91,28.52,497808.0,11.0
150.46888033,2.1101524,0.8185,-19.69,28.55,532372.0,11.0
150.42306643,2.0319863,0.8338,-21.75,29.61,482273.0,11.0
149.7729827,1.82039901,1.4479,-22.16,29.59,349597.0,12.0
149.7721353,1.82379396,1.4514,-20.11,28.67,351598.0,12.0
149.76469875,1.82296931,1.4605,-20.36,28.6,350882.0,12.0
149.78284856,1.81941281,1.4516,-20.29,29.05,348483.0,12.0
149.76588244,1.81117873,1.4555,-20.9,29.15,343304.0,12.0
